gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4
0	1043	0	959	0	989	0	950	0	1000	0
1	774	256	681	300	885	123	656	416	928	105
2	1014	0	786	200	812	167	843	156	1019	0
3	992	0	1019	0	811	175	1022	0	984	0
4	495	540	498	516	479	525	516	560	540	509
5	495	515	478	509	518	487	482	509	464	503
6	757	246	1029	0	971	0	1019	0	867	116
7	933	0	1033	0	1021	0	975	0	1028	0
8	701	231	727	293	929	100	634	422	915	114
9	1026	0	754	205	837	179	814	148	992	0
10	740	282	737	308	872	107	592	412	922	101
11	712	213	995	0	1005	0	1025	0	869	142
12	1043	0	803	193	822	180	811	166	939	0
13	1014	0	823	202	758	177	1027	0	1001	0
14	797	223	808	195	468	529	750	270	725	243
15	734	246	1031	0	804	222	998	0	857	146
16	702	253	728	268	916	112	582	421	858	106
17	477	497	489	503	524	494	499	483	493	527
18	795	266	710	308	873	141	588	408	923	94
19	1000	0	1020	0	1013	0	1004	0	1017	0
20	734	278	704	270	907	125	629	406	867	107
21	681	266	713	318	853	126	631	372	919	116
22	501	508	472	495	487	514	606	347	618	374
23	759	270	680	343	883	134	628	411	874	115
24	733	233	947	0	1038	0	1017	0	837	143
25	1031	0	1041	0	964	0	974	0	1021	0
26	704	237	703	308	881	118	634	400	879	108
27	999	0	971	0	947	0	987	0	1001	0
28	757	262	688	322	875	107	663	412	917	107
29	764	261	685	305	918	116	617	380	861	105
30	695	275	742	322	856	105	589	372	872	119
31	711	276	697	293	917	101	612	377	904	106
32	481	518	530	537	511	517	486	525	492	483
33	989	0	819	213	846	181	1012	0	990	0
34	1035	0	773	190	805	196	855	118	1001	0
35	721	264	684	312	902	98	602	410	868	116
36	1012	0	736	227	850	156	834	173	967	0
37	759	279	694	308	913	121	636	400	899	107
38	781	239	1002	0	944	0	993	0	884	125
39	1055	0	970	0	862	150	965	0	1049	0
40	458	487	511	508	517	456	481	504	524	555
41	809	235	958	0	793	209	954	0	890	140
42	474	482	505	499	538	516	605	392	596	396
43	966	0	844	204	795	157	816	165	1050	0
44	997	0	815	225	874	167	849	144	974	0
45	692	291	755	273	871	139	647	408	854	109
46	518	484	482	496	474	519	626	367	621	372
47	470	497	541	547	520	503	613	400	622	401
48	755	209	1000	0	990	0	988	0	914	138
49	736	232	993	0	1029	0	1066	0	817	129
50	744	214	1001	0	789	225	1011	0	840	148
51	975	0	782	223	841	189	891	151	1013	0
52	774	230	1000	0	1014	0	979	0	881	143
53	783	246	1018	0	960	0	1042	0	900	150
54	979	0	1014	0	986	0	1048	0	992	0
55	1007	0	796	224	792	157	1029	0	991	0
56	786	258	708	293	897	115	608	419	898	114
57	751	240	692	306	911	124	560	430	954	126
58	981	0	797	192	782	162	815	139	983	0
59	760	234	998	0	1015	0	995	0	905	133
60	716	254	679	325	850	103	586	408	869	90
61	726	253	719	262	871	112	613	381	891	99
62	992	0	1018	0	858	170	1040	0	988	0
63	764	281	700	308	892	100	596	385	877	110
64	474	483	506	539	468	491	648	364	611	391
65	772	275	657	259	855	126	576	385	902	98
66	986	0	989	0	986	0	1042	0	1000	0
67	698	257	696	302	861	112	617	350	873	128
68	511	486	489	497	488	528	611	400	633	370
69	487	485	500	506	493	525	514	506	509	525
70	1018	0	801	206	843	160	1029	0	1006	0
71	967	0	1026	0	992	0	1016	0	995	0
72	741	233	1083	0	999	0	997	0	826	140
73	762	271	729	291	878	111	617	392	880	104
74	675	272	733	291	904	103	563	421	855	99
75	739	261	693	293	853	106	593	374	870	114
76	782	222	968	0	845	204	1001	0	817	127
77	998	0	959	0	831	177	1004	0	969	0
78	734	298	679	304	851	110	613	382	867	104
79	751	239	694	285	903	109	585	356	815	122
80	709	286	706	311	878	119	638	408	882	118
81	491	467	511	473	497	494	520	563	523	504
82	769	240	993	0	994	0	1006	0	836	127
83	817	245	1021	0	974	0	969	0	846	152
84	735	260	706	298	929	92	624	406	902	121
85	717	235	683	290	905	138	616	385	924	126
86	978	0	773	213	894	171	869	164	998	0
87	724	280	731	289	864	122	617	369	882	98
88	758	233	1013	0	1010	0	984	0	901	133
89	770	223	1030	0	945	0	975	0	851	149
90	795	225	1015	0	804	213	1034	0	853	132
91	797	255	1006	0	818	233	1033	0	870	131
92	754	237	976	0	822	216	1010	0	960	144
93	527	505	538	508	507	514	492	467	495	479
94	727	268	694	290	902	129	616	421	855	105
95	658	266	682	332	929	120	563	394	906	105
96	722	258	702	278	870	104	573	356	876	110
97	813	223	1041	0	1016	0	1027	0	833	127
98	745	275	703	292	896	111	619	371	886	101
99	942	0	856	178	883	175	1010	0	968	0
