gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9
0	8531	1393	10003	0	9958	0	9955	0	10084	0	7171	2783	9939	0	8781	1272	7135	2887	9983	0
1	8631	1347	9933	0	9818	0	9967	0	10171	0	7071	2895	10100	0	8754	1258	7154	2849	10066	0
2	8224	1696	9799	0	9881	0	8391	1458	10100	0	10109	0	8363	1658	9933	0	9881	0	10009	0
3	8702	1382	9987	0	9903	0	9999	0	9941	0	7033	2887	9877	0	8756	1256	7181	2898	10098	0
4	8774	1325	9944	0	9969	0	9894	0	10077	0	7167	2930	10015	0	8785	1249	7279	2879	9801	0
5	9207	913	7706	2414	7550	2507	9797	0	8600	1235	10084	0	9886	0	9879	0	10047	0	8547	1403
6	8605	1374	9946	0	10097	0	9895	0	9872	0	7265	2960	9877	0	8704	1227	7085	2887	9957	0
7	8044	2011	5101	5026	4983	5065	9973	0	8859	1251	7823	2154	9846	0	9126	882	7907	2096	6944	2930
8	8198	1929	4994	4866	4990	5093	9808	0	8679	1259	7964	2114	10151	0	9037	907	7836	2137	6981	3004
9	6807	3135	10002	0	9880	0	7302	2658	9953	0	7104	2932	6647	3402	5754	4105	7145	2867	7931	2000
10	9035	956	7526	2397	7584	2529	10032	0	8680	1245	10086	0	9809	0	10107	0	9884	0	8448	1495
11	10060	0	10122	0	9963	0	8800	1086	10134	0	10000	0	9891	0	10035	0	9905	0	8037	2082
12	9010	900	7607	2406	7689	2348	9988	0	8846	1268	9775	0	9959	0	10008	0	10038	0	8506	1401
13	10005	0	9983	0	9908	0	7509	2418	6259	3788	9983	0	8329	1670	10115	0	9832	0	10013	0
14	8233	1753	10025	0	9935	0	8632	1490	10009	0	10104	0	8370	1639	10144	0	9884	0	9839	0
15	10061	0	9924	0	10096	0	8917	1144	9931	0	9892	0	9884	0	9916	0	10089	0	7915	2033
16	8189	1904	4923	5055	4881	4847	10079	0	8721	1170	7820	2109	10146	0	9113	873	8035	2136	7036	3102
17	8722	1345	10005	0	10157	0	10031	0	10089	0	7308	2856	10056	0	8656	1271	7153	2781	9816	0
18	9984	0	10052	0	9892	0	8953	1090	10147	0	10163	0	9952	0	10003	0	10124	0	7905	2009
19	8048	1953	5007	4999	5129	5050	10057	0	8839	1214	7860	2220	10109	0	8962	890	7943	2082	6847	2945
20	6839	3085	10166	0	9761	0	7493	2541	9885	0	7168	2806	6690	3304	5799	4192	7146	2940	8057	2037
21	8107	1933	5043	4917	5003	4931	10065	0	8763	1234	7893	2046	9971	0	9124	865	7818	2074	7081	2963
22	9842	0	10166	0	10009	0	8898	1114	9980	0	9996	0	9958	0	9791	0	10046	0	8001	1996
23	7071	3096	9944	0	10024	0	7401	2487	10035	0	7179	2845	6639	3313	5899	4153	7131	2783	7982	1997
24	9196	878	7595	2376	7601	2481	10002	0	8725	1243	10003	0	9927	0	10099	0	10076	0	8638	1396
25	6849	3121	10089	0	10150	0	7418	2572	10067	0	7017	2884	6733	3228	5919	4121	7074	2878	8126	1998
26	10010	0	10080	0	10089	0	9266	976	8531	1439	9991	0	10017	0	10040	0	9982	0	9965	0
27	8967	1035	7288	2584	9873	0	9894	0	9951	0	7991	2154	9855	0	10024	0	7816	2163	8467	1506
28	6783	3295	10109	0	10015	0	7486	2623	10217	0	7183	2845	6550	3378	5877	4118	7128	2829	7948	2059
29	9064	962	7693	2447	7543	2333	10126	0	8768	1169	9848	0	9984	0	10119	0	10068	0	8575	1423
30	9259	903	7642	2355	7685	2451	10126	0	8733	1237	9763	0	9910	0	10142	0	10116	0	8657	1396
31	10063	0	9875	0	9914	0	8783	1074	10049	0	9948	0	9835	0	9969	0	9809	0	7948	2006
32	7994	1910	4927	5024	5082	4954	9925	0	8826	1239	7870	2073	10123	0	9127	915	7929	2115	6773	2949
33	8903	941	7581	2459	7499	2414	10003	0	8749	1263	10044	0	10040	0	9966	0	10087	0	8571	1488
34	6904	3091	10128	0	9800	0	7225	2567	9815	0	7200	2874	6717	3217	5906	4178	7183	2941	7954	2075
35	8693	1320	10166	0	10032	0	9908	0	10007	0	7084	2857	10065	0	8611	1248	7219	2933	10048	0
36	8147	1868	4939	4998	4885	5071	9907	0	8787	1268	7882	2055	10113	0	9459	908	7856	2111	7085	2956
37	10085	0	9831	0	10011	0	8891	1103	10045	0	10016	0	10077	0	10195	0	10017	0	8220	2068
38	9983	0	10096	0	9944	0	9111	907	8671	1431	9983	0	10074	0	9976	0	9942	0	10090	0
39	9831	0	10048	0	10210	0	8988	1121	9943	0	9957	0	9802	0	10098	0	9950	0	7942	1994
40	6853	3151	9932	0	9920	0	7380	2591	9992	0	7096	2916	6647	3340	5864	4083	7168	2887	7959	2033
41	8756	1409	10089	0	10135	0	9961	0	10034	0	6865	2938	10297	0	8775	1271	7149	2899	10058	0
42	8604	1369	9931	0	9925	0	10078	0	9929	0	7210	2884	9879	0	8713	1281	7070	2833	9712	0
