gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9
0	66	57	57	32	69	28	72	23	48	33	69	35	74	23	75	30	54	46	63	24
1	45	42	58	32	86	22	88	26	67	40	70	37	65	25	66	40	49	55	53	37
2	66	21	93	20	83	0	86	9	90	17	86	16	83	32	73	27	62	32	57	32
3	54	55	69	35	76	24	89	25	76	25	62	40	61	31	60	14	44	54	70	30
4	81	7	106	12	109	0	93	9	85	27	70	23	64	26	57	23	69	34	60	43
5	87	0	82	21	89	0	91	0	88	18	84	9	109	0	89	10	98	0	69	23
6	115	0	70	14	106	0	111	0	71	20	91	25	91	0	90	13	103	0	91	28
7	42	55	63	46	69	23	76	25	65	30	68	29	80	27	73	30	43	53	51	31
8	99	19	91	19	92	0	83	18	73	31	85	23	60	24	75	29	79	30	51	35
9	108	0	100	0	86	0	83	12	99	0	103	0	89	0	93	12	97	0	103	0
10	105	0	100	0	105	0	71	18	96	0	126	0	94	0	97	8	100	0	110	0
11	86	18	75	20	93	0	93	13	75	22	68	22	67	35	81	26	80	14	60	39
12	81	13	94	0	59	19	102	0	106	0	112	9	83	0	110	0	106	0	95	0
13	99	8	91	17	86	0	84	14	61	28	78	30	66	33	69	34	81	33	68	34
14	56	56	66	53	76	21	89	20	60	45	63	36	65	34	82	27	44	50	58	40
15	107	16	84	17	104	0	97	11	77	18	76	21	67	39	81	25	67	36	61	38
16	93	0	102	0	108	0	84	18	112	0	102	0	114	0	86	11	73	0	105	0
17	80	26	95	15	86	0	84	14	88	22	77	30	80	39	73	27	79	42	57	34
18	99	0	87	0	104	0	100	12	101	0	89	0	105	0	86	8	103	0	95	0
19	40	53	67	39	81	26	80	30	49	31	62	31	70	27	66	26	54	45	62	37
20	111	0	108	0	93	0	79	14	84	0	111	0	107	0	90	9	114	0	96	0
21	81	11	82	14	96	0	88	10	96	18	73	27	68	26	53	25	64	30	76	45
22	50	37	48	62	46	49	51	44	53	52	56	49	43	59	59	54	41	52	56	46
23	95	0	94	13	93	0	107	0	77	25	74	18	104	0	71	13	88	0	83	25
24	98	0	81	0	90	0	97	10	111	0	97	0	97	0	84	22	98	0	84	0
25	90	0	100	0	100	0	84	15	103	0	115	0	94	0	82	20	119	0	95	0
26	95	23	79	10	102	0	99	16	58	20	80	14	49	37	63	31	66	23	55	35
27	94	0	73	16	114	0	83	0	91	0	70	17	90	0	82	17	77	0	80	19
28	43	56	80	44	71	28	73	21	64	30	70	26	53	30	78	27	52	54	68	22
29	59	43	53	52	73	30	75	17	64	27	66	33	70	30	69	31	49	54	68	37
30	93	0	107	0	105	0	90	24	81	0	95	0	118	0	79	18	101	0	97	0
31	105	0	95	0	85	0	90	18	105	0	106	0	112	0	83	12	110	0	106	0
32	45	45	69	34	82	17	83	20	54	39	79	40	64	35	77	29	54	35	70	35
33	35	40	64	36	88	25	70	25	81	31	60	18	58	28	84	18	61	55	68	33
34	45	50	45	49	53	48	53	44	51	39	53	33	39	59	60	52	45	42	48	51
35	63	18	63	18	91	0	90	9	81	29	65	24	63	26	67	24	81	27	66	28
36	95	0	90	23	88	0	77	0	85	21	76	19	105	0	79	10	90	0	80	15
37	58	48	58	36	81	21	80	26	61	31	74	34	95	32	55	30	56	47	58	28
38	85	13	97	0	92	16	94	0	98	0	90	19	108	0	86	0	102	0	98	0
39	104	0	96	0	89	0	88	14	87	0	86	0	94	0	93	10	97	0	109	0
40	56	47	54	61	70	60	48	48	37	55	58	38	36	35	58	43	52	56	48	52
41	111	0	92	0	98	0	110	13	104	0	90	0	92	0	82	10	82	0	91	0
42	45	54	49	53	49	45	60	41	48	53	46	53	38	59	55	52	46	58	52	53
43	124	0	76	16	98	0	103	0	90	19	80	17	98	0	89	8	114	0	72	22
44	37	52	61	34	70	23	79	32	81	35	61	26	52	19	73	16	43	56	58	26
45	102	0	99	0	107	0	91	8	105	0	97	0	106	0	86	12	100	0	100	0
46	53	35	49	52	71	20	65	38	62	40	79	32	42	61	54	34	50	54	62	59
47	93	0	100	0	108	0	84	11	107	0	105	0	110	0	87	10	124	0	82	0
48	47	55	40	39	82	14	61	39	57	38	68	30	41	53	58	41	32	41	56	50
49	60	46	49	34	85	20	63	27	63	37	66	32	78	23	60	33	54	58	61	29
50	112	0	108	0	103	0	88	11	103	0	108	0	116	0	109	0	101	0	79	8
51	55	54	61	33	80	22	71	12	66	27	59	22	78	36	71	32	37	47	75	36
