gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9
0	8300	1614	9922	0	9967	0	10158	0	10326	0	9873	0	9878	0	10091	0	10080	0	9909	0
1	8462	1569	9973	0	10084	0	10082	0	9953	0	10006	0	9932	0	9940	0	9948	0	9874	0
2	10047	0	10126	0	9916	0	9878	0	9917	0	9957	0	8465	1489	10079	0	8890	1172	9945	0
3	6650	3342	8113	1898	6960	3107	4979	4944	8438	1914	4992	5038	4898	4963	6993	2928	5175	5124	7206	2728
4	8381	1570	9959	0	9976	0	10042	0	10147	0	9987	0	9938	0	10060	0	9988	0	9957	0
5	9039	951	8238	1867	8557	1479	10043	0	9980	0	9859	0	8455	1416	7079	2934	7202	2761	10059	0
6	9046	912	8087	1873	6831	3130	6411	3452	8065	1964	5107	4942	4853	5066	7070	2858	5966	4049	8614	1415
7	4956	4991	4979	4932	5031	5076	5039	5006	4923	4970	5027	5048	4954	5028	4948	5028	5000	4897	4998	5118
8	8915	947	8113	1858	6810	2955	6436	3408	8128	1919	5048	4912	4898	5044	7180	2950	6155	3977	8556	1495
9	8400	1611	10010	0	10016	0	9896	0	9939	0	9936	0	10102	0	9809	0	9956	0	10009	0
10	9026	928	8120	1850	8480	1473	10184	0	9994	0	9987	0	8539	1453	7112	2876	7290	2692	10092	0
11	10000	0	10251	0	9870	0	10085	0	10043	0	9977	0	8395	1462	10097	0	8638	1190	10012	0
12	6614	3344	8074	1840	6856	3155	5059	5032	8177	2012	4932	4958	4926	5004	7154	2944	4973	5025	7329	2679
13	4906	4950	5058	4978	4951	4968	4989	4947	4999	4979	5008	5025	5067	4964	4951	4937	5009	4926	4973	4858
14	6608	3298	8249	1874	6760	3067	5033	4956	8103	1884	5002	4817	4934	4912	7228	2954	5024	5071	7190	2584
15	8367	1653	9850	0	10022	0	9883	0	9887	0	9832	0	10085	0	9986	0	9991	0	10128	0
16	9130	977	8267	1865	8392	1503	10127	0	9976	0	9932	0	8492	1422	7191	2914	7245	2655	10083	0
17	9940	0	10184	0	8356	1653	8430	1699	9929	0	7568	2533	6433	3600	9884	0	8635	1222	8515	1435
18	4991	5032	5041	5019	4991	5047	4831	5187	5006	5024	5046	4996	5043	4948	4971	5036	4999	5042	5061	5002
19	9929	0	10070	0	10025	0	9918	0	10041	0	10028	0	8602	1404	9990	0	9014	1134	9964	0
20	8587	1554	9897	0	10131	0	9938	0	9859	0	10097	0	9945	0	9935	0	10086	0	10048	0
21	6607	3402	8057	1782	6931	3163	5069	5157	8183	1917	4977	5044	5076	4932	7090	2883	4929	5050	7374	2645
22	9919	0	9981	0	9902	0	8376	1713	9889	0	7506	2470	8615	1519	9927	0	9907	0	8601	1436
23	9920	0	9910	0	9824	0	10089	0	9821	0	10033	0	8411	1462	10012	0	8949	1168	9816	0
