gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9
0	112	0	109	0	110	0	89	12	115	0	88	0	81	0	77	12	87	10	101	0
1	90	21	62	25	93	0	92	0	100	0	85	0	123	0	94	14	78	17	82	15
2	120	0	65	24	98	0	99	0	91	0	96	0	99	0	86	8	79	19	99	14
3	74	27	62	23	91	0	110	0	104	0	104	0	101	0	78	15	89	15	86	15
4	83	0	95	0	110	0	97	0	81	0	93	18	88	14	93	17	101	0	77	0
5	103	0	85	0	86	0	90	16	83	0	106	0	79	0	104	11	79	16	107	0
6	74	21	80	28	95	0	94	0	77	0	109	0	106	0	91	14	78	9	69	21
7	88	0	78	23	98	0	88	0	91	0	109	0	97	0	88	17	70	20	89	13
8	64	16	83	32	111	0	97	0	85	0	109	0	118	0	84	10	88	21	88	11
9	103	0	115	0	92	9	89	23	99	0	97	19	99	0	88	15	74	29	103	0
10	85	0	107	0	97	10	68	15	75	30	99	0	81	19	86	11	97	0	91	10
11	66	23	63	26	113	0	107	0	85	0	89	0	102	0	81	17	88	12	68	18
12	99	0	108	0	76	13	85	14	107	0	97	7	100	0	100	3	97	19	96	0
13	66	22	84	23	87	0	97	0	101	0	86	0	98	0	79	9	87	15	98	10
14	84	32	74	35	96	0	88	0	113	0	100	0	103	0	80	12	63	17	71	11
15	73	23	57	21	87	0	101	0	103	0	108	0	101	0	90	14	75	11	90	13
16	108	0	91	0	105	15	101	19	81	13	110	0	73	13	87	0	98	0	100	0
17	91	0	83	18	83	15	84	16	116	0	86	13	96	0	71	6	60	30	102	8
18	87	23	103	0	83	14	71	15	101	0	89	0	65	10	110	0	98	0	114	0
19	108	0	62	29	100	0	94	0	93	0	103	0	90	0	81	20	77	19	77	12
20	102	0	78	0	87	9	93	12	81	0	92	10	87	0	93	10	79	21	98	0
21	47	45	44	64	51	39	60	39	75	27	90	31	96	20	74	25	50	52	67	28
22	96	0	102	0	102	0	105	0	125	0	80	15	61	9	81	16	107	0	100	0
23	65	31	69	44	90	0	96	0	113	0	100	0	101	0	93	13	100	9	93	12
24	98	0	105	0	98	8	92	10	111	0	100	18	114	0	89	8	81	24	110	0
25	71	30	61	24	95	0	91	0	88	0	115	0	98	0	86	25	89	19	94	9
26	105	0	94	0	94	0	79	11	101	0	121	0	99	0	104	10	93	11	94	0
27	58	31	76	36	101	0	91	0	98	0	93	0	105	0	92	15	103	15	86	16
28	60	32	81	28	104	0	106	0	90	0	90	0	100	0	71	20	75	19	81	8
29	92	0	84	0	84	0	90	0	115	0	93	19	82	13	73	8	105	0	101	0
30	92	0	65	29	110	0	100	0	124	0	105	0	118	0	82	18	92	20	101	25
31	99	0	55	29	111	0	81	0	117	0	109	0	83	0	82	13	83	21	69	14
32	89	0	85	22	98	9	82	16	134	0	84	17	114	0	89	18	73	30	99	7
33	60	31	66	23	95	0	102	0	107	0	107	0	94	0	78	10	88	19	93	16
34	63	15	54	34	91	0	98	0	92	0	91	0	99	0	95	22	86	17	91	21
35	80	27	54	29	104	0	96	0	110	0	100	0	75	0	74	11	81	19	76	19
36	80	27	75	27	91	0	93	0	119	0	107	0	127	0	75	21	92	14	91	12
37	55	27	62	29	108	0	105	0	114	0	111	0	105	0	88	16	64	14	84	14
38	63	22	82	34	116	0	106	0	113	0	92	0	97	0	74	12	77	23	86	14
39	67	28	68	36	105	0	102	0	82	0	95	0	98	0	88	16	73	21	100	14
40	87	26	71	24	103	0	115	0	96	0	118	0	108	0	88	19	89	18	97	16
41	45	56	60	40	49	42	63	28	94	20	65	33	103	13	72	33	50	49	52	41
42	70	24	64	26	102	0	104	0	105	0	97	0	98	0	99	20	109	12	76	15
43	74	24	62	27	112	0	109	0	95	0	99	0	111	0	95	18	87	10	70	15
44	110	0	75	32	114	0	101	0	105	0	102	0	93	0	86	19	86	16	91	11
45	74	24	101	0	87	19	82	24	93	0	117	0	97	9	118	0	93	0	91	0
46	73	19	61	29	102	0	98	0	92	0	82	0	101	0	63	10	93	19	76	17
47	65	16	69	26	100	0	129	0	95	0	110	0	94	0	94	16	87	19	73	15
48	48	45	38	53	57	41	61	43	75	27	64	38	86	16	77	24	52	38	60	38
49	50	14	102	0	78	16	68	25	95	0	106	0	84	16	101	0	110	0	96	0
50	107	0	107	0	118	0	99	13	95	0	92	0	87	0	83	8	95	5	100	0
51	80	0	80	23	111	9	82	19	92	0	87	9	101	0	86	11	65	31	95	9
52	88	21	66	21	110	0	111	0	100	0	97	0	85	0	81	24	77	17	89	14
53	75	30	72	28	88	0	93	0	96	0	100	0	98	0	77	14	83	22	91	20
54	59	36	74	23	96	0	91	0	109	0	112	0	93	0	76	14	81	15	85	11
55	58	22	70	30	101	0	112	0	102	0	96	0	99	0	88	14	86	19	92	12
56	98	0	102	0	98	6	107	16	102	11	101	0	94	9	118	0	104	0	110	0
57	103	0	91	0	91	13	84	14	101	0	88	9	112	0	84	11	77	20	113	0
58	75	16	86	32	91	0	96	0	107	0	91	0	97	0	95	15	111	11	83	13
59	86	0	66	33	93	0	110	0	90	0	90	0	98	0	83	23	79	21	80	14
60	87	24	63	24	102	0	116	0	93	0	109	0	110	0	79	18	99	14	104	14
61	82	28	76	30	112	0	91	0	104	0	107	0	133	0	64	18	77	15	77	19
62	108	0	61	30	109	0	81	0	88	0	92	0	104	0	88	23	84	11	69	26
63	107	0	113	0	96	13	77	15	94	16	88	0	93	12	109	0	101	0	98	0
64	98	0	97	0	102	0	87	0	89	0	89	13	77	13	88	20	115	0	110	0
65	67	22	56	23	108	0	105	0	104	0	114	0	104	0	76	18	60	18	93	25
66	116	0	112	0	90	10	89	16	84	8	92	0	74	11	92	0	97	0	89	0
67	100	0	91	0	89	8	84	13	92	0	77	14	102	0	75	6	82	21	105	0
