gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4
0	44	48	70	40	47	54	71	29	85	26
1	110	0	81	0	105	0	83	12	95	0
2	104	0	82	19	99	15	93	0	99	8
3	53	38	65	36	53	57	89	22	63	27
4	104	0	102	0	74	16	97	0	105	0
5	89	0	110	0	65	12	105	0	112	0
6	59	19	86	8	72	0	83	16	104	0
7	49	51	52	34	53	44	65	18	69	30
8	43	46	66	38	49	52	87	40	91	30
9	116	0	74	23	88	10	111	0	88	10
10	115	0	82	17	108	9	101	0	77	4
11	71	20	90	12	103	0	82	21	123	0
12	101	15	73	22	79	14	55	36	84	20
13	52	50	74	33	49	40	60	31	72	27
14	106	0	114	0	68	19	80	0	93	0
15	95	13	75	27	79	18	77	22	78	14
16	77	0	82	18	78	14	95	0	94	8
17	51	42	57	30	53	50	86	26	82	23
18	48	46	56	38	56	41	77	17	89	23
19	84	0	100	0	72	20	106	0	75	6
20	94	0	87	12	78	10	96	0	83	5
21	88	23	76	26	94	14	56	14	67	19
22	91	17	77	18	79	20	77	26	87	13
23	103	0	69	22	96	14	82	0	101	9
24	70	25	89	14	110	0	85	12	102	0
25	55	43	70	33	51	47	74	21	78	23
26	75	16	106	7	113	0	83	11	96	0
27	48	46	57	47	56	66	43	63	53	65
28	102	0	98	0	89	0	89	12	95	0
29	97	13	75	25	85	24	85	41	76	15
30	46	45	66	35	53	49	75	31	98	26
31	106	0	91	7	90	13	92	0	93	10
32	93	0	83	9	96	0	97	15	112	0
33	76	37	90	10	81	0	90	13	95	16
34	110	0	109	0	87	20	84	0	96	0
35	37	42	68	37	48	53	99	25	68	21
36	100	0	80	0	108	0	79	15	91	0
37	98	20	63	18	76	14	83	30	77	17
38	52	51	62	39	45	44	71	22	82	21
39	89	18	74	20	87	18	54	24	100	28
40	75	12	90	13	105	0	86	12	103	0
41	104	0	114	0	114	0	75	16	88	0
42	84	14	80	16	77	14	72	25	87	14
43	92	0	80	16	92	0	70	18	78	0
44	78	14	73	19	81	21	85	20	89	18
45	73	10	68	32	96	13	70	33	102	16
46	115	0	90	0	89	20	100	0	106	0
47	88	0	87	25	87	12	91	0	99	9
48	64	61	67	32	43	62	82	25	70	21
49	106	0	89	0	78	16	98	0	99	0
50	83	17	68	21	68	19	80	32	88	18
51	78	20	84	14	109	0	105	9	100	0
52	93	0	105	0	86	24	112	0	103	0
53	112	0	112	0	91	7	110	0	78	11
54	91	23	81	11	96	0	87	11	104	0
55	94	17	69	23	75	21	74	26	85	20
56	76	14	80	15	78	0	92	14	95	0
57	61	29	85	10	107	0	89	15	91	15
58	86	0	102	0	98	0	64	13	80	0
59	84	21	75	23	81	17	63	39	73	14
60	90	0	82	17	96	13	107	0	92	10
61	89	8	100	18	92	0	89	10	111	0
62	48	54	63	41	63	42	83	28	66	14
63	75	27	82	13	107	0	95	20	102	0
64	51	35	87	6	116	0	85	15	106	17
65	77	18	83	17	88	19	69	21	86	18
66	111	0	109	0	75	17	105	0	102	0
67	48	53	77	32	49	41	66	19	82	20
68	114	0	101	0	89	18	98	0	96	0
69	79	13	73	26	76	18	75	27	98	13
70	107	0	86	0	85	16	107	0	87	0
71	57	49	59	34	45	51	84	20	77	21
72	117	0	125	0	71	19	99	0	102	0
73	73	19	98	12	79	0	104	15	92	0
74	73	17	85	29	78	21	78	21	93	22
75	81	16	77	13	97	0	82	10	82	0
76	106	0	107	0	78	22	109	0	85	0
77	84	19	93	20	108	0	87	10	89	0
78	89	0	97	0	97	0	98	11	115	0
79	103	0	94	0	94	15	86	0	100	11
80	55	57	56	48	39	37	82	21	79	27
81	78	17	77	8	101	0	90	19	112	0
82	77	18	87	11	78	0	91	12	102	0
83	42	60	70	32	49	52	77	29	89	21
84	91	13	72	19	68	27	75	26	87	11
85	99	16	65	18	86	20	75	24	75	8
86	112	0	91	13	95	12	110	0	99	8
87	80	12	81	16	80	25	83	22	91	21
88	47	45	58	29	37	45	77	21	67	29
89	43	42	70	38	49	49	81	23	92	24
90	94	0	102	0	93	0	95	15	100	0
91	52	43	80	34	59	50	80	25	66	20
92	65	39	90	11	94	0	86	13	74	13
93	85	9	67	21	100	21	73	27	76	15
94	54	60	67	26	60	46	80	23	84	25
95	38	54	61	44	53	64	83	23	77	25
96	98	0	126	0	110	0	77	9	103	0
97	49	44	59	36	38	42	82	18	84	24
98	53	54	73	44	48	44	67	23	76	33
99	103	14	56	18	74	13	77	21	78	14
