gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4
0	94	0	91	0	76	23	95	0	114	0
1	76	35	76	18	90	18	79	29	58	34
2	84	24	68	33	78	15	93	13	80	29
3	96	0	98	0	82	18	111	0	114	0
4	66	33	50	35	79	14	101	16	63	16
5	107	0	92	20	88	15	98	13	93	20
6	82	23	84	17	90	0	112	0	95	0
7	73	33	86	20	90	0	89	0	110	0
8	90	23	79	14	76	16	88	19	80	19
9	55	15	94	11	88	10	82	13	88	11
10	71	28	81	21	75	20	70	20	73	38
11	72	29	83	13	102	0	82	0	84	0
12	72	23	83	14	108	0	90	0	100	0
13	57	24	99	13	101	0	85	0	102	0
14	100	0	91	23	87	19	74	16	81	13
15	92	0	85	13	97	11	79	11	82	10
16	77	26	78	25	73	12	66	24	57	46
17	64	22	78	26	77	17	90	12	73	11
18	85	26	66	39	90	14	98	12	77	28
19	90	0	128	0	98	14	107	0	95	0
20	71	35	72	34	84	20	85	17	99	14
21	97	0	80	0	66	10	99	10	104	0
22	109	0	104	0	98	15	88	0	104	0
23	72	34	59	53	64	18	104	22	69	19
24	88	13	86	10	98	0	106	0	96	0
25	93	0	99	16	99	7	105	14	93	11
26	68	26	75	17	73	19	71	20	54	31
27	123	0	93	0	70	14	98	0	83	0
28	102	0	93	13	84	15	99	13	108	11
29	110	0	98	0	90	15	104	0	108	0
30	97	0	97	11	84	15	84	17	81	17
31	88	0	94	0	87	13	95	0	107	0
32	57	27	67	47	79	9	100	12	78	20
33	62	27	100	15	112	0	114	0	114	0
34	113	0	103	0	88	15	85	13	70	10
35	101	0	112	0	86	15	98	0	129	0
36	69	17	76	18	91	17	96	22	61	33
37	112	0	84	20	75	19	77	10	76	20
38	60	42	92	11	104	0	94	0	101	0
39	109	0	77	14	91	10	74	20	80	11
40	82	0	95	0	76	13	105	0	114	0
41	91	0	92	14	80	17	91	8	96	11
42	96	0	86	14	94	12	81	15	85	11
43	82	26	83	27	87	12	101	16	104	11
44	78	22	91	16	68	22	72	13	98	14
45	76	18	62	37	90	17	86	12	80	28
46	83	21	85	10	89	14	80	13	83	17
47	84	27	74	22	107	0	99	0	117	0
48	104	0	92	14	80	18	87	16	102	17
49	70	22	82	16	100	0	98	0	90	0
50	86	0	84	11	68	18	108	8	76	16
51	102	0	91	18	98	18	91	15	88	24
52	91	0	106	0	96	17	93	0	99	0
53	119	0	92	12	76	15	68	11	80	9
54	93	20	86	20	81	15	67	26	65	44
55	66	19	67	31	99	16	99	10	93	14
56	51	32	71	27	87	14	81	19	99	17
57	70	19	61	48	87	16	88	14	79	17
58	111	0	74	17	69	21	75	15	77	11
59	113	0	89	0	92	15	111	0	101	0
60	81	35	76	22	81	18	76	8	92	12
61	70	31	60	32	96	15	90	20	71	13
62	66	23	100	12	91	0	99	0	82	0
63	83	0	88	15	78	25	89	16	68	12
64	63	28	53	32	81	21	89	12	82	28
65	77	37	85	24	79	13	78	11	84	11
66	100	0	99	0	80	14	88	0	118	0
67	113	0	92	17	90	15	93	14	71	11
68	80	28	104	15	91	0	104	0	110	0
69	79	34	69	31	83	15	89	16	79	29
70	65	22	66	32	82	16	101	19	96	18
71	98	0	103	0	91	16	110	0	96	0
72	70	30	88	34	84	13	97	12	87	9
73	61	23	78	8	87	0	81	0	98	0
74	91	0	58	15	88	20	88	15	78	11
75	91	21	86	5	93	15	88	13	80	13
76	58	25	66	29	73	21	94	11	76	12
77	64	19	82	25	79	18	71	17	48	37
78	97	0	80	16	90	18	97	7	88	9
79	76	27	68	21	109	0	95	0	116	0
80	79	23	45	46	86	14	87	13	74	19
81	97	0	98	17	73	14	78	13	78	16
82	86	27	79	13	84	16	84	8	97	8
83	95	0	79	17	84	19	76	10	83	17
84	59	16	78	19	97	0	81	0	93	0
85	99	0	107	0	80	14	103	0	104	0
86	102	0	89	0	83	14	110	0	95	0
87	78	33	50	48	73	19	89	5	92	20
88	113	0	81	24	78	18	86	6	87	16
89	80	17	105	9	91	0	95	0	102	0
90	99	0	72	9	93	13	70	9	86	16
91	79	20	92	6	88	13	87	11	90	15
92	60	29	76	22	83	11	78	18	99	16
93	99	27	104	16	88	0	102	0	81	0
94	111	0	70	9	89	8	92	14	105	11
95	79	35	77	32	85	24	98	14	77	18
96	80	0	91	13	71	12	88	13	90	18
97	90	0	82	16	92	16	82	11	99	10
98	90	0	88	0	90	21	97	0	77	0
99	83	16	80	29	80	9	60	18	66	34
