gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	9698	0	9882	0	10038	0	7492	2448	9982	0	10026	0	10011	0	7378	2587	7068	2983	9898	0	9070	946	9823	0	10098	0	9938	0	7555	2508
1	10006	0	8431	1701	9958	0	7581	2408	7858	2047	9933	0	10095	0	7434	2566	7032	2910	10059	0	9074	949	9663	0	9923	0	8794	1133	7421	2576
2	9992	0	10057	0	9973	0	7571	2535	9987	0	9972	0	10046	0	7268	2573	7079	2954	10063	0	9078	939	10005	0	10022	0	10027	0	7292	2555
3	9906	0	6799	3268	8927	1161	7504	2354	7811	2135	9965	0	6898	3226	7441	2629	6936	3085	7964	1963	9136	898	8058	2038	8440	1509	7929	2191	5099	4873
4	8573	1548	6830	3218	7080	2847	7487	2463	7875	2042	7437	2522	6816	3274	7292	2657	7038	2984	6580	3420	9136	997	7865	2029	7288	2616	6511	3490	4915	5021
5	9943	0	6765	3163	8749	1291	7535	2539	7905	2118	9970	0	6848	3126	7492	2645	6922	2976	8026	1962	9100	960	8074	2073	8362	1550	7896	2089	5001	4994
6	10012	0	6795	3290	8788	1253	7426	2399	7953	2182	9995	0	6825	3142	7343	2621	7049	3040	8114	1984	9046	936	7826	2119	8483	1518	7805	2129	4866	4936
7	10045	0	8121	1744	9876	0	7462	2523	7897	2111	9983	0	9910	0	7541	2599	6988	2932	10158	0	9092	923	10037	0	9869	0	8978	1104	7270	2555
8	10066	0	6781	3237	8753	1246	7467	2444	7917	2162	9952	0	8931	1056	7408	2601	6872	2909	9956	0	9148	950	9981	0	10041	0	8037	2136	5057	4828
9	9897	0	8288	1751	10092	0	7471	2390	7842	2041	10072	0	10011	0	7479	2558	6984	2987	10083	0	9240	954	9985	0	10041	0	8945	1185	7387	2530
10	6494	3363	8187	1831	7959	2070	7284	2558	7018	2887	7579	2428	8163	1758	7632	2387	8138	1863	8317	1577	6004	4122	7237	2967	7956	2271	8494	1516	10207	0
11	6630	3383	8047	1763	7976	1900	7552	2544	7017	2879	7474	2437	8218	1816	7550	2430	8068	1862	8528	1552	6037	4070	6950	2978	7569	2278	8624	1496	10011	0
12	10100	0	8213	1733	10027	0	7493	2411	7717	2096	9891	0	9914	0	7369	2666	7098	2999	9887	0	9063	941	10134	0	10014	0	8872	1135	7532	2596
13	6518	3361	8093	1762	7960	1983	7412	2530	7100	2802	7574	2417	8195	1822	7683	2351	8160	2024	8399	1554	5981	4023	6994	2924	7756	2232	8567	1485	10016	0
