gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	9870	0	8821	1260	10134	0	9867	0	8615	1223	10001	0	10036	0	10224	0	10006	0	10018	0	8068	1957	10079	0	9967	0	9911	0	10164	0
1	10012	0	10072	0	9780	0	8169	1726	10174	0	10232	0	9967	0	8414	1440	8476	1592	9897	0	6735	3150	10052	0	10009	0	9881	0	8049	1896
2	8214	1816	6763	3032	10103	0	8719	1381	7143	3083	8854	1075	8869	1072	8834	1157	10014	0	10017	0	8116	1861	7495	2432	9821	0	9841	0	8504	1423
3	10167	0	8734	1343	10009	0	10097	0	8785	1242	10091	0	10010	0	10068	0	10182	0	9875	0	8139	1820	9825	0	10031	0	10066	0	9978	0
4	6911	3264	6955	3128	7806	2058	8647	1306	7030	3088	9012	1141	8860	1115	8754	1169	8995	963	9995	0	8189	1766	7645	2271	8662	1227	10037	0	8571	1420
5	10009	0	8713	1305	10164	0	9868	0	8700	1234	10036	0	9955	0	10064	0	9994	0	9960	0	8079	1848	10052	0	9920	0	9994	0	9955	0
6	9957	0	8599	1355	10049	0	9694	0	8794	1341	9979	0	9670	0	10017	0	9756	0	9842	0	8215	1875	10029	0	10090	0	9984	0	9819	0
7	6697	3158	6912	3003	7872	2140	8807	1443	6764	2966	8822	1124	8765	1122	8735	1127	9060	963	9986	0	8227	1894	7590	2289	8933	1286	9927	0	8588	1381
8	9965	0	7896	1926	7047	2940	9957	0	9952	0	10065	0	9930	0	10115	0	9935	0	8089	1737	10059	0	7394	2613	10037	0	8357	1586	8460	1607
9	9943	0	7859	1921	7008	2869	10095	0	10017	0	9941	0	9936	0	9970	0	9888	0	8149	1795	9949	0	7440	2533	10175	0	8345	1513	8315	1664
10	9789	0	7996	1922	7138	2930	9953	0	10091	0	10000	0	9876	0	10037	0	10001	0	8128	1809	10084	0	7427	2671	9974	0	8196	1520	8417	1763
11	10053	0	8749	1324	9871	0	10095	0	8752	1271	9912	0	9989	0	9959	0	9944	0	10131	0	8380	1834	10089	0	10148	0	9836	0	9944	0
12	9930	0	8029	1947	7032	2894	9795	0	9952	0	10013	0	10143	0	9944	0	9908	0	8279	1789	9991	0	7191	2707	10089	0	8422	1568	8512	1608
13	10044	0	8241	1729	10097	0	8648	1432	9953	0	8818	1140	8879	1148	10125	0	9897	0	9944	0	10014	0	7638	2250	10256	0	9851	0	8575	1453
14	8085	1792	7079	3120	9837	0	8630	1373	6920	2955	8948	1134	8902	1121	8823	1208	10127	0	9916	0	8253	1787	7777	2440	9915	0	9997	0	8564	1491
15	6817	3249	6928	2949	8015	2020	8796	1289	6967	3030	8775	1074	8879	1139	8816	1168	9006	982	10109	0	8000	1886	7595	2410	8880	1338	9996	0	8502	1451
16	10013	0	8029	1935	6962	2892	10120	0	10049	0	9942	0	10054	0	9909	0	10070	0	8432	1771	10166	0	7410	2609	9870	0	8426	1511	8299	1662
17	9888	0	8106	1979	7012	2926	8062	1840	8027	1853	8306	1559	8445	1638	8669	1224	8693	1364	8226	1705	9957	0	7409	2708	7851	2249	6464	3546	8392	1626
18	8008	1846	7026	3088	10072	0	8724	1366	6825	3027	8720	1189	8730	1137	8723	1148	10056	0	9924	0	8244	1773	7674	2385	9920	0	9936	0	8414	1470
19	10054	0	7983	2018	7110	2937	10023	0	10127	0	9904	0	9917	0	10028	0	10008	0	8065	1739	9951	0	7534	2603	10142	0	8354	1559	8390	1578
20	10179	0	8027	1944	7031	2969	10022	0	9824	0	10035	0	10023	0	9921	0	10014	0	8122	1840	9761	0	7415	2616	9914	0	8561	1587	8291	1620
21	10001	0	8004	1915	7067	2978	10068	0	10070	0	10014	0	9990	0	10115	0	9899	0	8145	1786	10104	0	7534	2699	10096	0	8399	1574	8559	1652
22	9972	0	8147	1919	7132	2845	9848	0	9783	0	9981	0	10213	0	9888	0	9999	0	8084	1795	10010	0	7367	2651	10009	0	8422	1552	8394	1636
23	10100	0	10182	0	10005	0	9953	0	7936	1996	9926	0	10125	0	8766	1330	8480	1345	10287	0	9949	0	10097	0	10015	0	9950	0	10009	0
24	10007	0	8123	1928	6994	2831	10111	0	9995	0	10004	0	9801	0	10015	0	9985	0	8226	1678	10163	0	7528	2628	9843	0	8376	1633	8459	1642
