gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	10165	0	9947	0	10023	0	10116	0	10113	0	8617	1385	10007	0	7124	2828	8719	1439	10021	0	9989	0	8116	1800	10194	0	9936	0	8519	1614
1	10010	0	7874	2196	6746	3290	5003	4938	7798	2219	9199	906	6479	3340	10016	0	6220	3712	7385	2584	7452	2642	6813	3287	6504	3643	8314	1601	10130	0
2	7085	2834	8486	1388	8270	1608	9907	0	7258	2860	10033	0	8565	1688	10066	0	10044	0	10203	0	9932	0	10130	0	9968	0	10036	0	8266	1736
3	10082	0	10100	0	10017	0	10014	0	10002	0	8476	1380	10327	0	7180	2987	8755	1401	10046	0	10021	0	8206	1652	9958	0	9922	0	8444	1640
4	6995	3005	8689	1385	8379	1699	9975	0	7103	2947	8711	1192	8252	1712	10020	0	10153	0	9942	0	10033	0	10097	0	10113	0	8732	1108	8356	1715
5	9879	0	10133	0	9831	0	9920	0	10071	0	8591	1397	10006	0	7096	2748	8614	1293	9896	0	9998	0	8208	1792	9964	0	10009	0	8309	1579
6	7189	2878	8593	1328	8252	1675	9918	0	7164	2843	8848	1249	8472	1665	10029	0	10314	0	10092	0	9862	0	9732	0	10120	0	8760	1144	8404	1593
7	9971	0	7796	2163	8885	1255	7815	2057	7752	2129	8964	924	6601	3340	10105	0	7964	2000	7467	2564	7295	2601	6849	3337	6433	3464	9829	0	9879	0
8	9868	0	10079	0	10041	0	9854	0	9991	0	8658	1497	9976	0	7219	2807	8546	1295	9857	0	9992	0	8388	1734	10074	0	9922	0	8462	1570
9	9959	0	10023	0	9936	0	10074	0	10068	0	8686	1375	10085	0	7048	2869	8691	1343	10141	0	9990	0	8222	1718	9934	0	9814	0	8330	1619
10	9954	0	8987	1023	8691	1256	10174	0	7822	2133	10078	0	8165	1885	10003	0	10113	0	7521	2588	7457	2565	6650	3294	7777	2166	9832	0	10116	0
11	5033	5025	4835	5071	4964	4863	5113	4897	4902	5059	4900	4995	5098	4971	5003	4945	5078	4928	5014	5114	4990	5031	4983	5096	5003	5005	4951	5029	4960	5075
12	10087	0	9051	1108	8793	1316	10060	0	7946	2071	9905	0	7972	1838	10065	0	9904	0	7250	2550	7607	2588	6693	3265	7820	2263	9855	0	9905	0
13	10046	0	9950	0	9955	0	9982	0	10074	0	8491	1421	10068	0	7026	2863	8676	1386	10165	0	9862	0	8260	1761	10039	0	9966	0	8439	1650
14	7083	2840	8615	1294	8168	1710	9995	0	7277	2958	8595	1257	8207	1627	10010	0	9915	0	9945	0	9943	0	9951	0	10087	0	8788	1167	8099	1608
15	7050	2916	8653	1384	8355	1646	10064	0	7158	2902	8828	1236	8298	1627	10173	0	9921	0	9915	0	9869	0	10194	0	10132	0	8643	1154	8341	1684
16	10021	0	10227	0	10047	0	10101	0	9816	0	8579	1432	10054	0	6965	2975	8631	1328	10067	0	9988	0	8283	1769	10068	0	9966	0	8518	1634
17	5048	4982	4920	4984	4978	4948	4939	5053	5019	5144	4988	4963	5184	5049	5038	5101	5004	4981	5051	5064	4872	5091	4902	5009	5170	5054	5157	4927	4929	5010
18	7087	2981	8693	1412	8288	1683	10149	0	7116	2920	8717	1246	8116	1625	9856	0	9920	0	10051	0	10024	0	10158	0	9971	0	8702	1218	8271	1737
19	5000	5021	5052	4981	5079	5083	4945	4844	4942	4917	4984	5022	5029	5040	4992	5061	5012	5005	5006	5031	4933	5004	4961	5033	5013	5083	5000	4987	5024	5036
20	10109	0	8897	1044	8760	1237	10112	0	7785	2109	10049	0	8069	1892	10046	0	9831	0	7419	2554	7326	2614	6665	3328	7785	2219	9852	0	10037	0
21	7837	2107	10193	0	10136	0	10154	0	10030	0	10012	0	9862	0	7841	2131	10070	0	7557	2419	9123	991	10161	0	8661	1427	9215	949	10062	0
22	9962	0	8718	1040	8705	1267	9938	0	7790	2006	10030	0	7917	1856	9979	0	9995	0	7493	2598	7506	2524	6781	3151	7741	2313	9935	0	10155	0
23	10042	0	9990	0	10117	0	9842	0	9997	0	8706	1358	10088	0	6925	2777	8582	1349	9946	0	9948	0	8174	1752	10014	0	10224	0	8406	1628
24	9984	0	7639	2175	6685	3299	5005	5007	7874	2149	9125	923	6822	3329	9865	0	6328	3703	7469	2543	7370	2645	6875	3239	6599	3541	8534	1492	9830	0
25	7117	2897	8649	1410	8373	1729	9898	0	7099	2913	8882	1302	8138	1737	10046	0	10061	0	9928	0	10078	0	10200	0	9846	0	8832	1075	8392	1663
26	7197	2935	8583	1334	8288	1707	9921	0	7218	2878	8628	1170	8273	1712	10037	0	9901	0	9883	0	10013	0	9924	0	10021	0	8906	1112	8487	1664
27	10098	0	7982	2348	8719	1325	7990	2124	7813	2223	9048	935	6514	3348	10007	0	7812	2023	7626	2561	7427	2588	6786	3238	6414	3523	9808	0	10049	0
28	10022	0	9028	1158	9993	0	7940	2039	9906	0	9969	0	8575	1541	9987	0	9030	1152	10097	0	9980	0	10019	0	9935	0	10014	0	9821	0
29	10066	0	9071	1065	8814	1291	9895	0	7850	2128	10172	0	8105	1827	9957	0	9764	0	7486	2555	7278	2506	6787	3225	7823	2183	9975	0	9750	0
30	9845	0	8993	1025	8751	1309	9945	0	7764	2183	9924	0	9918	0	10084	0	10059	0	7526	2608	8980	1020	8586	1271	10052	0	10086	0	9911	0
31	5057	5112	4959	5011	4952	4969	5046	4929	4914	5083	4962	4950	5079	4929	5063	4978	4921	5095	4970	4942	4912	4947	4987	5045	4872	5017	5080	5093	4947	4939
32	10000	0	10060	0	10191	0	9983	0	10200	0	8619	1333	9887	0	7160	2934	8613	1340	9962	0	10181	0	8334	1724	9980	0	10064	0	8505	1616
33	10036	0	7741	2165	8633	1240	7838	2032	7849	2108	9042	895	6638	3312	10094	0	7954	2039	7472	2517	7384	2748	6765	3220	6422	3553	9837	0	10241	0
34	7063	2871	8511	1378	8251	1756	10068	0	7017	2840	8736	1257	8435	1649	9785	0	9907	0	9853	0	10073	0	9887	0	9971	0	8787	1162	8358	1603
35	6962	2862	8754	1386	8254	1632	9892	0	7135	2903	8872	1265	8313	1681	10106	0	10025	0	10203	0	10070	0	10060	0	9956	0	8716	1139	8336	1697
36	9930	0	9096	1074	8972	1339	9828	0	7834	2211	10054	0	8034	1884	10020	0	10059	0	7523	2479	7383	2583	6715	3297	7842	2265	10083	0	10063	0
37	10057	0	7760	2301	8861	1301	7908	2180	7894	2117	9097	946	6673	3293	9975	0	7895	1937	7541	2530	7294	2662	6791	3272	6499	3446	10104	0	10092	0
38	7173	2891	8595	1372	8339	1730	9962	0	7323	2932	8812	1275	8259	1724	10123	0	10089	0	10102	0	10120	0	9916	0	9932	0	9016	1116	8393	1664
39	7841	2109	9931	0	10079	0	10093	0	10067	0	9915	0	10073	0	7940	2085	10085	0	7698	2405	8952	958	9984	0	8585	1464	9046	916	10214	0
40	9911	0	9048	993	8629	1293	9842	0	7789	2062	9926	0	8034	1940	9892	0	10197	0	7371	2619	7356	2589	6709	3231	7708	2311	10027	0	9949	0
