gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	9991	0	9971	0	7670	2401	8992	1034	6752	3118	7936	2041	6369	3715	5048	5001	7686	2312	6337	3729	7543	2228	8024	1839	6411	3451	7428	2611	8535	1457
1	10059	0	10105	0	7395	2423	8934	1040	6821	3111	8974	1001	8466	1401	6976	2958	10049	0	8477	1382	10015	0	9914	0	9905	0	7545	2507	8343	1495
2	10121	0	9824	0	7722	2398	9083	1023	6921	3205	7897	2163	6339	3588	4957	5029	7620	2276	6276	3616	7686	2255	8140	1882	6461	3561	7349	2626	8566	1508
3	4860	4980	8351	1761	9958	0	9108	985	8028	1842	10098	0	10062	0	10105	0	7321	2774	10069	0	7245	2681	6751	3154	8479	1442	10044	0	9071	868
4	9994	0	9971	0	8592	1345	8556	1578	10111	0	8544	1552	8701	1299	10014	0	9997	0	8636	1304	9908	0	9798	0	10121	0	7684	2395	8658	1368
5	9892	0	9997	0	7575	2416	8968	1000	6919	3132	9043	1015	8549	1451	6900	3082	9918	0	8541	1392	10098	0	9841	0	9914	0	7365	2614	8371	1482
6	9789	0	9965	0	7728	2433	8898	1039	6840	2995	9137	1010	7284	2770	7007	2932	7508	2349	7213	2778	7812	2308	9872	0	7777	1996	7383	2566	8405	1492
7	10170	0	10114	0	7652	2339	8876	1047	6866	3110	9064	1029	8708	1414	6986	3069	9727	0	8609	1405	9990	0	9888	0	9957	0	7263	2654	8642	1435
8	9889	0	10129	0	7427	2410	8890	958	6702	3119	7719	2119	6369	3741	4886	5088	7691	2292	6342	3582	7672	2230	8091	1879	6482	3499	7481	2580	8417	1538
9	10111	0	10028	0	8606	1351	8360	1528	10065	0	8570	1498	8525	1271	9996	0	9850	0	8762	1257	9965	0	9995	0	10275	0	7575	2385	8636	1326
10	9992	0	10034	0	7570	2381	9091	1024	6871	3293	7907	2044	6381	3834	4986	4980	7768	2344	6373	3626	7781	2275	8114	1931	6497	3563	7283	2576	8466	1491
11	7737	2323	8313	1773	9984	0	8990	984	7878	1942	9972	0	9960	0	9970	0	10161	0	9968	0	10044	0	9905	0	9879	0	10250	0	9227	931
12	10033	0	9935	0	7633	2439	9047	1037	6980	3139	7932	2117	6284	3823	4909	4916	7773	2260	6194	3694	7645	2316	8217	1840	6444	3552	7316	2591	8419	1502
13	9947	0	10114	0	7743	2404	9231	992	6965	3114	8875	1074	7059	2805	7100	3091	7613	2341	7160	2817	7685	2300	9972	0	7825	2047	7446	2522	8519	1506
14	10007	0	10092	0	7511	2424	8988	1023	7048	3097	8850	1075	7262	2864	7040	3004	7774	2292	7153	2768	7816	2266	9922	0	8002	2097	7369	2542	8625	1487
15	9903	0	9978	0	7691	2423	9136	954	6883	3026	8965	957	7077	2722	6948	3097	7809	2265	7058	2735	7857	2335	10116	0	7905	2096	7448	2784	8465	1545
16	5064	5019	4994	5025	8618	1370	7498	2589	8028	1937	8365	1554	8497	1293	9995	0	7197	2762	8653	1290	7314	2740	6791	3135	8517	1485	7941	2340	7580	2310
17	9955	0	10051	0	9237	848	8881	1057	9892	0	8928	988	9797	0	9971	0	10087	0	9908	0	10029	0	10066	0	9954	0	9943	0	9951	0
18	9932	0	10030	0	8493	1301	8496	1519	9892	0	8546	1523	8678	1308	9916	0	10039	0	8703	1310	9894	0	9889	0	10111	0	7557	2387	8518	1355
19	9905	0	9889	0	7728	2306	8920	1021	6854	3036	9130	1003	7293	2788	6969	2973	7769	2317	7380	2836	7646	2237	10033	0	7842	2072	7432	2610	8514	1574
20	9903	0	10054	0	7583	2396	9011	981	6860	3072	9002	1014	7153	2788	6892	3123	7807	2326	7140	2867	7789	2296	10102	0	7847	1989	7490	2582	8565	1590
21	9829	0	9962	0	7728	2400	8913	1007	6961	3163	9049	1020	7116	2737	7019	3062	7601	2318	7305	2749	7669	2310	10105	0	7930	2034	7297	2566	8579	1434
22	4914	4978	8298	1816	10021	0	9094	1041	8079	1886	9931	0	10065	0	9875	0	7386	2717	10021	0	7345	2561	6764	3158	8506	1443	10084	0	9142	916
23	5035	4949	4991	4985	8784	1380	7156	2577	8047	1913	8444	1500	8716	1313	10016	0	7296	2779	8648	1291	7265	2740	6805	3153	8353	1458	7617	2475	7565	2254
24	10062	0	10034	0	7572	2415	8973	1007	6908	3129	9002	967	8614	1379	6903	3121	10040	0	8654	1435	10015	0	9848	0	10157	0	7400	2514	8526	1443
25	5030	5047	8205	1804	9973	0	8898	1047	8133	1950	9945	0	10078	0	9876	0	7302	2719	9830	0	7352	2645	6793	3156	8522	1485	10061	0	9082	878
26	9917	0	9936	0	7569	2331	9026	1007	6897	3083	7966	2144	6256	3717	4990	4966	7688	2356	6200	3592	7730	2251	8008	1900	6429	3521	7268	2596	8491	1518
27	10027	0	9850	0	7755	2380	9147	1028	6833	3129	8793	1020	8535	1453	6839	3047	10020	0	8495	1480	10085	0	10007	0	10191	0	7379	2668	8323	1519
28	10040	0	10035	0	8477	1368	8679	1552	10178	0	8374	1589	8668	1305	10038	0	9986	0	8807	1376	10083	0	10083	0	10121	0	7651	2440	8492	1352
29	10004	0	9902	0	7698	2326	9014	1010	7053	3121	8907	1020	8550	1576	6825	3077	10074	0	8517	1514	10155	0	10095	0	9975	0	7389	2655	8506	1449
30	5005	4966	5119	5020	8575	1385	7283	2577	8132	1826	8618	1548	8841	1332	9857	0	7339	2687	8740	1241	7194	2774	6855	3156	8630	1472	7791	2349	7666	2338
31	9943	0	9859	0	7528	2458	8898	1050	6981	3066	8920	1044	7246	2673	6874	3102	7710	2364	7434	2729	7739	2365	9907	0	7931	2070	7266	2609	8613	1488
32	5000	4981	8246	1853	10157	0	8897	1018	8177	1904	9908	0	9877	0	9913	0	7185	2673	9855	0	7259	2699	6898	3177	8455	1439	10078	0	9257	887
33	10026	0	9927	0	7710	2445	9021	1043	6831	3091	7826	2076	6312	3644	5077	5067	7718	2335	6283	3704	7604	2320	8063	1926	6385	3571	7224	2576	8365	1471
34	4903	4995	4959	4994	7401	2572	5969	4136	8068	1842	6950	2845	8766	1372	10098	0	7233	2691	8777	1277	7220	2737	6834	3243	8523	1479	7613	2370	6397	3461
35	9953	0	9948	0	7741	2359	8990	1045	6963	3121	7812	2015	6389	3677	5067	5120	7791	2332	6229	3576	7710	2257	8151	1889	6293	3531	7394	2710	8330	1535
36	4947	5016	8236	1793	9924	0	8922	1073	8128	1934	10027	0	9873	0	10023	0	7266	2660	9994	0	7297	2745	6899	3148	8438	1477	10234	0	8997	875
37	7450	2594	10075	0	9969	0	9970	0	10017	0	10005	0	10055	0	10044	0	10052	0	9913	0	9843	0	10060	0	8567	1438	9961	0	10015	0
38	9933	0	9880	0	7674	2422	9096	1067	6965	3136	8999	1034	7206	2873	6921	3101	7890	2214	7282	2756	7753	2358	9949	0	7895	2099	7470	2682	8402	1484
39	10083	0	9758	0	8876	1382	8481	1552	10068	0	8376	1552	8751	1266	9907	0	9929	0	8640	1310	10151	0	9962	0	9958	0	7616	2335	8547	1329
40	4904	4837	8287	1725	9909	0	8872	1020	7948	1889	10095	0	9876	0	9995	0	7241	2652	9882	0	7317	2753	6775	3166	8360	1446	10009	0	8908	916
41	5091	5070	8195	1816	9983	0	8968	1053	8203	1861	9962	0	9895	0	9994	0	7395	2737	9974	0	7096	2714	6912	3132	8607	1470	9921	0	9039	922
42	4980	5002	5014	5008	8763	1401	7357	2511	8208	1933	8528	1491	8807	1312	9935	0	7337	2596	8576	1284	7231	2737	7034	3096	8559	1437	7589	2397	7655	2259
43	9926	0	9828	0	7545	2497	8932	1069	6873	3162	9037	999	7128	2838	6941	2980	7686	2285	7225	2761	7761	2293	10163	0	7865	2007	7316	2627	8570	1520
44	10076	0	10020	0	7545	2459	9021	1032	6951	3078	8069	2054	6403	3620	4930	4985	7671	2377	6420	3740	7642	2175	8213	1905	6546	3568	7406	2623	8526	1464
