gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4
0	820	145	785	215	995	0	921	118	713	253
1	832	158	749	218	979	0	867	108	766	238
2	1018	0	987	0	730	254	820	191	1010	0
3	625	314	783	213	771	232	862	122	651	335
4	702	339	784	233	757	270	832	149	666	338
5	814	145	789	201	978	0	803	143	827	238
6	1038	0	963	0	1041	0	823	172	860	142
7	870	158	813	227	1018	0	854	118	796	244
8	1064	0	1022	0	997	0	821	175	876	185
9	980	0	1026	0	1001	0	994	0	882	99
10	992	0	1007	0	1067	0	801	183	887	147
11	951	0	1017	0	1042	0	777	189	863	147
12	684	340	793	221	771	252	860	117	703	356
13	852	171	856	223	1017	0	855	131	791	232
14	1006	0	1001	0	1048	0	765	178	871	153
15	1011	0	1019	0	1014	0	1044	0	885	92
16	519	488	531	499	462	499	502	461	522	508
17	714	325	815	223	514	502	667	313	705	343
18	1013	0	987	0	919	0	803	185	900	138
19	879	157	841	229	1002	0	889	141	757	211
20	664	325	806	211	741	285	860	100	690	337
21	1022	0	1038	0	977	0	789	215	889	145
22	1036	0	955	0	717	244	786	174	1069	0
23	853	179	990	0	990	0	1005	0	1012	0
24	1023	0	993	0	983	0	990	0	907	92
25	966	0	1031	0	1006	0	816	170	880	150
26	839	160	781	206	1022	0	862	127	725	243
27	513	484	499	484	532	518	512	480	458	480
28	981	0	1019	0	1066	0	810	185	844	163
29	1017	0	1069	0	959	0	993	0	942	98
30	874	145	819	266	967	0	823	138	883	101
31	994	0	1012	0	962	0	820	172	865	149
32	846	162	753	226	979	0	866	140	769	226
33	713	324	810	237	499	475	688	333	679	362
34	1018	0	1025	0	999	0	974	0	906	92
35	1000	0	976	0	1008	0	996	0	932	79
36	681	313	805	214	760	238	859	132	604	384
37	999	0	984	0	952	0	809	186	834	153
38	835	171	801	227	1040	0	863	134	756	235
39	991	0	971	0	979	0	927	0	962	92
40	684	339	758	212	489	469	724	315	626	332
41	970	0	913	0	985	0	808	161	893	166
42	652	336	779	221	734	255	911	128	645	365
43	651	330	798	228	479	501	728	303	697	319
44	832	172	770	240	1016	0	868	152	780	220
45	672	354	829	241	780	248	838	112	684	353
46	1013	0	1030	0	987	0	816	211	1016	0
47	1018	0	1033	0	937	0	790	221	873	143
48	1054	0	964	0	733	269	831	168	1052	0
49	949	0	970	0	976	0	817	173	849	135
50	857	171	812	217	956	0	844	128	775	223
51	808	171	985	0	1039	0	1026	0	1010	0
52	888	149	827	210	1013	0	875	139	914	108
53	854	173	789	194	989	0	891	126	746	241
54	683	320	785	207	775	275	911	140	656	366
55	687	335	776	204	758	244	861	138	677	359
56	968	0	1060	0	995	0	813	158	852	138
57	1010	0	963	0	742	263	837	191	964	0
58	861	152	773	228	1009	0	827	143	919	87
59	1019	0	948	0	1015	0	779	192	992	0
60	711	334	741	247	778	258	853	134	649	328
61	810	160	825	216	977	0	873	126	712	252
62	482	512	510	542	495	500	428	514	510	534
63	713	342	824	209	779	262	843	117	611	353
64	862	170	785	212	968	0	882	117	888	84
65	645	316	736	212	503	531	670	292	645	336
66	701	350	796	217	791	264	854	123	640	317
67	1009	0	977	0	980	0	855	175	836	153
68	647	295	812	211	763	208	827	148	607	347
69	992	0	950	0	748	271	809	190	967	0
70	1010	0	1006	0	1023	0	961	0	926	92
71	591	319	777	220	729	266	868	139	719	343
72	1020	0	1013	0	1051	0	1015	0	888	91
73	944	0	974	0	748	246	820	169	997	0
74	514	523	474	507	523	448	497	477	488	553
75	941	0	999	0	971	0	1038	0	891	93
76	973	0	989	0	723	266	811	168	974	0
77	664	323	763	207	493	501	701	351	673	367
78	846	176	770	203	1018	0	933	149	852	86
79	973	0	946	0	986	0	983	0	895	95
80	714	317	827	225	711	240	910	133	701	369
81	994	0	1005	0	1002	0	1034	0	931	87
82	652	319	795	240	741	273	903	129	686	364
83	647	332	734	213	742	261	846	131	615	350
84	985	0	976	0	1042	0	832	181	831	155
85	797	175	773	223	978	0	887	128	792	253
86	696	325	740	222	493	483	658	298	641	373
87	750	150	801	213	1034	0	897	135	791	234
88	671	368	770	211	728	241	847	137	674	347
89	1013	0	1030	0	1039	0	1039	0	890	84
90	674	305	804	214	724	214	845	129	623	356
91	843	160	763	222	1035	0	859	163	763	213
92	700	310	763	217	737	253	868	123	614	315
93	629	315	790	195	752	248	836	142	633	355
94	972	0	1061	0	1017	0	806	189	841	137
95	1013	0	995	0	961	0	1039	0	978	95
96	733	366	765	201	752	250	871	140	616	335
97	835	147	766	215	1028	0	916	132	824	222
98	973	0	958	0	994	0	842	181	857	132
99	1026	0	965	0	1004	0	981	0	896	82
