gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14	sample15	sample15	sample16	sample16	sample17	sample17	sample18	sample18	sample19	sample19
0	994	0	983	0	994	0	1036	0	828	148	1033	0	992	0	1011	0	1014	0	1034	0	1035	0	850	168	973	0	1020	0	965	0	1006	0	1040	0	894	117	870	86	1004	0
1	963	0	986	0	997	0	1025	0	837	145	990	0	975	0	1018	0	996	0	1053	0	1007	0	869	160	996	0	1027	0	986	0	999	0	1023	0	929	90	857	99	1016	0
2	823	153	729	244	709	326	850	165	838	148	986	0	764	248	793	215	663	358	744	280	1004	0	629	366	485	476	659	319	901	90	764	273	698	296	634	353	750	241	835	171
3	957	0	746	231	861	170	1047	0	994	0	965	0	719	228	1003	0	821	237	797	160	973	0	960	0	674	300	833	168	985	0	959	0	725	306	887	127	848	125	956	0
4	613	319	500	492	496	477	484	497	523	493	726	270	533	476	471	482	525	521	487	507	609	393	637	368	524	522	521	466	625	419	752	244	742	284	498	497	517	528	629	405
5	1056	0	1079	0	1056	0	1032	0	790	185	916	0	1030	0	1020	0	987	0	1028	0	1020	0	1026	0	978	0	983	0	817	135	998	0	989	0	1011	0	1005	0	801	191
6	939	0	985	0	973	0	1032	0	869	153	1009	0	991	0	993	0	1009	0	990	0	1016	0	886	152	1053	0	1015	0	997	0	1002	0	1009	0	867	81	811	118	1045	0
7	1008	0	1063	0	1042	0	1032	0	805	142	1011	0	977	0	1039	0	1018	0	1001	0	1023	0	820	159	1018	0	975	0	988	0	986	0	987	0	928	103	881	102	1003	0
8	515	519	529	527	500	526	441	485	483	521	493	478	490	517	536	454	487	506	546	527	445	515	505	526	510	494	462	513	452	468	491	503	501	516	522	489	529	497	481	491
9	965	0	753	237	893	153	684	329	862	116	776	241	759	219	755	297	852	165	725	245	842	167	1019	0	1006	0	976	0	848	156	997	0	1035	0	1003	0	849	132	1025	0
10	857	162	731	265	663	323	818	168	848	144	1027	0	736	227	808	218	613	325	756	282	954	0	656	354	507	481	722	270	879	106	792	244	671	304	639	288	746	210	899	173
11	971	0	729	248	804	161	1033	0	997	0	989	0	733	233	985	0	795	211	853	140	993	0	966	0	694	298	832	207	961	0	979	0	644	324	797	128	837	131	1007	0
12	1060	0	1050	0	1023	0	956	0	865	148	1002	0	978	0	966	0	973	0	997	0	974	0	830	167	981	0	1023	0	1013	0	1009	0	971	0	916	108	919	83	1008	0
13	1003	0	744	226	956	195	794	227	1068	0	1049	0	744	243	753	272	947	0	812	153	823	180	955	0	990	0	1009	0	912	154	987	0	1043	0	920	0	854	118	964	0
14	1034	0	742	261	830	187	696	328	827	149	737	239	716	245	744	260	885	138	799	225	849	179	979	0	931	0	1001	0	846	151	952	0	1041	0	1024	0	897	119	990	0
15	1038	0	777	284	815	172	960	0	1049	0	979	0	724	245	1058	0	799	214	836	154	991	0	1028	0	702	315	814	184	996	0	939	0	672	302	871	134	840	116	1059	0
16	655	372	495	476	552	507	507	459	520	474	732	243	496	483	465	485	497	498	459	535	632	393	690	377	425	462	516	484	601	419	774	257	697	299	479	520	490	505	674	433
17	973	0	740	240	816	174	812	189	923	0	988	0	750	237	691	273	933	0	885	143	823	203	1030	0	977	0	977	0	882	165	993	0	1070	0	1011	0	870	126	1042	0
18	867	166	959	0	1015	0	966	0	1052	0	1031	0	1024	0	789	236	996	0	913	129	1006	0	993	0	1029	0	1047	0	976	0	1015	0	977	0	870	119	998	0	829	167
19	1036	0	821	265	831	173	807	218	1043	0	979	0	772	258	788	270	1025	0	920	144	825	180	1001	0	1017	0	1078	0	828	150	983	0	1002	0	1074	0	823	148	997	0
20	479	504	500	488	480	495	482	520	490	513	492	515	520	499	501	489	494	504	495	521	524	502	503	516	499	477	533	496	483	521	472	528	482	476	506	451	473	480	528	542
21	963	0	691	268	808	182	1021	0	988	0	1035	0	804	243	963	0	802	206	865	133	969	0	1000	0	730	295	809	165	1073	0	997	0	708	296	876	148	857	130	1004	0
22	1011	0	747	243	855	176	689	280	842	126	789	274	738	236	740	294	871	130	805	227	793	177	947	0	978	0	1018	0	886	154	1021	0	961	0	1052	0	843	133	971	0
23	1007	0	740	242	849	166	663	320	845	129	746	266	752	257	745	263	841	136	795	199	805	171	998	0	1011	0	1018	0	854	139	1018	0	991	0	998	0	882	133	1037	0
24	1001	0	739	255	853	166	673	324	861	136	718	249	753	219	707	294	883	156	744	261	789	188	1005	0	994	0	973	0	870	134	1000	0	1019	0	1030	0	830	118	976	0
25	470	535	484	500	518	500	442	530	513	486	509	490	506	493	492	504	504	499	481	520	480	522	485	436	501	510	457	501	507	477	499	493	470	512	490	467	496	508	523	510
26	989	0	1044	0	930	0	1070	0	846	151	1020	0	992	0	1001	0	1019	0	1029	0	1058	0	829	143	974	0	1032	0	992	0	1070	0	982	0	908	111	903	100	948	0
27	1043	0	744	239	808	166	830	204	1001	0	1012	0	700	219	765	261	1026	0	808	149	813	198	1013	0	1004	0	1003	0	837	156	983	0	998	0	996	0	891	124	1003	0
28	1027	0	801	235	795	153	655	312	875	113	672	233	768	257	767	254	820	154	763	260	821	212	959	0	1014	0	979	0	844	153	1008	0	1005	0	998	0	842	112	1033	0
29	616	359	526	468	463	512	558	488	493	480	778	262	500	496	498	483	533	504	463	507	594	400	661	363	500	493	521	515	621	423	690	273	709	323	512	499	500	504	605	381
30	485	479	537	493	521	466	522	465	528	486	491	557	527	540	517	522	485	507	479	511	511	530	483	494	528	485	493	482	503	519	487	521	514	436	540	526	455	492	476	488
31	1015	0	793	268	830	189	648	322	905	138	792	263	771	242	720	252	895	150	788	214	835	205	950	0	1050	0	992	0	836	115	992	0	1005	0	974	0	914	122	1026	0
32	941	0	719	236	837	165	664	341	867	137	795	263	771	223	736	275	860	152	803	220	794	187	1009	0	997	0	1004	0	852	133	962	0	1016	0	1042	0	889	118	980	0
33	829	183	726	260	726	314	759	149	975	0	1014	0	746	276	778	257	796	200	713	240	946	0	819	174	692	291	819	197	1027	0	977	0	713	270	733	270	872	128	841	174
34	1025	0	729	243	793	184	790	156	1046	0	1035	0	762	258	759	286	1032	0	898	140	806	176	1021	0	1001	0	989	0	851	143	1013	0	1063	0	958	0	866	143	970	0
35	817	164	759	265	686	342	827	164	976	0	1055	0	761	267	800	224	808	239	710	307	1010	0	815	204	721	288	786	174	958	0	990	0	682	323	740	265	886	150	827	138
36	926	0	1025	0	978	0	1079	0	854	132	991	0	989	0	972	0	976	0	977	0	982	0	848	157	984	0	1027	0	1058	0	1000	0	979	0	942	106	853	100	984	0
37	988	0	704	239	862	185	1041	0	996	0	992	0	760	236	1065	0	820	236	893	147	1029	0	992	0	726	284	825	171	1018	0	983	0	704	327	866	138	868	140	1047	0
