gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14	sample15	sample15	sample16	sample16	sample17	sample17	sample18	sample18	sample19	sample19
0	500	501	654	373	784	225	714	298	1018	0	676	360	671	298	751	276	765	257	635	387	731	335	573	373	706	307	626	363	487	469	746	253	877	162	747	257	486	488	802	144
1	1042	0	1041	0	1028	0	763	279	1014	0	971	0	995	0	1008	0	942	113	1019	0	1035	0	922	106	965	0	999	0	1011	0	1067	0	1037	0	961	0	943	0	1000	0
2	1008	0	1009	0	721	295	1052	0	984	0	998	0	1017	0	1041	0	935	134	977	0	1034	0	992	0	791	216	1008	0	1030	0	1002	0	814	166	1033	0	1002	0	955	0
3	457	522	642	356	716	216	705	267	967	0	610	357	671	284	722	242	701	255	665	363	720	288	630	391	716	295	577	396	524	519	699	238	840	155	755	278	507	516	850	164
4	955	0	953	0	758	266	993	0	732	257	878	139	986	0	952	0	865	135	1002	0	991	0	1052	0	747	202	991	0	998	0	1026	0	655	372	1039	0	997	0	805	220
5	984	0	998	0	1024	0	715	254	992	0	948	0	978	0	979	0	931	108	985	0	965	0	929	103	1007	0	989	0	976	0	994	0	1048	0	961	0	1027	0	1021	0
6	1058	0	775	205	820	211	674	241	971	0	794	257	692	290	1016	0	898	108	873	202	937	0	750	230	996	0	993	0	849	136	710	249	1015	0	763	226	821	218	798	157
7	1021	0	999	0	717	265	1041	0	994	0	1028	0	979	0	971	0	889	160	984	0	1047	0	1041	0	752	193	1027	0	977	0	1001	0	806	174	1001	0	1062	0	984	0
8	1009	0	1005	0	736	260	982	0	968	0	1071	0	1008	0	940	0	855	168	1017	0	1048	0	970	0	830	214	1016	0	1049	0	978	0	808	174	987	0	978	0	959	0
9	998	0	886	136	939	0	751	218	1034	0	979	0	778	206	986	0	880	81	953	137	958	0	945	0	941	0	961	0	1010	0	982	0	971	0	1003	0	1005	0	1015	0
10	449	521	619	401	787	208	677	285	1009	0	599	362	745	308	742	260	699	257	628	341	685	299	652	367	716	286	628	351	538	462	763	254	903	152	768	241	493	523	800	173
11	1032	0	1040	0	754	268	1021	0	736	280	876	145	996	0	983	0	842	160	1021	0	990	0	1008	0	794	217	978	0	970	0	979	0	655	341	990	0	957	0	788	187
12	1022	0	959	0	986	0	746	251	1007	0	1035	0	1018	0	1033	0	867	126	980	0	994	0	920	126	988	0	992	0	1001	0	1048	0	952	0	951	0	992	0	950	0
13	985	0	999	0	969	0	722	273	974	0	1044	0	984	0	967	0	849	95	992	0	992	0	938	110	1005	0	968	0	988	0	964	0	988	0	1037	0	1044	0	991	0
14	508	494	636	374	727	224	774	281	973	0	647	377	741	317	783	252	755	220	610	381	664	300	594	392	697	303	666	381	508	488	724	223	847	132	743	235	485	468	803	175
15	1038	0	983	0	982	0	692	257	1037	0	1001	0	1012	0	1040	0	893	125	954	0	990	0	917	112	980	0	1000	0	977	0	1011	0	1030	0	1015	0	990	0	970	0
16	757	236	911	176	1007	0	1040	0	1011	0	862	108	953	0	1030	0	918	0	966	0	822	183	959	0	960	0	851	118	825	107	1012	0	1018	0	1005	0	785	183	977	0
17	1011	0	828	182	783	216	714	252	980	0	740	267	720	313	990	0	885	110	805	187	985	0	759	223	989	0	1019	0	902	119	744	231	910	0	739	267	842	164	820	192
18	1015	0	982	0	742	293	986	0	955	0	1082	0	1071	0	985	0	930	144	980	0	1004	0	1034	0	774	229	1033	0	1033	0	1005	0	786	178	962	0	984	0	1003	0
19	1011	0	935	0	947	0	754	269	944	0	976	0	1000	0	959	0	897	117	970	0	961	0	945	92	1032	0	981	0	1034	0	1011	0	1000	0	1013	0	993	0	988	0
20	489	490	655	335	735	243	732	263	992	0	644	377	681	283	730	258	732	245	612	322	704	337	587	380	724	272	580	382	496	533	712	241	878	147	730	244	523	507	792	161
21	1086	0	838	178	805	221	765	259	962	0	756	229	700	272	951	0	909	113	781	191	985	0	775	257	986	0	998	0	928	113	772	239	950	0	784	269	790	182	873	166
22	977	0	807	182	740	247	715	273	1017	0	746	217	669	291	984	0	830	122	792	172	991	0	772	250	996	0	1020	0	827	144	697	243	982	0	780	251	795	187	839	172
23	994	0	825	204	812	221	759	243	973	0	749	218	702	316	1003	0	924	121	826	179	1004	0	764	236	980	0	965	0	908	109	747	253	967	0	740	256	783	177	818	170
24	994	0	793	199	744	230	705	272	1021	0	753	240	667	326	1005	0	873	116	783	175	951	0	740	224	1047	0	1017	0	835	127	735	241	1000	0	810	235	853	164	844	152
25	1023	0	1021	0	702	295	1041	0	1019	0	962	0	990	0	994	0	808	159	916	0	1013	0	1025	0	802	205	1000	0	986	0	1026	0	781	184	1039	0	1004	0	1029	0
26	467	534	653	342	736	244	742	252	1000	0	639	386	719	314	771	305	791	257	633	391	642	282	633	363	693	269	642	349	516	488	802	267	797	182	760	246	546	470	829	172
27	996	0	1011	0	724	293	1028	0	728	268	906	152	1009	0	988	0	814	161	957	0	1024	0	999	0	762	210	996	0	990	0	985	0	655	347	970	0	982	0	792	199
28	1025	0	862	187	808	236	732	264	998	0	683	248	722	293	1042	0	897	113	762	171	1004	0	746	245	989	0	989	0	886	138	681	234	943	0	780	272	780	162	865	153
29	744	252	857	166	1011	0	1020	0	982	0	900	105	1034	0	1022	0	971	0	1027	0	837	172	1041	0	1005	0	875	138	892	130	977	0	1016	0	972	0	796	198	996	0
30	772	234	859	197	994	0	1044	0	957	0	827	104	964	0	968	0	1003	0	991	0	795	199	984	0	1007	0	821	153	901	143	1048	0	1068	0	994	0	792	195	1043	0
31	968	0	795	188	748	247	708	259	983	0	774	272	764	281	998	0	838	118	826	186	990	0	703	219	1021	0	1006	0	845	148	714	215	1024	0	730	254	817	171	824	160
32	985	0	1008	0	1007	0	748	271	989	0	989	0	990	0	997	0	867	109	1047	0	966	0	869	96	1002	0	968	0	1017	0	995	0	968	0	1046	0	980	0	973	0
33	780	247	715	183	971	0	980	0	993	0	848	117	968	0	1074	0	960	0	968	0	845	197	981	0	999	0	867	132	879	122	1051	0	1008	0	1014	0	774	187	981	0
34	1069	0	962	0	752	248	968	0	1007	0	1014	0	1043	0	983	0	839	159	1039	0	1003	0	1028	0	780	194	1004	0	1026	0	967	0	806	166	993	0	1025	0	974	0
35	509	466	630	363	738	229	721	299	1002	0	638	393	694	276	732	294	738	288	644	348	644	298	627	398	702	312	624	360	506	482	696	219	863	149	777	266	516	506	852	176
36	1058	0	831	198	761	206	714	271	1032	0	748	266	706	305	1046	0	913	105	807	181	969	0	712	251	995	0	986	0	843	114	760	235	990	0	729	236	843	203	845	168
37	1029	0	782	215	989	0	739	264	1012	0	904	133	668	294	983	0	881	133	792	183	1052	0	738	274	977	0	1026	0	1008	0	933	0	1055	0	1002	0	974	0	811	179
38	926	0	792	206	759	241	755	243	1008	0	746	246	736	315	1010	0	916	80	763	173	1002	0	767	239	1046	0	1018	0	851	128	784	232	983	0	722	248	807	182	843	173
39	475	513	601	351	765	222	748	271	1002	0	682	359	678	284	702	263	772	266	640	347	678	303	589	399	705	298	640	401	479	508	806	242	873	152	806	252	507	480	800	166
40	477	484	591	349	460	550	747	284	446	520	464	483	750	295	486	497	619	403	684	352	545	506	511	514	516	510	469	527	509	482	501	491	454	454	508	541	484	464	497	487
41	510	503	609	381	770	218	702	267	992	0	621	360	676	292	736	263	749	257	649	373	707	328	601	379	716	307	627	358	543	522	817	250	859	138	741	279	485	506	868	138
42	1045	0	998	0	756	275	956	0	715	291	889	139	982	0	967	0	855	153	1041	0	1052	0	1036	0	779	205	1014	0	1032	0	1016	0	639	341	1017	0	1036	0	797	164
43	491	506	658	361	519	515	763	262	557	457	543	478	688	289	513	526	579	391	664	366	523	525	480	516	496	504	506	476	503	523	511	482	519	493	510	483	468	536	509	474
44	1018	0	800	201	796	222	711	216	1034	0	815	256	714	293	987	0	866	110	826	212	978	0	759	271	986	0	999	0	846	141	778	246	1025	0	707	256	813	197	933	178
45	1016	0	814	191	788	237	753	272	973	0	739	227	660	308	973	0	889	97	853	198	1057	0	776	265	966	0	999	0	884	126	794	258	940	0	765	232	821	165	824	135
46	1028	0	788	204	793	254	710	276	1007	0	782	253	726	301	1025	0	875	110	819	190	1002	0	752	254	1063	0	997	0	860	117	766	225	999	0	770	253	832	181	832	175
