gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14	sample15	sample15	sample16	sample16	sample17	sample17	sample18	sample18	sample19	sample19
0	928	115	1093	0	824	158	961	0	1039	0	986	0	1017	0	821	163	865	188	987	0	1001	0	866	130	996	0	1060	0	935	124	960	0	1029	0	830	188	1037	0	872	152
1	903	124	1015	0	869	166	982	0	1020	0	1020	0	969	0	752	160	816	165	976	0	1006	0	842	160	1021	0	936	0	891	125	991	0	999	0	826	151	979	0	874	154
2	937	146	974	0	1031	0	1008	0	976	0	854	154	695	273	978	0	1008	0	1023	0	804	177	870	184	1007	0	1027	0	934	134	985	0	873	152	1022	0	1018	0	834	147
3	916	144	998	0	1018	0	1014	0	1028	0	841	154	759	261	1069	0	967	0	977	0	832	155	785	171	961	0	984	0	922	127	1011	0	892	147	992	0	986	0	872	171
4	1064	0	972	0	972	0	1011	0	811	215	922	93	989	0	878	113	972	0	859	113	998	0	1005	0	1063	0	984	0	1093	0	1053	0	923	0	1030	0	977	0	1029	0
5	591	379	672	315	690	327	820	178	1001	0	738	235	707	252	880	181	649	383	784	222	650	376	520	471	544	506	730	287	595	370	493	487	476	447	624	393	767	203	542	514
6	922	129	1007	0	846	196	1033	0	986	0	996	0	1018	0	831	203	816	173	982	0	985	0	879	158	962	0	1023	0	855	130	1039	0	994	0	801	180	991	0	819	167
7	543	481	492	517	510	523	481	515	690	307	566	429	508	526	669	355	516	499	627	359	523	530	468	498	535	531	471	488	509	506	487	495	517	541	505	516	518	534	492	544
8	880	115	1028	0	842	170	1039	0	982	0	1026	0	966	0	818	187	871	153	1015	0	964	0	802	151	987	0	1013	0	895	102	1008	0	962	0	808	162	970	0	846	161
9	832	126	1002	0	831	148	989	0	968	0	957	0	1056	0	799	176	830	164	963	0	945	0	851	141	977	0	965	0	879	138	1020	0	1015	0	796	167	984	0	875	163
10	885	107	937	0	863	164	1034	0	1048	0	1020	0	983	0	823	171	822	178	970	0	1032	0	869	160	1002	0	1008	0	893	116	935	0	1038	0	809	180	965	0	829	139
11	904	140	1026	0	837	193	976	0	1025	0	1036	0	1044	0	780	153	858	170	1023	0	1000	0	822	152	999	0	1025	0	888	109	1038	0	1002	0	856	187	981	0	887	133
12	636	383	650	355	648	309	796	205	1027	0	739	282	738	310	797	185	623	347	760	254	639	373	519	465	485	479	674	277	646	344	478	484	492	447	621	388	762	228	492	501
13	883	115	991	0	977	0	1043	0	1033	0	933	132	713	273	965	0	967	0	982	0	764	193	846	151	991	0	1021	0	817	139	1026	0	834	153	1042	0	1050	0	876	155
14	906	106	984	0	838	177	959	0	975	0	1019	0	999	0	825	159	858	173	996	0	964	0	803	149	960	0	964	0	842	115	996	0	993	0	879	173	1016	0	874	165
15	943	0	977	0	1038	0	1036	0	877	219	930	87	976	0	911	127	1006	0	842	145	970	0	1000	0	1009	0	1010	0	988	0	1001	0	911	0	965	0	957	0	989	0
16	892	112	948	0	838	178	980	0	1042	0	1006	0	1069	0	821	183	841	156	1000	0	1026	0	835	130	995	0	1025	0	852	111	1117	0	1020	0	876	165	1002	0	826	150
17	916	0	970	0	943	0	935	0	800	169	912	93	1018	0	913	149	1026	0	856	131	902	0	1021	0	1005	0	993	0	1051	0	1017	0	1049	0	993	0	991	0	1016	0
18	967	0	1039	0	988	0	1041	0	849	214	877	93	992	0	882	139	980	0	831	110	1043	0	1008	0	997	0	940	0	989	0	1004	0	1007	0	1014	0	936	0	981	0
19	878	119	795	176	1025	0	804	201	682	318	874	127	1031	0	804	163	990	0	983	0	974	0	941	0	1024	0	967	0	878	142	1013	0	1019	0	982	0	824	176	1032	0
20	949	121	962	0	828	175	952	0	977	0	994	0	1000	0	799	159	841	153	1022	0	1042	0	814	147	976	0	1060	0	876	113	955	0	1000	0	846	171	1011	0	827	163
21	946	0	804	218	992	0	854	213	998	0	936	0	994	0	1011	0	1045	0	1012	0	971	0	793	177	971	0	1002	0	1066	0	696	275	816	174	1028	0	1003	0	1050	0
22	892	114	1026	0	829	158	1005	0	966	0	1017	0	1023	0	821	158	796	169	1004	0	1025	0	875	165	971	0	961	0	904	95	967	0	1029	0	836	172	1037	0	835	150
23	912	132	885	173	984	0	798	185	703	302	865	152	948	0	811	202	997	0	971	0	998	0	976	0	1026	0	1031	0	837	123	1053	0	948	0	1036	0	777	190	996	0
24	895	102	948	0	815	174	979	0	979	0	1028	0	958	0	839	155	861	163	986	0	969	0	849	168	983	0	1011	0	900	113	996	0	1029	0	824	150	1029	0	859	166
25	995	0	968	0	1042	0	973	0	793	182	902	95	995	0	870	122	998	0	873	143	1044	0	982	0	1010	0	1070	0	1015	0	982	0	1011	0	1058	0	1004	0	1039	0
26	923	0	1008	0	1022	0	998	0	808	204	938	112	987	0	813	113	1028	0	867	126	981	0	998	0	1032	0	930	0	1033	0	1022	0	940	0	988	0	1001	0	973	0
27	888	98	969	0	859	201	1009	0	983	0	996	0	1070	0	849	168	803	148	1020	0	993	0	804	145	993	0	1015	0	887	116	1018	0	993	0	744	167	949	0	794	157
28	878	89	981	0	983	0	1026	0	1035	0	876	139	736	269	1098	0	990	0	967	0	852	147	856	194	962	0	978	0	893	118	996	0	851	156	1001	0	1022	0	787	169
29	847	113	1033	0	1018	0	1041	0	991	0	878	153	724	284	954	0	1019	0	980	0	830	187	838	136	976	0	998	0	896	127	1028	0	853	167	1042	0	1008	0	846	166
30	697	215	852	157	622	364	1013	0	1031	0	747	263	735	290	827	177	591	358	946	0	640	405	690	312	775	275	729	291	682	363	757	216	622	305	870	183	1019	0	517	512
31	887	134	973	0	812	158	968	0	1035	0	973	0	1017	0	809	170	859	212	1022	0	1052	0	840	163	963	0	978	0	907	116	1036	0	1012	0	834	172	996	0	833	137
32	940	0	985	0	1030	0	1036	0	794	179	875	86	961	0	869	121	992	0	837	148	993	0	1004	0	975	0	1002	0	1003	0	955	0	1008	0	999	0	1000	0	1059	0
33	828	119	1014	0	845	158	995	0	1000	0	1040	0	1046	0	845	178	858	160	998	0	1037	0	836	150	1033	0	1020	0	904	127	1019	0	997	0	810	192	1017	0	884	165
