gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9
0	7461	2454	8868	1129	10033	0	10043	0	10121	0	8633	1234	8803	1149	9897	0	7622	2350	9867	0
1	7595	2438	8837	1172	10151	0	10003	0	9963	0	8667	1276	8879	1224	9989	0	7550	2338	9934	0
2	7493	2478	8593	1163	10038	0	10074	0	9943	0	8797	1245	8841	1107	9969	0	7633	2360	10014	0
3	7532	2441	8777	1180	10049	0	10000	0	10078	0	8711	1281	8859	1143	9960	0	7722	2341	9987	0
4	7463	2450	8923	1225	10128	0	9990	0	9790	0	8950	1307	8830	1141	9962	0	7708	2276	10054	0
5	7572	2303	8816	1193	10002	0	10122	0	10019	0	8546	1301	8810	1173	9988	0	7756	2235	9895	0
6	7578	2346	8719	1220	10207	0	9983	0	10074	0	8811	1285	8943	1151	10093	0	7524	2290	10028	0
7	7744	2387	8843	1137	9964	0	10040	0	10017	0	8801	1287	8889	1144	10113	0	7603	2278	9996	0
8	8576	1370	8550	1396	10344	0	7078	2883	9970	0	10098	0	9867	0	8142	1987	9969	0	8839	1215
9	7645	2385	8878	1200	10134	0	10228	0	10027	0	8578	1273	8894	1121	9953	0	7615	2283	9930	0
10	7660	2351	8850	1170	10045	0	9998	0	10173	0	8840	1291	8807	1146	10084	0	7570	2287	10016	0
11	7534	2416	7663	2278	8942	1082	7829	2275	10104	0	8851	1289	7238	2786	10057	0	7692	2313	7743	2284
12	7506	2365	8799	1164	9836	0	10185	0	10007	0	8646	1283	8821	1102	10204	0	7747	2207	10092	0
13	8657	1371	8636	1344	10039	0	7111	2906	10003	0	10089	0	9793	0	8009	2005	10126	0	8838	1242
14	8654	1219	8571	1308	8251	1689	10193	0	7238	2765	7234	2866	8600	1336	10247	0	7362	2678	10092	0
15	7518	2346	8748	1220	10081	0	9719	0	10104	0	8697	1335	8804	1210	9938	0	7616	2385	9917	0
16	7644	2487	8757	1198	10131	0	10102	0	10068	0	8751	1292	8868	1154	10139	0	7623	2265	9861	0
17	9847	0	9901	0	9116	988	9958	0	9825	0	9014	876	9160	916	8767	1345	9966	0	10058	0
18	7589	2347	8825	1145	9888	0	10065	0	10118	0	8724	1308	8900	1132	9932	0	7800	2391	10114	0
19	7543	2464	8770	1143	9927	0	9879	0	10001	0	8729	1271	8817	1124	10171	0	7682	2309	10057	0
20	8772	1348	8566	1399	10043	0	7121	2840	10044	0	9873	0	10001	0	8104	2059	9966	0	8692	1250
