gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4
0	851	162	857	123	718	288	786	251	827	127
1	854	178	1007	0	1026	0	1041	0	869	128
2	947	0	783	220	1053	0	1054	0	856	110
3	973	0	981	0	823	193	837	173	1006	0
4	840	145	1020	0	1032	0	957	0	876	139
5	1027	0	779	257	1048	0	1062	0	852	114
6	503	484	528	511	701	324	603	380	621	344
7	1019	0	843	159	969	0	896	115	1038	0
8	1030	0	811	225	1048	0	981	0	910	109
9	996	0	885	127	958	0	989	0	921	127
10	807	165	1013	0	977	0	1048	0	845	142
11	1051	0	720	239	996	0	970	0	895	112
12	948	0	866	157	1017	0	858	107	969	0
13	814	156	894	125	749	329	754	255	899	141
14	1001	0	795	220	1016	0	1022	0	906	135
15	854	171	980	0	1025	0	1049	0	849	141
16	1006	0	868	139	983	0	903	106	1023	0
17	856	147	837	117	692	264	753	250	860	121
18	985	0	759	222	973	0	985	0	894	125
19	1013	0	887	143	1012	0	866	124	1048	0
20	962	0	752	226	1025	0	997	0	907	100
21	1011	0	873	105	991	0	1031	0	849	99
22	934	0	777	245	955	0	987	0	839	110
23	1022	0	952	104	999	0	982	0	890	116
24	1043	0	801	201	940	0	994	0	905	93
25	843	169	996	0	1003	0	974	0	898	161
26	987	0	791	238	997	0	1018	0	888	112
27	961	0	910	99	929	0	1004	0	866	108
28	823	148	777	115	685	299	745	225	898	143
29	999	0	774	218	966	0	981	0	932	98
30	803	158	1001	0	1061	0	980	0	837	134
31	869	176	1046	0	1011	0	1017	0	847	141
32	1013	0	977	0	813	199	922	130	980	0
33	1017	0	966	0	967	0	1006	0	1008	0
34	779	172	978	0	952	0	961	0	837	151
35	845	173	1014	0	763	186	860	151	941	0
36	1059	0	984	0	764	209	822	153	990	0
37	998	0	903	89	1039	0	990	0	902	118
38	941	0	798	259	1023	0	972	0	901	101
39	1004	0	795	131	975	0	969	107	1040	0
40	832	197	943	0	812	194	889	141	969	0
41	833	142	853	133	710	290	769	229	786	137
42	500	509	532	492	644	303	642	322	633	361
43	988	0	874	127	982	0	910	115	1011	0
44	1023	0	1027	0	859	191	831	168	1006	0
45	857	175	873	144	708	288	796	210	918	127
46	1000	0	839	157	980	0	862	105	1006	0
47	805	176	1010	0	952	0	985	0	876	140
48	953	0	786	222	1005	0	1076	0	852	112
49	995	0	1036	0	991	0	985	0	850	117
50	455	490	501	505	670	344	628	342	566	384
51	1029	0	752	211	1009	0	982	0	845	116
52	980	0	795	227	981	0	1029	0	943	104
53	1028	0	865	169	956	0	906	125	988	0
54	997	0	862	146	1049	0	910	128	991	0
55	1046	0	869	145	1034	0	896	105	994	0
56	1032	0	1060	0	773	207	829	169	1019	0
57	815	174	1063	0	1059	0	989	0	856	130
58	975	0	1039	0	968	0	1001	0	996	0
59	1008	0	853	130	983	0	1055	0	891	112
60	1031	0	795	219	1001	0	973	0	803	119
61	959	0	744	222	982	0	967	0	854	119
62	1015	0	760	245	1037	0	991	0	846	99
63	997	0	998	0	1001	0	1024	0	940	0
64	825	168	1015	0	986	0	958	0	848	130
65	998	0	952	0	974	0	961	0	975	0
66	519	541	480	484	632	297	613	367	621	364
67	1054	0	693	197	963	0	1022	0	906	127
68	818	174	1009	0	813	200	800	152	1039	0
69	1010	0	759	258	1006	0	972	0	887	120
70	953	0	787	237	1004	0	977	0	915	117
71	998	0	832	230	984	0	974	0	905	114
72	1006	0	762	215	1050	0	1020	0	866	153
73	1012	0	829	148	1003	0	878	100	996	0
74	844	147	1065	0	1013	0	1056	0	897	139
75	1025	0	860	107	1060	0	1016	0	852	117
76	987	0	772	240	986	0	987	0	807	119
77	785	153	993	0	982	0	969	0	911	142
78	832	175	922	132	668	293	775	214	852	136
79	851	130	1028	0	996	0	981	0	916	141
80	947	0	976	0	828	184	812	144	990	0
81	849	157	916	125	759	297	813	231	855	131
82	1048	0	879	150	966	0	949	97	1022	0
83	1003	0	750	207	1011	0	1014	0	904	109
84	816	152	1013	0	990	0	938	0	862	145
85	843	210	1028	0	795	176	822	161	1005	0
86	965	0	790	212	967	0	977	0	849	105
87	863	162	1001	0	829	180	848	155	1041	0
88	946	0	851	145	999	0	924	127	1007	0
89	842	163	891	139	702	289	756	228	850	132
90	1006	0	780	231	959	0	945	0	887	113
91	1049	0	766	258	993	0	1020	0	898	127
92	982	0	1013	0	812	199	858	167	1026	0
93	1001	0	922	98	1056	0	1036	0	858	122
94	795	170	859	125	699	318	754	241	868	133
95	990	0	905	177	994	0	873	122	957	0
96	851	161	921	103	676	290	785	256	911	135
97	998	0	756	222	970	0	990	0	945	113
98	819	175	1004	0	1063	0	1051	0	831	136
99	996	0	867	135	951	0	909	129	960	0
