gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4
0	1051	0	775	208	1033	0	997	0	1021	0
1	965	0	1017	0	818	195	898	158	957	0
2	1031	0	955	0	809	184	882	140	743	273
3	789	234	897	148	789	184	874	171	746	212
4	732	278	785	200	1055	0	1009	0	802	240
5	721	274	745	231	1009	0	994	0	693	229
6	728	233	870	144	784	214	888	175	719	250
7	994	0	987	0	835	182	837	145	990	0
8	990	0	840	137	894	112	879	97	949	0
9	994	0	826	211	981	0	1021	0	1005	0
10	764	247	920	168	981	0	983	0	958	0
11	1009	0	963	0	809	182	828	149	953	0
12	810	237	834	139	795	193	864	157	814	242
13	1002	0	977	0	791	186	852	139	977	0
14	744	230	772	231	960	0	1045	0	783	237
15	961	0	887	117	875	101	880	106	1000	0
16	999	0	858	137	871	117	954	84	960	0
17	991	0	956	0	763	188	857	141	970	0
18	734	291	810	213	961	0	971	0	730	219
19	1012	0	776	222	978	0	1036	0	936	0
20	689	288	802	209	1004	0	996	0	754	224
21	727	274	805	193	1009	0	1026	0	740	211
22	1041	0	999	0	801	209	879	146	1034	0
23	704	269	777	214	1025	0	973	0	738	225
24	1006	0	1003	0	800	175	855	149	987	0
25	735	248	778	218	1012	0	1009	0	783	243
26	715	259	834	194	1008	0	1003	0	802	234
27	741	303	823	206	997	0	999	0	760	237
28	781	227	838	140	983	0	1037	0	998	0
29	1014	0	1008	0	779	192	880	141	766	235
30	1029	0	1029	0	793	186	773	297	764	291
31	979	0	988	0	828	197	893	156	722	275
32	667	261	791	244	1037	0	1049	0	737	216
33	760	285	786	192	1003	0	1016	0	740	238
34	706	244	767	223	955	0	1025	0	750	218
35	953	0	1004	0	804	207	863	159	988	0
36	1080	0	979	0	1072	0	997	0	1032	0
37	1035	0	1028	0	812	210	831	152	1067	0
38	749	268	800	241	1032	0	1026	0	715	235
39	965	0	1002	0	829	214	835	120	755	280
40	973	0	736	222	992	0	1036	0	1002	0
41	1030	0	1049	0	769	171	792	155	1011	0
42	1007	0	1087	0	794	163	914	134	723	239
43	1009	0	782	199	933	0	967	0	1028	0
44	1075	0	931	0	773	167	856	148	950	0
45	725	238	766	226	1011	0	938	0	777	249
46	998	0	1007	0	816	180	857	133	733	264
47	998	0	729	220	975	0	976	0	909	0
48	752	229	894	111	1039	0	1047	0	980	0
49	989	0	1078	0	809	198	848	141	986	0
50	1058	0	1041	0	842	185	844	140	768	294
51	1063	0	976	0	814	209	839	133	754	272
52	1035	0	732	207	965	0	967	0	985	0
53	994	0	1026	0	859	173	859	126	778	237
54	1020	0	1026	0	787	205	872	134	971	0
55	1025	0	796	230	1018	0	990	0	1004	0
56	706	270	805	225	967	0	987	0	794	213
57	749	233	891	148	795	205	842	140	732	252
58	1000	0	908	0	835	178	844	149	689	280
59	744	276	751	207	997	0	1008	0	757	247
60	1008	0	996	0	826	177	831	132	701	255
61	989	0	971	0	825	211	870	139	999	0
62	924	0	735	172	1007	0	1034	0	1059	0
63	774	209	867	152	982	0	962	0	1033	0
64	734	293	754	225	1009	0	963	0	804	227
65	979	0	763	218	1012	0	1028	0	1031	0
66	702	263	816	185	990	0	959	0	768	252
67	804	221	840	142	1004	0	989	0	1037	0
68	956	0	788	235	1014	0	998	0	982	0
69	693	243	759	236	1014	0	983	0	799	233
70	1009	0	809	138	891	114	944	85	1010	0
71	954	0	1029	0	847	195	888	133	979	0
72	1052	0	961	0	782	179	832	150	727	303
73	989	0	824	140	888	111	903	87	1034	0
74	997	0	870	141	873	126	891	88	980	0
75	975	0	954	0	814	174	839	143	1028	0
76	946	0	803	228	971	0	1018	0	991	0
77	1064	0	998	0	824	196	859	126	765	259
78	1017	0	982	0	807	173	882	150	1000	0
79	1036	0	1011	0	771	212	903	152	938	0
80	982	0	796	214	1005	0	1020	0	968	0
81	985	0	1020	0	780	194	841	158	1006	0
82	994	0	978	0	794	189	922	119	1031	0
83	683	283	792	235	994	0	1031	0	820	222
84	998	0	1008	0	813	210	880	145	994	0
85	992	0	789	185	952	0	1009	0	1015	0
86	762	220	882	116	959	0	1002	0	1010	0
87	1018	0	754	205	986	0	977	0	964	0
88	991	0	992	0	809	227	855	140	1012	0
89	961	0	1004	0	784	179	882	165	1011	0
90	747	276	804	211	966	0	1005	0	735	233
91	782	237	862	141	987	0	978	0	1009	0
92	1077	0	993	0	867	208	824	164	964	0
93	989	0	971	0	823	206	849	127	767	238
94	973	0	1029	0	830	179	887	183	758	296
95	775	234	889	148	858	219	815	135	813	228
96	1047	0	1008	0	809	164	813	118	710	255
97	1008	0	974	0	798	195	855	161	998	0
98	996	0	878	133	875	110	943	90	999	0
99	961	0	993	0	823	192	852	130	1025	0
