gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	8029	1945	8131	1850	7158	2980	9957	0	9961	0	6974	3196	10149	0	7175	2832	7991	2056	7772	2003	10009	0	9863	0	8369	1671	9923	0	6237	3752
1	6547	3329	7006	3019	5048	5094	8134	1847	10018	0	6867	3150	7314	2662	4964	4914	6390	3699	5976	4032	4965	4947	6695	3292	6673	3460	8870	1307	6416	3726
2	9793	0	8803	1102	9787	0	8347	1708	8110	1890	8363	1927	9777	0	9999	0	8792	1357	10013	0	10069	0	10129	0	9937	0	7854	2140	8765	1324
3	8068	1950	8185	1827	6843	3001	9961	0	10032	0	6954	3114	8727	1271	4993	5001	6321	3685	8021	2101	7312	2837	10043	0	8189	1762	8664	1367	6239	3814
4	9919	0	9843	0	9880	0	10035	0	8055	1936	9999	0	10117	0	10005	0	9846	0	10083	0	10113	0	9984	0	10024	0	8936	1185	8647	1351
5	10193	0	10135	0	9945	0	10022	0	9878	0	9922	0	8385	1524	9835	0	10015	0	8113	1928	9916	0	6832	3271	8285	1741	9995	0	10077	0
6	9994	0	9894	0	10053	0	10032	0	9831	0	9946	0	8737	1482	10102	0	10006	0	8114	1941	9900	0	6807	3281	8208	1735	9943	0	9965	0
7	4949	5008	6011	3931	5123	5038	6561	3302	6980	2997	7032	3123	5104	4952	4976	5056	6489	3645	4982	5042	5107	5125	4978	5037	4959	5016	7164	2821	6300	3652
8	9864	0	9856	0	10054	0	8429	1527	8565	1560	9946	0	9211	849	10087	0	9891	0	10214	0	9992	0	10033	0	10101	0	9985	0	9965	0
9	9860	0	10032	0	9982	0	9877	0	9974	0	9993	0	9875	0	10052	0	7960	2038	10017	0	10023	0	9908	0	8275	1757	9889	0	8171	1807
10	5005	5045	6045	3980	4882	4953	6571	3315	7031	3098	6908	3135	5068	4980	4959	4969	6260	3738	4942	5043	5087	4933	5018	4921	5068	5002	7125	2800	6321	3629
11	8035	2000	8213	1810	7061	3025	9984	0	9903	0	6804	3136	10112	0	7098	2898	7867	2099	8029	2078	10079	0	9833	0	8155	1713	10060	0	6240	3753
