gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	957	0	1047	0	993	0	856	155	1011	0	994	0	995	0	1015	0	1023	0	963	0	734	255	732	213	998	0	987	0	778	261
1	983	0	983	0	844	126	856	171	850	184	903	129	1009	0	1014	0	990	0	720	288	1010	0	983	0	1027	0	1012	0	985	0
2	524	511	598	363	912	135	651	319	944	0	858	144	732	225	744	257	798	148	812	244	736	293	555	508	943	0	893	99	735	262
3	484	472	500	516	803	216	689	303	722	312	782	234	497	503	489	520	758	274	806	262	700	270	524	472	732	248	623	309	504	520
4	968	0	980	0	885	140	811	167	791	209	912	152	1013	0	1099	0	1051	0	720	237	1052	0	1053	0	993	0	988	0	1022	0
5	1025	0	1010	0	980	0	977	0	1047	0	1013	0	972	0	1043	0	907	103	1011	0	1021	0	1058	0	1011	0	978	0	982	0
6	944	0	1071	0	862	113	834	170	815	222	880	154	1001	0	1100	0	964	0	719	253	994	0	989	0	988	0	992	0	999	0
7	487	535	604	403	856	138	674	315	1025	0	835	136	766	240	669	295	847	157	815	224	675	243	490	514	981	0	861	120	728	293
8	538	490	548	473	767	221	692	330	678	317	758	222	508	513	489	519	735	256	790	251	724	251	507	522	778	195	630	347	520	530
9	487	506	603	426	850	113	678	329	977	0	928	127	793	224	738	287	843	151	782	264	732	278	517	536	1034	0	884	95	714	292
10	968	0	1000	0	912	145	836	157	818	186	810	135	1029	0	981	0	955	0	770	230	962	0	1005	0	1012	0	992	0	980	0
11	1010	0	954	0	831	153	850	166	773	186	813	152	1026	0	987	0	999	0	672	236	1000	0	962	0	1025	0	1024	0	972	0
12	504	468	719	248	1092	0	985	0	971	0	1015	0	771	243	731	261	975	0	770	245	994	0	799	249	1057	0	876	102	1034	0
13	504	506	505	490	489	505	505	481	504	504	485	476	486	514	493	516	623	378	518	525	497	475	498	485	473	481	502	488	525	535
14	991	0	996	0	818	158	846	181	856	218	908	145	1039	0	1006	0	1029	0	748	274	956	0	1018	0	965	0	1013	0	1027	0
15	983	0	884	83	887	97	998	0	812	171	942	105	992	0	1010	0	1002	0	1020	0	981	0	1028	0	907	0	731	260	737	233
16	1036	0	974	0	986	0	1075	0	993	0	967	0	1003	0	1026	0	884	88	1033	0	950	0	906	0	1003	0	987	0	958	0
17	1000	0	1025	0	845	167	824	185	849	175	829	155	992	0	1012	0	1018	0	722	278	1015	0	979	0	970	0	1003	0	1039	0
18	534	499	477	482	520	511	485	506	513	459	484	510	534	519	496	476	625	415	504	517	518	487	518	467	490	542	501	489	520	511
19	946	0	1007	0	866	125	793	171	778	202	818	165	1004	0	970	0	957	0	734	261	994	0	998	0	1015	0	1021	0	993	0
20	531	549	625	369	887	133	690	331	1028	0	913	133	780	236	719	255	820	131	807	228	697	255	495	504	1010	0	882	112	741	231
21	468	509	490	519	468	477	490	527	476	494	513	498	510	524	517	499	577	416	476	491	529	494	510	513	520	511	459	481	494	485
22	992	0	1041	0	879	135	844	169	817	197	900	159	1011	0	999	0	1036	0	732	266	1018	0	1058	0	979	0	991	0	997	0
23	953	0	936	0	762	147	843	154	813	198	795	141	1031	0	945	0	993	0	727	266	1011	0	959	0	980	0	1056	0	1003	0
24	1088	0	929	0	874	151	832	163	799	196	896	128	985	0	1053	0	1009	0	751	273	999	0	1002	0	1034	0	969	0	1053	0
25	495	536	609	371	861	130	710	327	1002	0	863	137	752	223	727	294	838	184	716	217	732	262	489	473	1020	0	889	95	698	260
26	993	0	1030	0	861	134	855	178	852	178	878	143	1034	0	982	0	953	0	741	278	1028	0	1024	0	1038	0	976	0	1091	0
27	537	486	604	399	861	112	680	314	985	0	856	124	795	247	749	298	869	155	793	260	715	270	499	478	1045	0	952	97	743	277
28	527	518	745	236	1052	0	1019	0	994	0	938	0	747	231	747	274	970	0	753	235	1037	0	756	254	967	0	935	100	1011	0
29	490	531	492	505	789	231	661	304	733	308	814	234	488	511	502	489	782	267	798	256	762	259	510	499	835	207	632	361	485	514
30	1002	0	984	0	792	149	849	164	818	176	870	121	988	0	1045	0	1023	0	719	268	993	0	989	0	979	0	1005	0	1022	0
31	497	482	461	526	776	216	700	314	735	319	754	230	497	488	510	539	752	256	756	250	681	244	523	429	786	217	646	384	497	496
32	985	0	898	114	883	93	1008	0	888	198	870	87	1096	0	1056	0	1004	0	1052	0	985	0	985	0	973	0	740	226	713	246
33	997	0	1027	0	1003	0	1016	0	964	0	991	0	1046	0	973	0	930	94	966	0	1005	0	998	0	1003	0	1017	0	1000	0
34	497	503	600	373	891	144	713	309	977	0	868	140	767	195	684	274	881	143	785	241	702	245	515	528	982	0	887	94	732	265
35	1006	0	974	0	939	133	860	175	790	178	902	140	1031	0	996	0	1033	0	752	235	1031	0	1016	0	953	0	965	0	1105	0
36	952	0	896	99	908	86	951	0	837	166	910	89	997	0	1031	0	958	0	1038	0	1068	0	984	0	998	0	755	252	709	226
37	512	475	533	510	810	210	703	362	694	299	775	227	487	508	478	547	746	268	717	233	680	257	498	495	774	209	680	366	448	493
38	1003	0	1068	0	883	146	847	165	785	177	839	157	973	0	1012	0	995	0	718	275	1005	0	998	0	1063	0	1012	0	1050	0
39	986	0	949	0	859	127	887	174	822	199	866	146	1014	0	1014	0	986	0	743	263	1027	0	1043	0	993	0	1001	0	1007	0
40	989	0	975	0	850	134	876	168	784	177	862	158	943	0	982	0	968	0	763	266	966	0	989	0	994	0	1008	0	1013	0
41	958	0	983	0	899	129	847	180	827	166	830	152	998	0	1011	0	1024	0	752	258	1019	0	1001	0	975	0	963	0	1043	0
42	968	0	1093	0	859	124	808	145	831	176	848	155	1033	0	983	0	1018	0	754	236	947	0	1007	0	977	0	959	0	985	0
43	514	559	487	517	733	240	676	297	698	299	787	210	486	486	525	501	724	273	725	240	684	261	538	505	798	233	630	347	507	505
44	1046	0	926	0	855	148	796	168	813	185	913	138	1015	0	1028	0	915	0	754	286	1006	0	978	0	982	0	1029	0	1063	0
45	506	492	636	410	872	141	626	327	959	0	913	141	761	234	699	289	861	163	758	241	708	275	492	521	960	0	904	99	737	273
46	943	0	896	101	950	121	968	0	1031	0	897	92	972	0	994	0	978	0	964	0	970	0	1004	0	1017	0	894	97	997	0
47	984	0	991	0	824	145	828	168	798	205	858	155	1041	0	1001	0	1002	0	765	220	997	0	970	0	989	0	983	0	994	0
48	530	473	632	383	851	139	630	360	1039	0	862	153	756	255	688	286	829	148	783	239	674	283	467	511	1066	0	889	106	690	272
49	1039	0	919	97	885	102	1002	0	768	204	925	97	999	0	1033	0	1027	0	1033	0	991	0	958	0	1010	0	727	254	804	229
50	1002	0	916	90	883	96	951	0	842	194	950	77	996	0	1012	0	992	0	969	0	1006	0	1021	0	963	0	760	241	718	238
51	967	0	985	0	849	132	809	164	821	194	802	131	997	0	1029	0	1029	0	768	298	1022	0	1052	0	1014	0	1061	0	983	0
52	1012	0	923	96	891	104	992	0	977	0	904	93	990	0	971	0	1020	0	1025	0	950	0	1035	0	1075	0	910	113	1049	0
53	1074	0	981	0	840	144	836	179	814	214	892	119	961	0	1013	0	989	0	713	254	971	0	1031	0	994	0	959	0	995	0
54	1004	0	1034	0	852	147	829	162	809	182	842	145	988	0	954	0	1032	0	705	246	996	0	998	0	993	0	958	0	1007	0
