gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14	sample15	sample15	sample16	sample16	sample17	sample17	sample18	sample18	sample19	sample19
0	1009	0	995	0	1031	0	974	0	1054	0	982	0	963	0	997	0	983	0	854	136	1007	0	880	138	978	0	1029	0	979	0	1047	0	1004	0	1002	0	821	166	995	0
1	871	110	779	270	1040	0	973	0	972	0	774	217	831	187	986	0	906	151	1014	0	971	0	913	114	974	0	673	351	779	135	1017	0	1012	0	1025	0	880	83	971	0
2	939	119	707	259	985	0	1018	0	1017	0	753	194	819	182	986	0	878	148	982	0	1010	0	917	124	1001	0	695	308	893	130	976	0	988	0	953	0	904	88	955	0
3	959	0	675	260	1004	0	979	0	984	0	1005	0	802	163	1003	0	976	0	1010	0	1029	0	829	122	955	0	815	181	1017	0	1011	0	992	0	1014	0	1000	0	1013	0
4	841	109	695	276	1000	0	986	0	977	0	810	217	811	162	1013	0	876	155	1011	0	1022	0	905	105	1047	0	731	362	825	148	1051	0	1020	0	1020	0	913	99	953	0
5	850	132	745	283	1042	0	1006	0	985	0	779	211	810	186	960	0	849	136	970	0	1071	0	884	127	970	0	612	366	923	132	921	0	970	0	1000	0	907	96	991	0
6	512	536	524	486	649	312	718	296	747	264	514	496	500	492	499	504	664	353	549	514	507	510	524	515	755	321	509	456	660	328	497	495	622	354	475	520	530	511	456	497
7	1003	0	1041	0	960	0	993	0	966	0	977	0	1052	0	1001	0	993	0	906	141	1006	0	825	137	1023	0	986	0	1037	0	992	0	1046	0	981	0	898	154	942	0
8	993	0	972	0	973	0	1013	0	974	0	1043	0	1041	0	960	0	1046	0	848	143	1035	0	884	127	981	0	1013	0	1011	0	990	0	941	0	985	0	911	141	1031	0
9	991	0	963	0	964	0	967	0	984	0	970	0	974	0	990	0	973	0	847	150	983	0	895	126	960	0	980	0	994	0	1014	0	1037	0	1034	0	872	159	947	0
10	858	134	713	302	1058	0	1034	0	978	0	788	223	814	160	1020	0	834	140	1010	0	1010	0	882	106	1068	0	672	329	832	130	1026	0	1013	0	1022	0	876	111	922	0
11	498	488	472	551	505	513	508	515	775	222	470	497	458	491	491	492	478	470	625	406	508	501	505	488	516	452	496	512	485	511	571	348	672	371	509	497	637	380	561	447
12	470	483	472	474	645	313	689	310	741	238	524	488	475	518	463	479	622	337	512	468	522	511	493	517	779	234	515	484	650	365	484	503	608	356	485	519	509	443	488	467
13	864	104	782	277	1001	0	961	0	990	0	775	211	810	174	945	0	885	153	1040	0	982	0	884	103	986	0	626	373	852	165	1003	0	990	0	932	0	967	102	1011	0
14	903	119	777	281	1002	0	1031	0	973	0	741	209	832	185	1018	0	882	159	979	0	1024	0	912	119	986	0	622	357	891	161	1013	0	972	0	1008	0	953	105	1006	0
15	906	128	753	263	981	0	970	0	1007	0	784	206	825	168	993	0	827	117	1004	0	982	0	928	115	1034	0	700	336	880	135	1003	0	1012	0	990	0	874	93	985	0
16	1018	0	1010	0	990	0	986	0	963	0	1039	0	978	0	976	0	1041	0	867	136	993	0	864	126	972	0	1029	0	976	0	961	0	1007	0	970	0	844	188	1025	0
17	907	109	698	239	1003	0	949	0	996	0	762	197	785	168	1036	0	822	141	997	0	1051	0	885	110	995	0	682	371	816	160	1014	0	981	0	992	0	853	99	937	0
18	862	101	750	281	1020	0	1031	0	1020	0	779	207	839	182	1009	0	875	129	998	0	938	0	912	121	980	0	676	332	868	135	1006	0	970	0	959	0	927	106	1035	0
19	504	538	716	292	708	327	752	318	729	270	503	502	654	332	674	287	715	315	504	472	539	463	457	522	988	0	703	363	653	379	501	500	592	347	733	322	515	463	776	263
20	867	107	735	306	1030	0	1047	0	980	0	761	216	839	161	1006	0	862	139	1013	0	939	0	898	109	972	0	641	344	862	151	1068	0	989	0	1017	0	928	102	1030	0
21	1011	0	754	277	966	0	921	0	1018	0	1020	0	837	144	970	0	1062	0	1012	0	969	0	849	117	1035	0	831	183	934	0	944	0	1033	0	995	0	1063	0	990	0
22	976	0	999	0	984	0	988	0	973	0	976	0	1006	0	952	0	972	0	879	116	976	0	838	127	1006	0	973	0	1025	0	1020	0	987	0	991	0	820	176	994	0
23	1009	0	1005	0	1004	0	996	0	1029	0	1020	0	1008	0	972	0	943	0	834	137	977	0	834	126	920	0	1014	0	976	0	955	0	1007	0	987	0	825	149	1016	0
24	983	0	1028	0	964	0	1029	0	1036	0	987	0	990	0	980	0	986	0	847	131	955	0	874	131	982	0	962	0	1001	0	983	0	976	0	999	0	860	142	1015	0
25	1015	0	998	0	1006	0	999	0	736	287	1038	0	953	0	989	0	924	0	900	123	999	0	1068	0	974	0	1014	0	1012	0	830	148	869	169	1010	0	918	142	978	0
26	1011	0	962	0	1023	0	1024	0	665	256	1038	0	1021	0	977	0	950	0	935	94	987	0	944	0	966	0	1000	0	993	0	839	145	811	162	956	0	853	105	1012	0
27	538	491	521	472	497	507	492	502	767	221	520	526	461	493	506	515	515	506	614	398	537	521	470	506	507	494	502	510	521	491	623	364	729	333	507	505	590	397	524	502
28	974	0	1029	0	996	0	1026	0	1036	0	997	0	1020	0	946	0	1012	0	866	128	987	0	919	123	986	0	1024	0	955	0	1031	0	1020	0	993	0	813	152	974	0
29	859	140	713	272	976	0	973	0	958	0	849	219	829	161	982	0	853	147	955	0	971	0	925	125	1012	0	676	343	884	135	996	0	997	0	1006	0	946	72	995	0
30	950	0	996	0	1021	0	1028	0	1027	0	985	0	1012	0	1003	0	979	0	932	143	981	0	844	124	1018	0	1006	0	945	0	960	0	966	0	1030	0	863	156	954	0
31	884	112	779	262	1021	0	1056	0	948	0	788	200	850	176	974	0	892	161	1032	0	979	0	866	92	963	0	654	365	891	141	978	0	966	0	994	0	937	111	1056	0
32	474	488	720	283	680	317	739	281	709	309	518	484	643	343	710	294	711	326	488	461	437	483	482	525	973	0	671	301	643	367	511	501	633	351	727	300	526	520	754	277
33	514	533	481	484	690	282	715	304	746	278	526	522	509	450	530	444	644	364	512	513	478	519	519	474	751	252	483	470	681	343	518	494	672	294	487	512	501	494	516	509
34	481	528	511	469	508	478	499	518	755	237	517	499	472	484	484	486	505	492	574	418	507	529	550	544	502	486	557	486	530	437	585	374	612	339	505	506	657	385	513	459
35	519	565	490	505	525	484	472	496	783	241	497	481	545	499	474	472	526	500	622	387	448	523	488	504	519	478	507	496	499	518	657	357	701	324	509	513	650	388	515	491
36	1028	0	955	0	991	0	967	0	976	0	1028	0	957	0	970	0	999	0	882	150	1003	0	919	118	1032	0	976	0	982	0	1006	0	1002	0	1009	0	849	152	964	0
37	1020	0	1014	0	1047	0	976	0	998	0	1018	0	1011	0	985	0	976	0	863	127	1003	0	910	145	1017	0	972	0	1048	0	953	0	999	0	1009	0	766	159	991	0
38	1032	0	1004	0	1009	0	1037	0	1051	0	963	0	1068	0	1023	0	989	0	821	132	961	0	840	145	1003	0	1006	0	1005	0	982	0	987	0	1005	0	903	164	989	0
39	1021	0	1027	0	1002	0	1057	0	982	0	1003	0	1001	0	982	0	1004	0	816	106	857	124	1062	0	975	0	1001	0	803	200	1038	0	812	198	986	0	872	152	1025	0
40	977	0	996	0	1018	0	1017	0	1058	0	1053	0	1078	0	974	0	968	0	851	124	1032	0	859	133	1000	0	984	0	973	0	1013	0	928	0	1034	0	864	167	947	0
41	846	132	696	281	1015	0	1015	0	959	0	795	234	842	155	998	0	903	158	1000	0	1002	0	899	91	987	0	671	355	856	120	1023	0	1056	0	1040	0	890	93	988	0
42	1055	0	982	0	1006	0	999	0	1035	0	1034	0	992	0	1019	0	988	0	842	152	1001	0	841	138	955	0	990	0	1056	0	1022	0	974	0	979	0	888	175	1034	0
43	1003	0	1068	0	1049	0	979	0	1019	0	1063	0	1012	0	962	0	962	0	911	141	996	0	864	140	1024	0	1068	0	1067	0	1015	0	1054	0	999	0	833	153	1030	0
