gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14	sample15	sample15	sample16	sample16	sample17	sample17	sample18	sample18	sample19	sample19
0	997	0	1000	0	955	0	962	0	979	0	1004	0	942	0	765	261	806	145	1033	0	994	0	1024	0	744	255	1000	0	974	0	975	0	987	0	897	162	934	137	905	0
1	982	0	1040	0	1030	0	951	0	994	0	954	0	1003	0	751	238	825	134	960	0	1003	0	1024	0	789	252	1040	0	1059	0	983	0	972	0	868	148	859	128	956	0
2	1042	0	1011	0	1000	0	980	0	987	0	977	0	1007	0	1012	0	936	67	976	0	973	0	1030	0	1025	0	1009	0	876	117	968	0	969	0	891	82	989	0	992	0
3	962	0	823	124	775	270	985	0	799	247	739	251	731	266	767	234	915	83	878	162	827	124	892	110	1014	0	918	113	895	119	722	234	842	167	905	94	838	123	1019	0
4	751	290	728	287	504	509	1042	0	740	245	747	241	756	258	727	239	809	185	848	171	685	256	735	234	745	238	735	265	701	292	795	267	808	171	897	103	847	120	956	0
5	1033	0	821	126	780	246	1042	0	765	262	783	259	764	244	813	257	935	74	821	160	828	118	898	124	1021	0	866	110	826	135	778	236	840	177	936	114	901	154	1070	0
6	978	0	852	141	988	0	1026	0	1030	0	837	127	761	237	775	240	940	0	982	0	1052	0	888	130	1064	0	867	137	1010	0	755	258	1026	0	953	0	1042	0	1013	0
7	1004	0	848	107	1016	0	996	0	973	0	940	137	783	243	757	241	977	0	1022	0	967	0	883	137	961	0	890	113	1007	0	762	246	1015	0	1012	0	980	0	991	0
8	1036	0	964	0	999	0	1038	0	1027	0	1037	0	1029	0	987	0	976	79	1039	0	1027	0	1046	0	991	0	1023	0	867	122	987	0	1000	0	871	86	974	0	1030	0
9	992	0	1002	0	1034	0	982	0	987	0	1006	0	983	0	982	0	916	82	995	0	998	0	1031	0	943	0	965	0	839	112	971	0	1049	0	912	103	1020	0	991	0
10	984	0	1043	0	1014	0	993	0	1027	0	1044	0	995	0	753	284	859	146	997	0	1032	0	1042	0	724	263	1030	0	1026	0	988	0	1027	0	866	140	855	130	980	0
11	706	269	738	281	538	500	988	0	691	247	747	258	716	263	714	255	768	226	837	170	709	248	720	237	785	246	744	240	683	326	726	255	835	179	954	91	832	137	1001	0
12	986	0	957	0	1024	0	935	0	1009	0	977	0	1021	0	749	250	806	139	977	0	1013	0	979	0	738	258	999	0	986	0	922	0	1007	0	867	126	901	126	1026	0
13	981	0	976	0	978	0	1063	0	1054	0	1040	0	998	0	727	266	880	131	964	0	947	0	966	0	761	262	1027	0	1014	0	961	0	982	0	813	140	807	143	989	0
14	993	0	1026	0	986	0	999	0	1042	0	1035	0	998	0	731	278	825	144	979	0	1013	0	1033	0	704	254	988	0	1053	0	1001	0	992	0	888	158	888	124	1032	0
15	1013	0	1045	0	992	0	1019	0	979	0	981	0	1033	0	1001	0	933	90	1061	0	1005	0	1049	0	1015	0	992	0	942	129	987	0	1000	0	890	108	1007	0	1004	0
16	1053	0	1077	0	1016	0	1047	0	1054	0	948	0	1095	0	769	256	854	152	1024	0	985	0	1011	0	763	288	940	0	966	0	981	0	1030	0	818	144	840	142	1048	0
17	986	0	1022	0	960	0	1027	0	1013	0	877	106	785	234	1018	0	995	0	997	0	866	122	892	103	1027	0	989	0	1009	0	1031	0	843	152	844	134	859	102	1022	0
18	1040	0	1018	0	965	0	1087	0	990	0	1049	0	1018	0	722	228	863	149	980	0	979	0	996	0	775	246	979	0	942	0	954	0	1043	0	820	144	883	113	1022	0
19	964	0	899	125	1019	0	987	0	1005	0	949	98	735	263	788	246	1009	0	989	0	1011	0	887	106	975	0	854	124	978	0	743	253	1035	0	1016	0	993	0	1009	0
20	1005	0	861	118	1020	0	986	0	990	0	872	126	727	233	695	217	966	0	959	0	1073	0	848	106	1048	0	848	123	984	0	765	237	944	0	1003	0	1004	0	1036	0
