gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14	sample15	sample15	sample16	sample16	sample17	sample17	sample18	sample18	sample19	sample19
0	677	279	710	255	548	372	591	398	500	503	749	245	568	393	714	269	490	491	577	378	584	365	697	281	703	295	800	204	760	267	656	367	492	479	609	389	686	306	517	508
1	790	189	799	230	891	109	856	79	956	0	722	291	910	123	864	114	987	0	890	122	986	0	868	139	986	0	826	188	821	225	1025	0	1068	0	914	92	779	241	960	0
2	1033	0	1027	0	776	248	973	0	713	287	1059	0	819	139	813	173	654	353	846	163	838	151	890	114	992	0	893	193	983	0	816	147	763	248	881	111	723	257	848	186
3	747	220	994	0	983	0	854	96	975	0	1039	0	921	126	925	112	973	0	918	117	1044	0	978	0	943	0	861	175	790	204	985	0	1021	0	884	111	1012	0	958	0
4	720	305	753	246	608	408	587	385	456	488	743	254	580	385	705	298	478	486	655	378	609	353	733	276	681	307	809	194	741	286	631	335	472	501	580	371	712	285	496	502
5	705	303	711	264	593	360	617	414	463	467	740	242	613	403	677	290	534	505	633	383	637	359	709	271	720	324	820	193	707	309	641	382	490	502	558	380	764	262	491	508
6	764	222	966	0	998	0	960	92	1034	0	1031	0	872	110	881	119	980	0	835	135	980	0	974	0	1014	0	844	164	794	215	992	0	972	0	881	109	1035	0	992	0
7	725	291	734	261	588	377	603	399	510	494	847	238	608	406	732	271	504	520	607	379	585	434	740	258	690	284	831	202	699	282	629	379	483	482	585	377	752	281	494	517
8	777	202	1030	0	1013	0	874	110	1034	0	955	0	893	114	866	129	1037	0	871	128	985	0	1024	0	1046	0	857	176	847	205	1052	0	984	0	848	96	1032	0	958	0
9	1028	0	1052	0	884	119	953	0	995	0	959	0	858	144	997	0	1009	0	1019	0	1038	0	971	0	991	0	1057	0	968	0	862	167	1003	0	958	0	955	0	1000	0
10	979	0	1017	0	900	130	1050	0	688	291	1013	0	970	0	821	167	790	187	861	175	871	150	1008	0	1007	0	959	0	957	0	1048	0	988	0	1011	0	660	261	828	222
11	710	284	741	260	607	396	557	389	503	496	754	255	605	389	742	287	484	472	588	387	617	402	705	279	704	320	822	198	676	294	613	410	476	474	585	402	745	261	511	520
12	689	281	712	269	585	371	583	366	515	501	772	231	595	367	711	278	474	454	649	388	613	414	770	276	719	295	840	184	697	305	615	342	479	504	595	365	717	277	496	479
13	1013	0	1011	0	863	132	1024	0	940	0	1039	0	867	140	1028	0	1052	0	978	0	992	0	966	0	962	0	1007	0	960	0	808	169	1013	0	986	0	1036	0	982	0
14	1053	0	944	0	881	129	966	0	1005	0	1051	0	839	121	1020	0	997	0	1055	0	986	0	1043	0	989	0	974	0	1084	0	812	154	1023	0	978	0	1032	0	1013	0
15	717	268	695	251	610	402	559	413	477	499	774	238	625	390	733	294	503	491	626	348	615	389	690	266	685	330	776	208	718	287	625	368	539	510	605	400	734	269	518	487
16	719	186	1031	0	1032	0	922	107	1014	0	973	0	881	124	866	121	1034	0	863	111	1045	0	1026	0	1003	0	854	152	773	231	992	0	1004	0	876	95	1009	0	998	0
17	1004	0	1020	0	798	232	1016	0	713	275	1007	0	804	148	884	151	710	338	822	167	908	158	863	113	996	0	817	177	949	0	856	167	778	225	893	98	695	284	872	190
18	1047	0	1019	0	735	251	1014	0	748	278	1020	0	892	126	853	161	688	361	835	190	846	167	884	112	976	0	810	180	976	0	841	162	795	271	907	99	711	281	798	191
19	991	0	1053	0	864	136	1043	0	715	281	968	0	1023	0	839	158	809	192	841	180	850	140	992	0	971	0	1031	0	1060	0	995	0	949	0	1037	0	685	267	760	181
20	722	321	722	240	607	402	570	402	527	507	729	217	630	367	683	273	507	519	621	389	600	411	736	280	697	320	857	171	669	267	604	401	477	487	584	374	724	256	469	491
21	1010	0	978	0	871	119	1008	0	752	288	1009	0	1032	0	829	166	817	214	831	185	838	162	995	0	1024	0	1024	0	946	0	952	0	989	0	1001	0	740	280	802	197
22	982	0	970	0	896	139	1025	0	715	295	947	0	986	0	830	146	776	199	837	191	837	150	1046	0	971	0	1006	0	990	0	1017	0	1057	0	987	0	723	263	781	202
