gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14	sample15	sample15	sample16	sample16	sample17	sample17	sample18	sample18	sample19	sample19
0	817	179	660	370	816	273	822	224	716	262	818	182	828	147	1031	0	1009	0	673	339	888	150	833	190	1054	0	992	0	637	361	585	382	868	110	729	267	992	0	697	314
1	819	183	953	93	1024	0	967	0	990	0	1001	0	890	114	988	0	1005	0	943	0	950	0	1043	0	980	0	1042	0	969	0	1004	0	948	0	981	0	1057	0	990	0
2	520	472	704	375	517	503	761	231	495	523	485	520	494	515	665	341	699	285	550	523	537	508	491	529	654	321	480	498	657	397	525	494	622	347	480	542	711	268	703	277
3	812	193	932	93	1029	0	956	0	1011	0	997	0	833	158	935	0	980	0	1002	0	1010	0	1032	0	1063	0	925	0	966	0	1036	0	936	0	998	0	985	0	1029	0
4	1003	0	998	0	996	0	1030	0	758	200	838	145	780	167	986	0	954	0	1016	0	847	132	1017	0	862	158	836	150	978	0	990	0	1023	0	971	0	689	273	1010	0
5	993	0	987	0	752	244	1061	0	1003	0	846	157	1007	0	1018	0	1019	0	995	0	976	0	1009	0	1008	0	968	0	815	179	898	142	990	0	963	0	972	0	694	314
6	880	193	769	245	758	267	786	202	989	0	844	196	773	126	974	0	998	0	674	337	880	152	860	164	1000	0	983	0	824	173	642	382	1028	0	724	291	1005	0	693	270
7	1017	0	985	0	743	287	1012	0	1003	0	828	150	1012	0	1021	0	1011	0	1032	0	1029	0	982	0	1042	0	978	0	826	186	903	135	994	0	997	0	941	0	710	284
8	1013	0	936	0	963	0	1034	0	807	247	872	138	799	187	956	0	960	0	1060	0	843	163	1004	0	842	171	849	153	1034	0	1034	0	983	0	993	0	767	237	991	0
9	834	205	815	226	749	263	769	255	960	0	862	173	872	167	1010	0	958	0	674	336	905	113	789	198	989	0	979	0	825	191	633	425	991	0	735	283	994	0	646	283
10	839	190	742	215	739	252	976	0	987	0	849	167	900	123	998	0	960	0	788	234	1002	0	968	0	984	0	1002	0	792	183	696	294	948	0	751	273	1001	0	661	296
11	822	187	933	99	1035	0	1034	0	984	0	1004	0	815	122	1032	0	1045	0	1021	0	1016	0	995	0	952	0	945	0	1024	0	1019	0	1045	0	1023	0	977	0	975	0
12	934	0	1036	0	714	286	1046	0	984	0	851	172	971	0	1000	0	977	0	960	0	994	0	994	0	1007	0	1004	0	762	162	821	144	948	0	1012	0	1010	0	662	277
13	993	0	851	145	1003	0	1026	0	1004	0	1001	0	959	0	824	151	963	0	994	0	979	0	987	0	983	0	998	0	1001	0	1010	0	874	127	986	0	1002	0	940	0
14	1034	0	1007	0	717	270	955	0	1019	0	861	207	987	0	1025	0	1018	0	1065	0	961	0	957	0	1024	0	969	0	792	163	835	126	982	0	1021	0	1007	0	665	292
15	1048	0	1001	0	778	252	1061	0	1001	0	862	148	1028	0	1047	0	1059	0	993	0	998	0	1000	0	983	0	962	0	843	179	902	136	979	0	1046	0	998	0	656	313
16	1020	0	1000	0	971	0	1027	0	771	238	856	139	832	186	1057	0	993	0	993	0	823	149	1015	0	819	178	818	149	952	0	1020	0	992	0	983	0	694	265	963	0
