gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14	sample15	sample15	sample16	sample16	sample17	sample17	sample18	sample18	sample19	sample19
0	1130	0	853	156	833	199	1032	0	961	0	988	0	833	152	991	0	985	0	989	0	1003	0	945	0	1023	0	1016	0	961	0	719	277	1032	0	933	0	996	0	990	0
1	722	244	964	0	1031	0	1025	0	881	105	820	158	989	0	1019	0	1027	0	984	0	728	269	956	0	1026	0	1037	0	997	0	1041	0	829	133	972	0	977	0	1003	0
2	1005	0	896	107	980	0	894	131	921	97	850	162	1017	0	970	0	860	113	740	232	975	0	945	0	750	240	905	85	769	221	1003	0	1002	0	793	250	944	0	930	0
3	489	512	522	501	700	339	724	258	681	329	482	470	474	492	478	500	527	483	531	497	488	476	499	520	490	509	596	358	501	472	469	489	693	288	499	517	486	489	503	510
4	993	0	891	110	1022	0	896	141	911	112	839	172	1018	0	961	0	889	120	743	278	986	0	983	0	773	233	890	113	736	239	1004	0	981	0	788	193	1009	0	976	0
5	1063	0	710	332	689	348	995	0	1009	0	1001	0	699	276	711	255	869	150	969	0	1009	0	1045	0	1003	0	942	0	1047	0	712	283	955	0	673	272	758	262	991	0
6	496	473	472	482	652	333	750	324	652	328	505	466	505	462	492	476	512	503	487	465	505	496	526	512	488	481	632	318	496	493	516	474	666	311	496	500	457	445	496	473
7	958	0	937	112	1043	0	863	108	892	116	818	149	980	0	937	0	890	118	804	250	1014	0	966	0	798	232	902	98	781	252	985	0	987	0	764	210	1028	0	991	0
8	553	496	522	525	688	303	707	289	659	341	497	503	477	490	505	503	499	485	454	543	534	524	505	503	474	447	657	369	477	522	496	516	709	298	460	491	468	511	495	505
9	716	317	1030	0	1023	0	1066	0	915	122	811	175	1042	0	1056	0	999	0	983	0	816	258	1000	0	986	0	1014	0	972	0	1030	0	826	156	985	0	960	0	1011	0
10	1016	0	702	295	686	330	933	0	922	0	988	0	734	253	752	267	882	152	942	0	1007	0	996	0	974	0	1016	0	978	0	723	305	995	0	724	296	704	245	1019	0
11	467	509	509	460	682	308	689	292	623	351	487	490	500	477	505	493	501	473	538	515	533	498	459	483	481	482	654	365	509	498	502	523	652	316	516	512	517	508	503	503
12	778	270	1023	0	997	0	983	0	961	117	771	166	996	0	1008	0	1000	0	960	0	740	250	992	0	1009	0	998	0	1015	0	969	0	853	154	986	0	986	0	1041	0
13	482	532	498	509	668	331	742	282	666	328	465	482	492	507	494	480	507	486	493	472	529	545	500	492	503	483	708	369	518	519	496	494	683	309	489	510	541	473	498	493
14	1007	0	860	99	998	0	849	153	926	105	833	158	1001	0	986	0	924	100	750	229	993	0	962	0	776	237	871	120	783	245	955	0	1000	0	815	237	985	0	998	0
15	989	0	971	0	1019	0	1014	0	881	120	998	0	888	118	1016	0	825	144	787	248	1029	0	790	228	755	281	893	116	1002	0	745	201	1019	0	1016	0	735	226	819	243
16	975	0	1009	0	1011	0	997	0	879	130	992	0	907	104	1053	0	868	128	784	275	989	0	816	253	739	308	905	121	1002	0	817	228	1013	0	1018	0	748	244	778	232
17	1011	0	890	93	987	0	930	147	909	98	831	168	1008	0	975	0	867	104	780	243	1047	0	1006	0	743	202	889	120	755	229	1021	0	1019	0	729	235	1056	0	989	0
18	983	0	943	0	959	0	994	0	884	134	984	0	1020	0	1019	0	891	133	1019	0	972	0	984	0	748	276	1025	0	993	0	954	0	1014	0	1008	0	1018	0	1002	0
19	692	294	966	0	988	0	981	0	848	109	786	181	1043	0	1003	0	1032	0	1042	0	748	258	1058	0	1049	0	1054	0	965	0	940	0	817	145	979	0	971	0	1014	0
20	737	277	1015	0	990	0	971	0	896	112	883	180	960	0	1055	0	981	0	982	0	725	280	971	0	1018	0	1023	0	1007	0	990	0	836	123	1009	0	1008	0	971	0
21	727	270	999	0	1018	0	1038	0	860	105	855	179	1000	0	1000	0	994	0	1045	0	762	242	977	0	1036	0	1000	0	1025	0	996	0	834	150	982	0	1013	0	1025	0
22	699	287	959	0	1020	0	952	0	823	104	734	183	1041	0	998	0	1026	0	966	0	786	234	1049	0	984	0	980	0	1025	0	1069	0	786	166	995	0	958	0	964	0
23	971	0	802	163	816	161	1029	0	978	0	1033	0	800	167	998	0	1003	0	1025	0	980	0	1013	0	1020	0	1086	0	1060	0	665	287	956	0	1022	0	963	0	1008	0
24	1013	0	1025	0	854	167	784	196	837	164	1036	0	1016	0	1012	0	959	0	1028	0	935	0	1040	0	998	0	841	172	950	0	970	0	778	193	1063	0	1011	0	991	0
25	950	0	715	292	674	331	975	0	1047	0	998	0	721	254	719	221	886	152	1046	0	1049	0	1002	0	974	0	1037	0	1056	0	706	318	1019	0	748	271	728	266	1026	0
26	1041	0	913	101	1090	0	899	133	907	114	865	140	927	0	976	0	903	111	718	245	1004	0	1004	0	809	238	854	99	801	210	1002	0	987	0	723	204	1000	0	1053	0
27	716	245	1035	0	1022	0	968	0	916	120	781	195	1002	0	987	0	975	0	1015	0	727	275	1020	0	973	0	987	0	947	0	1045	0	885	156	991	0	1028	0	1048	0
28	751	275	965	0	975	0	986	0	917	127	811	211	1037	0	954	0	1048	0	986	0	785	283	1016	0	1040	0	1015	0	970	0	1013	0	855	144	1011	0	1001	0	1042	0
29	721	276	1015	0	1048	0	1010	0	869	130	768	185	899	0	976	0	1004	0	998	0	742	225	1007	0	970	0	974	0	1016	0	949	0	877	154	1025	0	988	0	989	0
30	995	0	899	154	819	182	947	0	983	0	1026	0	853	149	1028	0	989	0	993	0	1008	0	982	0	1067	0	992	0	971	0	689	309	1020	0	970	0	1063	0	1054	0
31	807	217	507	546	505	507	490	494	640	377	655	313	495	494	455	502	494	521	524	514	721	230	514	456	477	481	511	471	488	492	489	505	669	361	498	519	489	485	485	524
32	675	275	1058	0	1035	0	994	0	918	113	802	188	1027	0	996	0	1012	0	1022	0	728	205	1007	0	989	0	1027	0	980	0	1035	0	888	152	990	0	1001	0	1001	0
33	990	0	979	0	830	156	782	193	849	149	1032	0	1020	0	1024	0	1020	0	974	0	956	0	1014	0	1006	0	908	148	1019	0	975	0	771	191	1013	0	1036	0	941	0
34	985	0	865	171	772	171	958	0	991	0	962	0	849	152	1049	0	1026	0	1030	0	977	0	966	0	1037	0	945	0	1004	0	712	307	996	0	946	0	1004	0	1012	0
35	992	0	873	104	1033	0	813	138	894	89	813	168	915	0	969	0	895	101	711	275	981	0	981	0	818	241	868	112	786	235	961	0	1048	0	803	200	1004	0	958	0
36	526	444	499	507	670	296	720	319	612	359	547	485	509	498	519	518	506	512	541	531	491	532	537	485	528	516	652	349	482	492	500	503	647	266	512	479	519	519	518	520
37	991	0	675	286	633	337	842	161	989	0	999	0	597	416	511	486	823	136	991	0	740	242	739	248	1027	0	867	119	773	267	721	258	852	162	705	286	726	303	731	259
38	961	0	802	172	860	165	1025	0	946	0	977	0	845	139	1035	0	1045	0	1032	0	1019	0	997	0	1009	0	1007	0	988	0	746	316	995	0	1011	0	1022	0	1003	0
39	785	248	1051	0	1006	0	1003	0	839	114	815	187	1007	0	972	0	965	0	1069	0	738	255	974	0	980	0	1036	0	988	0	990	0	806	136	980	0	1016	0	1006	0
40	742	265	976	0	995	0	1043	0	897	120	745	187	936	0	958	0	969	0	975	0	759	245	1088	0	1017	0	988	0	996	0	994	0	887	152	933	0	1019	0	1006	0
41	928	0	985	0	1028	0	1035	0	896	119	1027	0	898	95	974	0	897	138	749	264	1027	0	746	237	727	274	888	108	1034	0	767	209	930	0	940	0	755	253	657	264
42	1017	0	732	303	664	306	989	0	1056	0	1022	0	736	286	759	287	835	150	986	0	974	0	982	0	974	0	993	0	1062	0	650	278	1001	0	717	279	741	283	966	0
43	798	217	476	503	491	500	489	524	614	424	715	294	476	564	518	523	497	518	494	532	742	265	533	494	509	495	485	495	515	513	492	547	645	373	489	541	499	474	444	495
44	949	0	1024	0	976	0	1000	0	853	129	1020	0	935	112	979	0	792	143	710	231	990	0	709	230	688	284	978	107	933	0	799	208	1019	0	1017	0	777	240	733	254
45	996	0	913	112	1055	0	870	124	929	126	810	152	992	0	1019	0	822	124	755	249	1000	0	975	0	778	228	792	109	798	233	977	0	1001	0	756	202	990	0	977	0
46	751	275	1006	0	1006	0	1036	0	878	123	856	177	1017	0	996	0	957	0	975	0	778	273	1015	0	977	0	979	0	1020	0	1016	0	878	163	951	0	1020	0	1047	0
47	771	243	1050	0	1023	0	1002	0	898	122	884	177	975	0	1026	0	1000	0	1020	0	725	243	980	0	991	0	988	0	1069	0	934	0	837	132	965	0	923	0	983	0
48	751	316	1003	0	981	0	969	0	886	118	837	184	1003	0	989	0	967	0	947	0	759	245	1015	0	1029	0	980	0	958	0	1044	0	878	150	1035	0	1040	0	958	0
49	710	263	932	0	982	0	941	0	895	132	806	192	977	0	1051	0	1033	0	998	0	766	233	951	0	1009	0	977	0	1011	0	1029	0	825	167	937	0	1000	0	1049	0
50	737	264	1044	0	989	0	1049	0	871	107	809	189	1021	0	932	0	1056	0	1018	0	774	235	981	0	1031	0	1014	0	1034	0	1022	0	865	144	961	0	1006	0	995	0
51	717	275	1062	0	969	0	1001	0	851	122	861	186	1025	0	998	0	1078	0	980	0	731	289	972	0	1045	0	996	0	1012	0	1020	0	844	147	986	0	1014	0	955	0
52	981	0	709	281	671	360	940	0	968	0	1008	0	716	263	709	250	827	140	1001	0	995	0	989	0	1038	0	962	0	952	0	717	330	1016	0	738	271	781	238	979	0
53	1015	0	691	277	693	296	958	0	1028	0	972	0	716	310	761	250	899	142	1043	0	1015	0	954	0	1012	0	990	0	946	0	709	268	1024	0	743	295	728	242	962	0
54	753	257	955	0	954	0	988	0	941	109	767	176	1041	0	1046	0	964	0	1022	0	718	230	964	0	979	0	978	0	1038	0	1037	0	817	131	986	0	998	0	979	0
55	735	286	1011	0	999	0	1015	0	903	133	806	179	974	0	956	0	995	0	974	0	755	241	1004	0	1033	0	1089	0	1026	0	986	0	856	177	1012	0	996	0	961	0
56	977	0	838	165	769	176	1015	0	999	0	1060	0	843	166	991	0	1042	0	985	0	1033	0	1000	0	1086	0	1020	0	994	0	748	330	1022	0	1029	0	1072	0	1009	0
57	938	0	862	108	1006	0	896	147	914	89	834	162	941	0	995	0	855	104	766	254	1015	0	1010	0	773	240	947	121	736	221	963	0	947	0	770	219	1014	0	1014	0
58	788	259	530	515	518	488	449	453	627	356	683	328	472	498	494	472	514	498	515	491	777	266	490	538	481	508	501	522	484	501	535	523	674	359	488	498	530	518	518	516
59	1015	0	877	100	960	0	846	139	924	115	821	170	993	0	1062	0	834	113	826	226	975	0	969	0	770	246	872	100	779	240	1002	0	938	0	798	234	1036	0	999	0
