gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9
0	86	14	83	16	103	0	85	14	105	22	89	11	110	0	113	0	85	23	93	16
1	104	0	87	0	105	0	90	19	102	0	128	0	73	12	74	16	86	0	104	0
2	115	0	74	28	108	0	100	0	98	0	85	14	119	0	104	0	60	27	84	0
3	89	15	82	20	80	21	73	10	71	8	55	31	96	11	92	0	71	29	100	17
4	106	0	90	0	102	0	73	16	91	0	102	0	87	16	84	16	105	0	82	0
5	78	0	99	0	104	0	78	13	127	0	95	0	91	17	89	17	96	0	103	0
6	61	37	53	44	51	39	70	27	48	59	51	33	46	57	50	57	45	47	48	44
7	95	22	76	24	84	0	81	16	95	20	81	12	111	0	109	0	99	24	78	23
8	82	6	70	9	100	0	83	10	85	17	81	16	105	0	90	0	70	23	87	14
9	79	13	82	15	94	21	102	13	101	22	86	22	70	12	108	0	78	22	80	19
10	110	0	111	0	97	0	94	15	114	0	104	0	94	15	74	17	96	0	100	0
11	92	0	94	0	104	0	83	18	97	0	89	0	86	24	96	18	99	0	106	0
12	81	0	109	0	87	0	87	12	107	0	96	0	78	14	77	16	86	0	115	0
13	127	0	96	0	88	0	70	10	100	0	91	0	96	18	96	11	111	0	102	0
14	99	0	80	14	88	11	84	0	92	11	86	7	85	0	102	16	91	0	92	0
15	116	0	80	21	103	0	93	0	97	0	103	15	85	0	86	0	80	24	91	0
16	94	0	100	0	96	0	96	17	86	0	97	0	83	20	91	18	97	0	102	0
17	90	15	93	19	96	8	87	19	80	19	69	24	82	12	95	0	80	24	78	14
18	92	0	86	10	105	11	105	0	66	9	88	6	108	0	79	13	100	0	119	0
19	93	0	95	0	98	0	95	12	110	0	80	0	83	20	78	18	89	0	88	0
20	110	0	119	0	109	0	72	8	94	0	110	0	96	13	125	21	101	0	122	0
21	89	15	79	11	99	14	82	15	77	27	71	30	84	18	87	0	76	21	76	20
22	85	23	70	20	119	0	92	15	80	18	98	12	104	0	99	0	73	28	86	11
23	84	21	91	21	92	19	95	9	81	19	86	9	90	15	75	18	80	33	46	34
24	87	14	86	13	93	0	88	13	88	21	86	9	107	0	105	0	76	35	85	18
25	84	0	96	0	108	0	86	10	107	0	103	0	89	17	75	22	99	0	101	0
26	105	8	82	21	77	7	82	16	84	15	67	39	97	14	115	0	92	35	71	13
27	108	0	83	11	110	0	104	0	92	14	93	8	94	0	92	12	104	0	107	0
28	124	0	84	14	94	0	123	0	91	19	97	10	101	0	67	15	110	0	88	0
29	69	27	82	23	92	0	94	15	67	23	79	19	94	0	110	0	71	28	84	9
30	103	0	73	13	105	0	109	0	66	23	96	13	111	0	84	16	95	0	109	0
31	87	12	79	20	91	13	86	13	75	10	90	23	83	11	114	0	64	27	86	11
32	89	0	105	0	113	0	77	10	96	0	115	0	89	10	63	13	105	0	110	0
33	98	0	84	22	116	0	116	0	97	0	74	12	96	0	89	0	61	25	102	0
34	110	0	70	10	95	0	102	0	92	0	81	8	105	0	81	0	75	22	103	0
35	94	10	88	20	85	0	85	18	85	11	75	12	97	0	98	0	72	30	89	13
36	68	41	47	40	52	50	78	35	70	50	70	33	46	53	48	42	49	58	57	45
37	111	0	107	0	99	0	87	10	101	0	88	0	78	16	84	21	91	0	97	0
38	71	23	80	14	98	22	79	17	80	21	90	17	80	14	93	17	75	23	71	30
39	79	21	74	14	106	0	85	10	69	22	75	8	89	0	97	0	74	22	88	15
40	48	42	52	53	64	54	61	41	50	37	58	26	51	48	55	47	57	48	44	40
41	74	28	81	28	89	20	80	12	88	10	88	8	104	21	97	19	82	26	87	37
42	123	0	96	0	95	0	83	6	99	0	108	0	104	14	83	12	122	0	121	0
43	75	10	95	18	111	10	86	12	84	22	76	32	69	24	101	0	89	19	77	20
44	100	0	92	0	106	0	86	11	111	0	101	0	105	17	97	15	89	0	105	0
45	97	0	115	0	118	0	89	10	86	0	109	0	71	18	79	18	109	0	87	0
46	83	25	90	21	87	12	102	12	80	21	83	16	103	27	97	10	64	32	72	27
47	109	0	87	0	92	0	108	13	91	0	114	0	87	18	104	22	95	0	121	0
48	95	0	94	16	100	0	123	0	100	0	84	13	92	0	100	0	84	32	105	0
49	86	25	95	18	79	12	75	14	91	17	85	14	75	17	78	21	70	21	63	27
50	65	29	79	19	95	14	106	12	80	8	86	10	82	16	78	20	77	30	76	31
51	94	0	78	15	83	0	92	0	105	0	82	14	115	0	93	0	64	31	107	0
52	107	0	83	12	83	8	115	0	88	15	96	8	86	0	87	17	104	0	116	0
53	97	0	93	0	108	0	94	11	93	0	81	0	81	18	83	9	81	0	89	0
54	110	0	101	0	92	0	81	11	98	0	109	0	94	17	79	19	114	0	87	0
55	97	0	77	11	100	0	91	0	83	0	76	5	109	0	100	0	91	31	107	0
56	88	17	64	18	92	16	80	16	78	18	75	34	82	15	91	0	75	19	78	9
57	95	0	100	0	96	0	73	11	99	0	103	0	99	7	79	15	105	0	98	0
58	85	28	77	20	102	12	89	11	82	10	94	11	85	16	76	22	71	32	63	15
59	67	29	65	18	77	16	67	13	79	15	90	11	95	12	93	16	66	23	62	31
60	87	0	82	0	100	0	88	10	96	0	109	0	73	18	66	14	120	0	113	0
61	100	0	94	0	96	0	99	7	93	0	109	0	82	9	87	14	88	0	92	0
62	70	25	98	18	75	19	96	11	80	22	83	14	68	11	77	13	79	24	81	25
63	116	0	88	20	105	0	102	0	100	0	81	13	75	0	105	0	81	27	102	0
64	71	39	51	46	43	37	56	28	55	58	66	35	57	47	62	46	51	46	53	62
65	107	0	80	15	77	10	104	0	83	17	87	15	88	0	98	12	97	0	88	0
66	102	0	92	0	105	0	97	9	106	0	115	0	86	14	88	22	85	0	100	0
67	68	20	90	15	94	9	89	6	80	15	60	19	66	13	81	15	75	23	59	26
68	98	0	94	0	124	0	94	11	106	0	87	0	93	20	89	18	86	0	107	0
69	96	10	94	19	98	10	92	12	80	14	79	33	82	20	119	0	75	25	82	13
70	90	10	87	21	97	13	103	16	67	19	75	27	73	22	103	0	85	25	93	10
71	92	0	107	0	97	0	88	13	114	0	113	0	80	16	66	13	109	0	91	0
72	98	15	74	16	89	0	88	12	83	18	97	12	108	0	110	0	86	23	76	16
73	106	0	93	24	95	0	101	0	94	0	85	9	109	0	106	0	71	21	121	0
74	96	18	91	21	105	0	85	9	88	19	86	12	106	0	101	0	59	32	78	12
75	119	0	109	0	103	0	91	16	110	0	97	0	70	20	86	15	102	0	100	0
76	73	22	78	23	80	11	96	9	91	27	94	11	92	10	66	19	65	24	67	35
77	54	35	69	31	76	34	53	28	69	27	99	19	64	30	53	47	77	28	69	30
78	58	43	49	49	45	51	60	51	46	46	56	34	63	57	52	49	46	51	61	50
79	119	0	80	0	90	0	81	12	112	0	97	0	74	13	86	16	104	0	81	0
80	85	26	68	15	108	0	85	17	78	12	94	10	115	0	82	0	61	32	98	20
81	98	0	83	16	109	0	101	0	98	0	90	10	96	0	113	0	82	18	106	0
82	94	0	90	16	97	8	106	0	78	15	90	9	92	0	80	17	109	0	87	0
83	80	13	74	16	94	16	94	14	66	11	96	30	68	9	98	0	81	22	88	26
84	90	0	114	0	96	0	98	13	106	0	90	0	95	16	77	16	95	0	96	0
85	100	0	118	0	98	0	93	12	97	0	119	0	88	13	82	13	94	0	95	0
86	101	0	81	8	100	0	91	0	85	16	89	11	105	0	83	15	91	0	123	0
87	57	27	87	16	79	18	95	19	70	28	81	10	78	11	85	15	80	24	51	35
88	81	28	76	21	103	0	82	8	98	8	95	11	111	0	86	0	79	23	79	23
89	77	18	96	20	81	11	93	11	77	23	75	16	81	18	72	17	81	21	72	36
90	75	32	85	15	87	0	84	8	71	20	93	13	95	0	86	0	72	22	92	19
91	61	28	83	14	99	11	85	10	90	16	77	12	79	12	79	18	76	23	66	27
92	112	11	68	12	92	0	108	10	98	20	110	7	92	0	100	0	88	23	79	10
93	109	0	99	0	108	0	86	9	97	0	98	0	77	14	89	10	94	0	96	0
94	97	12	88	20	96	12	97	14	85	16	72	37	86	19	104	0	76	31	106	15
95	77	16	69	14	93	0	90	11	66	16	95	8	100	0	91	0	80	18	86	12
96	66	19	65	13	80	18	89	7	84	20	77	19	71	17	82	22	76	25	69	35
97	81	8	77	16	102	0	86	14	86	17	74	14	103	0	83	0	77	21	81	18
98	78	11	77	17	83	11	79	15	86	17	74	37	77	14	94	0	69	22	87	13
99	95	0	102	0	105	0	87	9	111	0	89	0	96	15	81	13	107	0	105	0
