gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4
0	95	0	118	0	83	0	71	11	98	0
1	100	0	102	0	96	0	81	18	93	0
2	73	0	90	0	108	0	95	17	95	0
3	102	0	88	13	74	11	94	0	66	22
4	87	0	84	0	103	0	84	8	111	0
5	96	0	80	7	99	23	87	0	85	17
6	87	0	97	0	94	0	114	0	98	0
7	86	13	72	13	73	12	85	10	64	17
8	93	0	80	0	105	0	81	0	97	0
9	71	16	81	28	94	10	103	13	69	28
10	93	0	93	16	93	15	97	0	79	19
11	89	0	95	0	116	0	70	15	111	0
12	95	10	79	16	84	25	84	38	78	28
13	112	0	83	0	108	0	78	13	80	0
14	81	0	112	0	115	0	85	21	95	0
15	95	12	79	5	104	0	84	10	103	0
16	69	29	85	23	91	9	89	7	64	25
17	98	0	88	16	106	13	101	0	71	26
18	80	10	71	26	58	24	82	25	75	25
19	112	0	98	0	96	0	80	14	106	0
20	119	0	99	0	88	0	83	14	100	0
21	93	0	85	13	90	10	100	0	70	27
22	90	13	71	38	72	24	79	29	75	20
23	83	14	82	18	94	8	83	12	96	0
24	89	0	102	0	85	0	97	15	93	0
25	123	0	106	0	97	0	77	19	94	0
26	96	0	99	13	75	9	106	0	83	17
27	87	30	90	24	88	9	111	6	67	24
28	92	10	74	33	78	23	67	27	77	16
29	97	0	98	0	95	0	73	12	103	0
30	98	0	106	0	99	0	92	12	105	0
31	90	0	97	0	90	0	86	12	100	0
32	113	0	88	0	106	0	102	14	114	0
33	90	0	84	13	79	12	87	0	75	19
34	99	0	80	13	92	13	97	0	70	23
35	67	23	68	22	102	11	87	6	58	28
36	84	12	83	12	61	25	90	30	60	29
37	112	0	88	16	89	21	99	0	83	36
38	103	0	91	0	90	0	98	8	94	0
39	85	15	82	27	79	18	75	25	74	24
40	95	0	95	0	104	0	78	12	108	0
41	93	0	90	0	96	0	84	13	93	0
42	92	0	105	0	101	0	88	15	90	0
43	107	0	108	0	90	0	87	14	93	0
44	97	0	79	13	109	20	109	0	96	27
45	100	0	103	10	100	10	100	0	70	33
46	87	12	81	16	74	10	85	10	78	30
47	88	0	107	0	106	0	82	8	91	0
48	81	10	74	9	94	13	89	11	83	26
49	83	0	94	0	102	0	72	14	94	0
50	124	0	91	0	101	0	78	21	92	0
51	99	14	82	11	73	9	88	8	95	0
52	90	0	120	0	99	0	100	14	106	0
53	76	24	84	40	87	16	69	6	85	29
54	105	0	108	0	103	0	82	12	97	0
55	114	0	92	0	106	0	77	10	106	0
56	94	0	99	0	109	0	76	19	76	0
57	91	13	95	10	99	9	88	17	50	19
58	108	0	71	15	77	5	83	0	69	26
59	87	0	104	0	95	0	93	10	100	0
60	74	15	81	8	97	12	84	13	67	32
61	114	0	106	0	92	0	71	11	100	0
62	97	0	89	15	65	15	99	0	67	28
63	82	0	88	9	92	11	95	0	75	25
64	108	0	94	0	106	0	69	14	98	0
65	86	10	89	19	97	8	83	20	111	0
66	93	0	81	17	95	11	89	0	78	22
67	83	0	102	0	99	0	83	16	107	0
68	96	11	76	13	82	20	90	14	86	33
69	96	12	80	13	94	11	84	12	96	0
70	100	6	97	6	130	0	83	9	104	0
71	93	0	95	0	89	0	80	12	105	0
72	110	0	76	17	99	13	124	0	63	29
73	82	28	91	28	101	11	101	8	77	21
74	82	0	94	0	97	0	85	13	117	0
75	93	0	92	16	88	14	102	0	77	32
76	71	25	79	18	90	13	86	10	88	28
77	107	0	81	19	90	13	108	0	64	27
78	109	0	101	0	109	0	77	21	117	0
79	93	0	111	0	97	0	76	11	92	0
80	97	0	71	12	92	11	93	0	76	34
81	77	16	92	17	90	14	90	12	109	0
82	108	0	97	16	91	14	92	0	77	19
83	104	0	98	0	104	0	95	15	103	0
84	102	0	93	11	80	15	91	0	88	27
85	66	28	90	31	72	12	99	10	76	23
86	109	0	100	0	85	0	91	15	111	0
87	110	0	86	13	85	17	106	0	78	19
88	99	0	94	0	96	0	104	0	85	0
89	98	0	99	0	86	0	86	16	111	0
90	114	0	99	0	75	0	71	10	96	0
91	93	12	65	14	79	23	70	25	85	28
92	106	0	90	0	120	0	77	10	110	0
93	88	14	76	16	73	7	89	13	108	0
94	95	0	106	0	107	0	95	13	108	0
95	105	0	82	0	102	0	102	10	96	0
96	78	0	82	24	96	17	102	0	73	27
97	92	0	86	9	74	13	108	0	68	31
98	103	0	100	0	103	0	76	11	101	0
99	108	0	86	0	88	0	75	13	117	0
