gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9
0	97	0	126	0	111	0	69	13	93	0	73	33	82	10	109	0	99	0	89	17
1	81	11	83	0	80	31	98	0	116	0	115	0	120	0	112	0	99	0	90	0
2	82	0	87	18	69	27	102	0	99	0	99	0	68	6	90	0	111	0	89	0
3	101	0	107	0	101	0	97	0	91	10	76	0	100	10	82	0	95	0	96	0
4	81	0	106	16	63	30	104	0	104	0	106	0	106	7	105	0	104	0	124	0
5	65	39	46	52	78	29	59	25	73	17	101	0	66	32	64	37	97	0	111	0
6	89	8	91	9	111	0	89	12	91	0	90	0	93	0	107	0	110	0	124	0
7	68	30	90	15	82	23	101	0	100	0	97	0	87	10	100	0	98	0	101	0
8	117	0	102	0	93	0	92	11	98	0	80	18	110	0	77	18	82	22	87	15
9	108	0	122	0	109	0	100	0	87	13	113	0	72	14	111	0	94	0	114	0
10	125	0	96	0	110	0	77	14	102	0	75	34	76	7	91	0	108	0	75	12
11	80	8	92	0	74	27	105	0	94	0	83	0	110	0	102	0	92	0	97	0
12	61	32	49	50	78	25	83	29	88	18	89	0	72	27	75	37	96	0	104	0
13	85	13	95	0	72	20	99	0	118	0	108	0	99	0	102	0	105	0	95	0
14	96	0	83	10	77	25	101	0	82	0	93	0	94	10	109	0	108	0	111	0
15	80	10	101	0	86	16	84	0	97	0	96	0	88	0	90	0	106	0	93	0
16	84	0	101	0	100	0	90	0	81	17	105	0	124	0	98	0	70	30	62	27
17	75	8	100	0	75	27	106	0	107	0	92	0	83	0	82	0	97	0	94	0
18	73	13	103	0	83	23	113	0	94	0	109	0	99	0	91	0	95	0	108	0
19	88	13	97	0	61	22	96	0	114	0	89	0	83	0	96	0	102	0	91	0
20	113	0	97	9	82	21	100	0	119	0	107	0	109	11	95	0	113	0	99	0
21	107	0	101	14	78	18	107	0	96	0	97	0	94	10	88	0	93	0	102	0
22	97	7	96	0	81	21	121	0	111	0	109	0	92	0	92	0	102	0	130	0
23	98	7	109	0	73	29	90	0	109	0	120	0	79	0	92	0	106	0	98	0
