gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4
0	959	0	997	0	1025	0	1039	0	888	106
1	513	449	837	171	733	257	745	250	929	103
2	982	0	809	208	774	229	1051	0	946	0
3	991	0	774	176	743	231	791	215	967	0
4	1019	0	864	164	742	251	750	234	1004	0
5	749	280	1040	0	745	265	690	284	900	87
6	981	0	974	0	1053	0	978	0	1025	0
7	477	465	849	180	759	274	736	244	961	91
8	946	0	817	182	763	248	739	271	1010	0
9	482	505	839	192	746	261	689	253	895	100
10	1012	0	995	0	964	0	1007	0	1019	0
11	514	517	813	168	700	292	724	266	892	84
12	497	519	817	169	727	275	734	275	918	109
13	486	523	834	162	686	287	751	240	885	99
14	464	507	865	185	707	256	759	262	882	123
15	1003	0	857	140	997	0	1002	0	926	69
16	506	481	826	192	735	243	752	287	942	104
17	504	476	875	173	705	252	720	277	894	100
18	745	271	994	0	1042	0	957	0	1005	0
19	743	292	978	0	767	256	786	259	895	101
20	511	478	829	167	684	308	698	228	901	94
21	470	529	867	156	766	257	733	264	846	111
22	756	265	1028	0	721	242	727	239	904	89
23	552	512	792	165	732	248	759	283	940	126
24	972	0	1012	0	981	0	1016	0	912	93
25	511	533	827	195	728	288	704	282	970	109
26	997	0	991	0	1032	0	998	0	974	0
27	501	525	892	181	758	288	716	276	876	84
28	491	491	858	184	739	253	748	227	853	107
29	988	0	1043	0	1014	0	1045	0	932	0
30	999	0	945	0	1051	0	1062	0	1039	0
31	996	0	817	167	780	246	734	237	1074	0
32	520	532	881	159	765	271	785	245	857	95
33	525	523	823	185	775	282	766	264	586	435
34	1000	0	960	0	967	0	1022	0	889	97
35	500	500	776	196	752	277	727	241	849	99
36	731	264	1015	0	733	252	750	255	936	96
37	481	504	809	176	733	265	741	290	557	434
38	498	497	806	179	692	278	744	231	916	105
39	510	491	834	176	710	288	743	245	910	95
40	1043	0	1010	0	992	0	1013	0	1014	0
41	982	0	787	198	803	225	761	221	958	0
42	1038	0	979	0	1038	0	978	0	1041	0
43	516	517	823	165	709	292	707	247	875	106
44	960	0	1040	0	997	0	1007	0	952	112
45	551	509	824	165	730	287	758	259	921	115
46	1005	0	987	0	955	0	1055	0	996	0
47	467	471	820	163	693	278	685	256	910	107
48	709	281	1026	0	702	253	733	258	930	124
49	953	0	1029	0	1007	0	973	0	960	0
50	1060	0	956	0	993	0	927	0	1004	0
51	986	0	894	140	1018	0	1005	0	983	86
52	1038	0	1004	0	1011	0	1023	0	1001	0
53	1005	0	1030	0	1025	0	1028	0	1048	0
54	1000	0	1007	0	971	0	988	0	1019	0
55	738	231	1056	0	1036	0	978	0	956	0
56	997	0	787	176	753	235	784	255	953	0
57	1051	0	1026	0	986	0	999	0	1005	0
58	925	0	888	147	1003	0	953	0	978	79
59	730	259	971	0	720	273	737	255	908	91
60	510	499	813	146	696	280	758	254	863	113
61	723	280	1008	0	767	268	713	253	947	94
62	706	224	1022	0	730	267	682	275	888	106
63	1037	0	778	171	775	221	743	244	1007	0
64	480	516	805	163	722	304	750	255	574	422
65	1012	0	970	0	1021	0	986	0	799	154
66	478	519	884	163	770	292	771	217	861	96
67	748	269	999	0	670	271	712	261	852	91
68	526	479	808	178	669	283	782	264	901	108
69	779	237	1008	0	774	278	736	261	877	122
70	988	0	978	0	976	0	1039	0	1029	0
71	470	512	831	181	743	288	775	269	854	95
72	996	0	846	177	756	233	745	234	980	0
73	1024	0	997	0	994	0	1041	0	822	169
74	1030	0	943	0	984	0	954	0	954	0
75	523	473	808	174	699	228	737	289	561	439
76	713	246	982	0	730	291	743	289	904	101
77	1052	0	861	146	966	0	995	0	908	85
78	479	505	859	173	715	254	721	260	849	87
79	481	508	819	178	724	272	691	260	863	86
80	476	518	842	156	720	268	731	261	911	106
81	476	551	815	172	705	271	759	248	930	89
82	497	513	859	172	749	281	727	234	920	108
83	1023	0	791	163	783	255	785	254	1061	0
84	979	0	1049	0	979	0	1003	0	971	0
85	481	532	820	166	722	272	727	288	888	109
86	1051	0	1031	0	1022	0	1015	0	999	0
87	769	237	1014	0	999	0	1009	0	996	0
88	1058	0	870	123	947	0	995	0	942	91
89	495	500	853	168	728	212	725	263	866	86
90	513	486	834	152	697	280	759	238	978	98
91	1024	0	1013	0	938	0	989	0	946	0
92	712	268	985	0	760	257	730	271	902	99
93	1019	0	791	172	765	225	788	237	1058	0
94	790	234	1012	0	991	0	1041	0	1003	0
95	993	0	993	0	995	0	973	0	965	0
96	507	506	804	160	752	266	747	291	588	417
97	985	0	972	0	1017	0	985	0	994	0
98	731	248	991	0	724	250	777	258	909	94
99	1040	0	849	187	805	214	976	0	1013	0
