gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	98	0	81	20	102	0	78	24	100	0	92	0	101	0	85	0	97	0	115	0	106	0	110	0	97	0	92	0	99	0
1	102	0	120	0	94	0	91	14	98	0	96	0	86	17	104	0	66	31	101	39	87	26	96	0	66	29	79	0	78	13
2	87	11	61	17	87	16	87	0	86	24	89	21	90	17	83	14	94	0	88	0	117	0	84	0	109	0	69	14	108	0
3	96	0	63	15	94	0	77	27	89	0	102	0	102	0	96	0	75	0	106	0	96	0	110	0	88	0	100	0	83	0
4	97	0	89	16	100	0	87	22	103	0	106	0	128	0	115	0	83	0	89	0	86	0	100	0	103	0	98	0	92	0
5	111	0	92	0	86	0	74	20	122	0	102	0	80	25	108	0	90	19	83	15	102	0	98	0	102	9	100	0	107	0
6	75	30	88	6	66	36	72	29	83	18	75	27	70	31	61	27	51	48	43	52	38	44	51	49	53	52	51	44	45	47
7	91	15	81	20	101	6	96	0	89	11	114	24	62	21	95	0	100	0	106	0	99	0	101	0	98	0	106	0	103	0
8	95	0	110	0	102	0	94	21	104	0	88	0	73	13	103	0	72	31	86	36	67	23	96	0	81	21	93	0	94	19
9	118	0	112	0	102	0	77	15	85	0	104	0	91	20	112	0	69	40	66	34	67	26	110	0	71	29	88	0	80	11
10	85	21	98	29	90	12	114	0	87	17	80	15	88	20	101	0	87	0	110	0	86	0	97	0	114	0	102	0	97	0
11	90	0	79	22	93	0	87	19	83	0	94	0	98	0	87	0	91	0	92	0	95	0	79	0	99	0	101	0	95	0
12	84	15	82	24	88	12	88	0	53	29	87	14	74	9	72	15	106	0	86	0	86	0	110	0	103	0	88	16	97	0
13	86	13	96	13	99	0	91	0	97	0	99	6	105	0	85	0	120	0	94	0	91	0	102	0	94	0	98	0	105	0
14	108	0	114	0	104	0	104	21	90	0	111	0	81	17	105	0	69	29	66	36	78	22	99	0	75	28	99	0	67	7
15	62	39	95	16	77	11	65	35	83	21	76	26	60	31	65	37	72	24	91	49	82	27	77	27	70	30	86	15	48	44
16	83	10	88	19	82	12	108	0	72	18	73	14	94	13	98	0	86	0	83	0	100	0	108	0	95	0	99	0	92	0
17	102	0	123	0	96	0	70	16	107	0	94	0	77	16	110	0	72	24	79	26	90	22	97	0	85	29	93	0	72	14
18	92	0	96	20	102	0	86	23	83	0	96	0	94	0	84	0	94	0	94	0	96	0	106	0	101	0	79	0	112	0
19	91	13	73	20	70	12	106	0	70	20	73	21	98	22	108	0	109	0	94	0	90	0	88	0	99	0	121	0	94	0
20	95	0	98	0	110	0	83	23	105	0	105	0	76	19	96	0	67	24	88	30	85	18	115	0	66	32	92	0	78	18
21	90	0	105	0	90	0	87	18	110	0	105	0	82	13	96	0	82	17	79	25	71	32	105	0	61	25	107	0	78	6
22	90	15	75	13	95	13	89	0	69	25	90	10	84	18	102	0	107	0	95	0	93	0	99	0	101	0	110	0	109	0
23	83	19	86	18	94	11	96	0	61	43	89	21	98	11	68	29	90	0	96	0	106	0	83	0	99	0	86	9	99	0
24	102	0	68	16	103	0	97	19	113	0	101	0	104	0	101	0	84	0	108	0	97	0	94	0	94	0	88	0	99	0
