gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	100	0	123	0	90	0	96	0	69	19	78	8	99	0	74	20	72	29	96	0	111	0	97	0	78	19	109	0	74	16
1	84	0	106	0	79	26	93	0	113	0	95	14	83	26	104	0	103	0	42	57	70	26	94	24	62	32	81	26	119	0
2	98	0	88	0	64	25	89	0	100	0	88	17	92	13	76	0	105	0	54	39	72	26	88	15	64	26	72	20	93	0
3	85	0	88	0	114	0	93	12	116	0	108	0	114	0	103	0	85	0	98	0	119	0	105	0	118	0	101	0	101	0
4	109	0	97	0	98	0	79	15	98	0	77	11	95	0	85	0	73	18	90	0	90	15	95	0	113	0	91	16	102	0
5	104	0	86	0	101	0	106	0	82	22	74	10	88	0	81	26	76	25	109	0	99	0	101	0	90	20	127	0	85	16
6	100	0	91	0	72	29	107	0	114	0	63	13	96	13	113	0	91	0	44	44	76	33	93	11	72	26	81	15	95	0
7	84	0	106	0	71	39	102	0	106	0	74	0	82	0	90	0	80	0	96	22	105	0	94	0	111	0	94	0	98	0
8	99	0	99	0	87	27	72	0	101	0	80	17	93	12	105	0	103	0	59	47	77	30	92	18	82	27	66	29	100	0
9	57	62	38	49	40	55	73	16	47	45	65	34	52	53	55	54	82	29	43	61	62	21	44	49	42	45	69	34	51	58
10	84	0	124	0	67	22	118	0	100	0	86	11	102	17	101	0	99	0	45	38	57	28	91	6	67	22	77	19	105	0
11	66	43	46	49	92	21	90	16	69	35	75	33	41	48	71	26	87	28	37	48	75	33	57	46	60	37	73	32	52	38
12	94	0	106	0	75	37	109	0	91	0	98	0	90	0	107	0	89	0	72	16	96	0	103	0	97	0	109	0	84	0
13	68	52	52	38	48	44	89	19	46	47	61	50	43	52	52	62	81	25	74	61	86	33	47	37	58	51	55	41	47	42
14	61	56	40	54	63	53	74	13	50	54	76	38	44	44	50	53	71	33	50	53	73	27	63	50	69	53	75	31	50	50
15	83	0	111	0	69	27	109	0	111	0	81	12	93	19	99	0	97	0	48	56	57	33	85	12	84	21	76	22	109	0
16	100	0	109	0	73	23	98	0	107	0	80	15	69	18	98	0	115	0	43	51	67	26	76	16	61	27	87	24	102	0
17	55	49	50	45	60	29	81	15	69	43	70	35	77	55	78	25	74	29	48	50	65	27	61	41	46	38	62	30	62	36
18	93	0	95	0	80	32	108	0	103	0	84	13	67	26	111	0	95	0	48	48	74	33	73	12	67	30	92	26	132	0
19	121	0	128	0	100	0	97	0	97	0	108	14	112	0	89	0	82	0	101	0	87	0	89	0	105	0	105	0	102	0
20	92	6	76	20	104	0	88	0	94	0	117	0	85	7	97	0	104	0	113	0	105	0	112	0	92	0	100	17	95	16
21	46	44	51	50	51	42	80	12	54	48	67	32	41	45	44	33	67	21	51	53	61	39	58	44	41	44	71	35	45	41
22	100	17	64	36	104	0	92	22	79	33	68	27	82	0	82	27	66	16	106	0	98	0	89	5	78	19	96	0	80	32
23	91	0	115	0	103	0	95	0	87	6	79	5	85	0	65	31	80	33	98	0	109	0	83	0	80	23	110	0	93	14
24	96	0	98	0	72	25	98	0	100	0	76	15	86	16	103	0	91	0	46	53	65	26	103	20	76	30	86	24	100	0
25	106	0	109	0	103	0	88	18	85	0	81	24	86	0	103	0	68	14	87	0	81	22	98	0	101	0	90	13	86	0
26	54	61	43	37	38	50	101	29	43	56	59	36	43	62	51	50	74	26	39	54	61	28	53	46	46	50	73	32	48	52
27	112	0	105	0	119	0	101	0	77	23	102	8	110	0	77	21	85	24	110	0	107	0	96	0	84	23	95	0	74	12
28	115	0	87	0	83	30	95	0	95	0	90	8	96	12	100	0	108	0	53	55	57	38	77	15	59	29	85	21	83	0
29	110	0	97	0	108	0	101	0	113	0	93	4	108	0	109	0	92	0	101	0	110	0	101	0	94	0	132	0	103	0
30	104	0	100	0	111	0	94	0	104	0	108	10	106	0	97	0	103	0	95	0	116	0	86	0	109	0	85	0	101	0
31	112	0	90	0	69	34	94	0	99	0	85	20	85	18	115	0	96	0	56	50	57	38	82	10	87	35	74	16	85	0
32	87	9	74	24	89	0	80	32	83	43	81	25	108	0	95	27	59	26	97	0	89	0	94	15	83	28	92	0	81	31
33	80	10	89	22	101	0	91	0	87	0	98	0	93	13	112	0	112	0	89	0	95	0	97	0	87	0	94	16	83	11
34	44	63	43	53	48	47	89	12	42	48	66	36	52	65	47	49	70	21	37	48	52	30	40	49	47	54	52	42	49	50
35	100	0	119	0	74	0	108	0	83	17	71	6	118	0	72	16	71	26	102	0	95	0	98	0	75	15	98	0	83	15
36	41	56	44	56	47	52	86	28	49	44	64	36	44	49	69	49	74	26	43	55	69	41	44	44	51	43	57	51	57	38
37	98	9	86	19	92	0	108	0	90	0	87	0	86	20	94	0	99	0	102	0	124	0	97	0	111	0	89	12	73	13
38	104	0	98	0	69	32	105	0	90	0	88	16	81	11	83	0	81	0	62	42	58	27	81	18	83	37	87	28	94	0
