gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	71	29	57	56	45	63	54	44	45	44	47	33	48	42	35	49	58	24	64	25	60	28	49	45	67	32	55	35	58	40
1	82	18	63	20	91	10	79	0	109	0	87	0	101	0	87	25	100	0	99	0	94	0	81	0	90	0	122	0	107	0
2	77	21	92	0	98	0	66	27	108	0	100	0	81	21	91	0	116	0	106	0	90	25	88	31	101	0	94	0	77	16
3	90	21	122	0	89	0	76	29	105	0	103	0	73	27	89	0	93	0	115	0	95	12	75	22	79	0	107	0	78	15
4	70	22	57	54	47	56	41	41	44	51	51	44	45	41	48	38	76	27	80	25	62	34	43	46	71	29	60	55	56	47
5	95	13	81	22	98	10	58	23	72	24	83	18	52	59	98	0	69	35	87	16	90	13	31	44	93	13	75	33	72	23
6	102	0	81	28	103	0	95	0	119	0	105	0	93	0	109	0	106	0	104	0	100	0	116	0	90	14	106	0	113	0
7	70	13	81	22	94	13	70	31	84	25	64	15	44	53	92	0	54	28	77	16	78	15	45	48	94	13	68	25	63	27
8	93	15	95	0	92	0	57	27	89	0	92	0	67	27	93	0	94	0	112	0	83	20	70	27	90	0	95	0	92	13
9	64	14	85	31	88	9	92	31	76	25	78	26	40	48	93	0	64	25	77	7	69	15	47	56	77	14	91	19	70	23
10	78	15	102	0	99	0	76	32	90	0	90	0	86	29	113	0	122	0	98	0	83	15	78	36	95	0	96	0	67	15
11	80	35	45	56	56	49	59	56	43	55	57	40	47	57	51	44	65	20	70	21	91	27	48	49	70	22	74	39	63	52
12	100	0	68	30	90	0	108	0	111	0	104	0	95	0	108	0	99	0	86	0	96	0	94	0	88	17	96	0	103	0
13	104	0	102	0	91	12	76	19	101	12	102	0	106	0	64	20	129	0	91	14	119	0	103	0	92	10	99	0	103	15
14	68	23	86	21	99	7	83	22	96	19	90	21	62	34	91	0	60	30	99	10	92	13	45	40	84	14	98	21	68	31
