gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14	sample15	sample15	sample16	sample16	sample17	sample17	sample18	sample18	sample19	sample19
0	1028	0	892	89	741	247	1049	0	973	0	765	192	983	0	1025	0	992	0	880	127	783	209	933	0	793	151	772	143	735	289	970	0	750	348	991	0	883	122	974	0
1	796	201	910	135	1021	0	988	0	978	0	981	0	1000	0	1074	0	998	0	973	0	1040	0	1009	0	873	181	994	0	1026	0	1020	0	1006	0	799	191	841	118	1038	0
2	969	0	899	107	757	246	1064	0	1045	0	782	214	1008	0	961	0	1033	0	873	108	833	209	1013	0	842	165	833	178	771	253	957	0	682	320	963	0	873	121	1044	0
3	922	110	988	0	1044	0	779	247	978	0	867	117	969	0	797	187	978	0	945	81	816	113	943	140	1008	0	940	0	1054	0	1046	0	976	0	1038	0	997	0	930	0
4	887	136	1025	0	995	0	736	239	1010	0	889	111	946	0	822	197	990	0	927	79	864	123	927	121	978	0	996	0	939	0	1002	0	1006	0	971	0	1026	0	976	0
5	1047	0	829	104	1018	0	939	0	950	0	961	0	986	0	1019	0	1017	0	899	110	1019	0	1007	0	1016	0	872	166	948	0	1056	0	839	161	976	0	1034	0	978	0
6	994	0	934	0	995	0	718	253	759	222	988	0	837	119	1051	0	1018	0	974	0	863	126	964	0	1040	0	1013	0	992	0	928	0	993	0	857	131	998	0	985	0
7	820	195	883	119	1021	0	964	0	994	0	1020	0	982	0	967	0	992	0	1028	0	980	0	1001	0	856	160	1035	0	1058	0	1050	0	989	0	826	156	852	127	1017	0
8	845	142	1017	0	1050	0	774	230	1027	0	866	118	1092	0	815	198	1006	0	905	85	853	117	882	111	1014	0	999	0	1004	0	984	0	991	0	1048	0	1006	0	1006	0
9	968	0	986	0	1059	0	1034	0	694	288	988	0	778	184	1044	0	1046	0	1027	0	995	0	1028	0	951	0	1004	0	1010	0	944	0	1036	0	988	0	874	121	990	0
10	953	0	860	112	715	238	1012	0	999	0	822	176	1051	0	950	0	999	0	891	142	779	210	1029	0	841	176	880	163	711	251	1040	0	665	350	1024	0	901	127	1023	0
