gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14	sample15	sample15	sample16	sample16	sample17	sample17	sample18	sample18	sample19	sample19
0	108	0	93	0	109	0	100	0	81	18	42	39	85	0	105	0	89	21	104	0	82	34	66	31	105	0	89	12	111	0	63	28	91	0	82	0	92	17	77	10
1	105	0	100	0	103	0	94	0	102	0	74	22	93	0	110	0	86	26	107	0	82	0	85	18	102	0	90	0	100	0	86	19	103	0	103	0	91	0	86	10
2	100	20	95	30	109	0	92	0	115	0	121	0	111	0	110	9	97	0	114	0	105	0	102	0	96	14	119	0	106	0	91	0	106	0	108	0	83	13	93	0
3	76	31	82	21	66	32	71	31	78	23	110	0	36	45	58	37	89	0	82	29	93	0	68	22	67	47	71	37	53	49	82	13	63	54	55	43	82	0	84	24
4	91	0	100	0	113	0	95	0	105	0	75	31	93	0	92	0	101	23	101	0	104	0	87	10	97	0	110	0	95	0	79	15	105	0	118	0	109	0	90	17
5	100	0	108	0	108	0	124	0	78	11	93	0	85	0	87	0	98	0	95	0	97	0	94	0	81	20	94	0	93	0	120	0	72	17	102	0	119	0	93	0
6	72	20	66	25	103	0	96	0	90	0	114	0	99	0	82	8	98	0	110	0	103	0	104	0	98	8	94	0	107	0	96	0	91	0	90	0	85	17	113	0
7	74	21	78	30	108	0	98	0	92	0	90	0	102	0	78	15	88	0	98	0	93	0	95	0	96	7	98	0	109	0	104	0	93	0	102	0	84	16	107	0
8	83	15	70	27	105	0	100	0	99	0	86	0	105	0	67	7	96	0	73	0	88	0	113	0	76	6	79	0	90	0	98	0	110	0	95	0	98	14	98	0
9	84	24	70	21	66	28	102	6	81	10	102	0	64	60	91	13	86	0	79	25	111	0	79	23	89	0	90	26	47	53	95	10	79	30	97	13	99	0	82	13
10	86	14	68	30	95	0	109	0	91	0	93	0	96	0	90	14	105	0	94	0	88	0	105	0	91	15	94	0	103	0	97	0	98	0	102	0	76	15	116	0
11	101	0	97	0	90	0	115	0	96	16	128	0	101	0	101	0	114	0	90	0	110	0	103	0	79	17	108	0	80	0	112	0	61	16	85	0	96	0	89	0
12	106	0	93	0	110	0	88	0	82	13	62	51	95	0	99	0	80	19	106	0	67	30	72	30	104	0	77	13	99	0	75	31	105	0	99	0	84	12	78	8
13	82	0	103	0	78	14	84	9	118	0	93	0	85	31	85	0	104	0	90	0	95	0	104	0	111	0	95	15	87	36	97	11	102	0	81	14	116	0	87	9
14	105	0	114	0	76	18	104	12	93	16	107	0	94	0	110	0	100	16	69	25	107	0	102	0	100	0	102	0	87	0	104	0	89	0	113	0	76	20	69	17
15	112	0	107	0	85	21	88	17	90	14	107	0	108	0	101	0	83	17	83	22	102	0	104	0	89	0	98	0	107	0	96	0	101	0	108	0	62	13	91	14
16	101	0	109	0	98	0	92	0	118	0	92	37	88	0	95	0	82	24	97	0	95	0	83	14	100	0	97	0	97	0	89	20	96	0	96	0	95	0	97	12
17	88	23	66	20	60	29	70	27	68	20	98	0	41	57	60	43	92	0	83	28	97	0	85	16	60	36	60	26	54	58	102	8	49	64	68	45	94	0	74	31
18	102	0	89	0	81	23	85	18	103	0	110	0	64	34	106	0	94	0	98	0	101	0	85	0	109	0	76	8	69	21	88	19	103	0	79	19	105	0	71	10
19	97	0	88	0	116	0	92	0	101	21	107	0	85	0	90	0	112	0	99	0	106	0	107	0	97	12	112	0	73	0	101	0	77	20	69	0	92	0	113	0
20	96	0	97	0	86	0	90	0	83	13	99	0	78	0	96	0	83	0	113	0	88	0	117	0	88	15	83	0	106	0	79	0	56	23	111	0	90	0	89	0
21	112	0	103	0	116	0	92	0	75	13	53	43	96	0	96	0	79	21	90	0	73	37	72	32	126	0	99	13	111	0	71	25	96	0	108	0	90	15	93	15
22	99	0	92	0	85	0	111	0	90	21	47	48	113	0	111	0	71	23	92	0	80	30	90	28	90	0	85	19	91	0	79	27	78	0	94	0	77	15	92	8
23	73	38	82	19	58	42	47	49	76	32	121	0	46	66	57	46	71	28	47	52	62	18	69	22	68	48	71	28	49	45	84	22	56	48	52	49	89	25	66	36
24	72	28	70	25	53	56	42	55	67	33	96	0	54	48	68	46	71	27	46	62	84	18	87	18	77	34	44	26	49	36	81	22	58	53	55	54	82	13	78	37
25	104	0	94	0	93	0	92	0	92	13	52	46	108	0	107	0	87	24	87	0	62	26	71	30	98	0	87	13	112	0	69	36	108	0	86	0	83	21	97	15
26	77	27	86	24	65	30	74	11	83	6	89	0	52	47	72	21	116	0	67	28	105	0	83	29	98	0	98	16	52	47	98	13	76	30	81	15	111	0	81	32
27	55	31	82	24	78	33	74	12	103	5	103	0	44	48	87	17	117	0	72	22	93	0	79	25	102	0	92	14	43	46	104	13	76	28	98	16	83	0	70	23
28	67	36	80	26	77	29	77	6	76	13	89	0	54	49	79	17	89	0	71	21	118	0	74	24	97	0	81	30	54	60	86	13	78	31	89	16	104	0	75	25
29	112	0	102	0	100	0	103	0	85	11	100	0	98	0	97	0	108	0	97	0	110	0	101	0	89	20	88	0	84	0	102	0	76	23	113	0	97	0	98	0
30	90	21	74	23	106	0	109	0	105	0	99	0	92	0	84	14	98	0	99	0	99	0	97	0	79	13	101	0	96	0	95	0	97	0	101	0	73	14	118	0
31	78	37	67	26	76	26	73	4	99	4	112	0	51	47	80	20	102	0	85	25	95	0	82	32	98	0	74	18	56	60	91	15	79	25	111	18	100	0	77	22
32	95	14	76	30	109	0	98	0	92	0	93	0	115	0	85	9	106	0	102	0	110	0	105	0	94	13	102	0	89	0	102	0	109	0	93	0	77	17	91	0
33	59	35	95	26	71	37	87	7	92	9	102	0	55	53	87	14	101	0	78	28	104	0	88	23	92	0	77	15	47	59	97	12	62	20	79	11	91	0	94	15
34	80	26	86	28	78	29	93	4	81	8	103	0	50	53	80	27	100	0	76	26	100	0	75	20	101	0	77	25	52	48	99	16	89	24	74	18	103	0	76	27
35	64	39	58	19	62	33	64	25	69	19	94	0	47	57	62	45	102	0	67	28	87	0	75	22	67	31	54	32	50	46	92	12	59	49	61	28	100	0	82	23
36	64	22	85	26	64	31	86	8	85	7	106	0	52	52	80	17	89	0	83	26	103	0	71	18	86	0	81	32	42	56	88	15	69	30	95	15	95	0	68	23
37	67	31	107	0	81	16	73	10	107	0	107	0	75	24	81	20	101	0	70	31	91	0	91	10	103	0	101	13	43	53	85	16	69	28	83	10	106	0	62	28
38	75	24	82	22	89	25	74	15	100	13	102	0	49	49	89	23	94	0	64	34	93	0	81	27	87	0	75	23	55	39	73	14	70	20	85	12	95	0	74	30
39	65	39	80	0	80	21	83	15	116	0	94	0	82	25	80	12	78	0	67	18	73	0	85	17	79	0	90	16	51	71	79	13	51	29	82	15	106	0	70	21
40	91	0	109	0	101	0	112	0	83	16	50	50	106	0	114	0	90	23	103	0	80	24	67	35	103	0	98	16	104	0	68	37	82	0	83	0	64	9	87	14
41	69	35	63	28	66	31	73	19	67	24	105	0	46	55	67	24	87	0	73	29	106	0	68	17	59	43	61	27	56	52	93	10	62	50	73	42	90	0	74	17
42	94	0	101	0	113	0	114	0	76	15	39	47	88	0	96	0	91	9	94	0	71	25	85	29	97	0	105	12	126	0	70	28	126	0	105	0	86	13	87	15
43	87	0	113	0	104	0	98	0	86	13	106	0	105	0	103	0	102	0	89	0	108	0	95	0	89	12	104	0	116	0	96	0	76	25	103	0	107	0	103	0
44	61	25	67	22	56	32	70	8	95	5	107	0	42	49	81	9	99	0	70	24	115	0	91	17	84	0	70	17	48	47	95	12	71	24	77	21	101	0	78	20
45	67	18	78	25	105	0	100	0	89	0	88	0	90	0	87	9	111	0	106	0	93	0	106	0	85	10	107	0	80	0	85	0	105	0	92	0	100	16	114	0
46	101	0	89	0	100	0	93	0	70	24	52	39	104	0	94	0	83	20	117	0	62	39	79	30	102	0	74	18	92	0	77	29	115	0	129	0	61	15	76	15
