gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4
0	8011	1867	9715	0	8712	1177	5010	5058	10013	0
1	7923	1918	9999	0	9987	0	7546	2624	9945	0
2	10146	0	9916	0	10242	0	10091	0	10170	0
3	8079	1824	10185	0	8739	1220	5090	5031	9803	0
4	8220	2036	9977	0	8904	1294	5025	5003	10091	0
5	8114	1977	9958	0	10063	0	7499	2560	10182	0
6	10093	0	7606	2387	9934	0	10178	0	10104	0
7	10001	0	9927	0	9933	0	10077	0	10072	0
8	10145	0	10029	0	8850	1205	10008	0	9958	0
9	10014	0	10112	0	7469	2626	9801	0	7365	2821
10	8180	1944	10019	0	8656	1174	4946	5026	9905	0
11	7999	1979	10024	0	8889	1259	5044	4945	10100	0
12	10035	0	9948	0	7346	2508	9861	0	7221	2738
13	8226	1989	9795	0	8657	1240	4915	5096	9903	0
14	10037	0	7699	2382	10109	0	10050	0	10097	0
15	10208	0	9989	0	10085	0	10016	0	10060	0
16	8146	1951	9944	0	10047	0	7493	2586	9921	0
17	8127	1945	10233	0	9991	0	7446	2646	10032	0
18	9961	0	7644	2343	10099	0	9987	0	10133	0
19	9774	0	10066	0	9978	0	10015	0	9914	0
20	10203	0	7710	2390	9901	0	9768	0	10047	0
21	10254	0	10021	0	7456	2495	10153	0	7403	2715
22	10151	0	10013	0	7526	2464	10154	0	7222	2692
23	8183	1905	10041	0	8781	1188	5004	4981	9834	0
24	8032	2004	9816	0	8694	1233	5157	4926	10015	0
25	8014	1900	5038	5042	7285	2528	5071	4997	4964	5010
26	10157	0	10149	0	9990	0	9955	0	9825	0
27	8136	1920	5098	4919	6258	3739	4972	5069	4919	4992
28	10120	0	7654	2392	10089	0	10019	0	10073	0
29	8037	1928	9911	0	8859	1218	4856	5178	10042	0
30	10044	0	7761	2400	10115	0	10004	0	9899	0
31	8125	2043	10038	0	8715	1189	4890	5080	9955	0
32	8030	1966	4929	5037	6211	3769	4950	5073	4906	4844
33	8218	1984	10146	0	8699	1232	4900	5056	10151	0
34	10062	0	7549	2366	10017	0	9898	0	10004	0
35	8125	1925	9714	0	9904	0	7397	2605	10004	0
36	10103	0	9814	0	10086	0	9941	0	9945	0
37	10022	0	7686	2259	10003	0	10192	0	9883	0
38	8013	1996	10075	0	8853	1224	5043	5081	9769	0
39	10086	0	9954	0	8656	1291	9918	0	7203	2721
40	9930	0	10071	0	8684	1245	10006	0	7382	2736
41	7927	1969	10025	0	8829	1312	4967	4905	9975	0
42	6884	3119	9874	0	9971	0	9905	0	10147	0
