gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	979	0	794	144	994	0	733	235	678	315	968	0	866	129	1019	0	1019	0	668	308	876	114	1021	0	979	0	893	136	999	0
1	1024	0	890	151	1010	0	772	240	691	302	989	0	854	135	1005	0	984	0	757	281	868	143	1007	0	998	0	894	130	950	0
2	732	275	872	141	965	0	772	237	700	313	1022	0	836	113	965	0	903	110	708	323	854	115	1020	0	1067	0	891	133	1016	0
3	731	261	859	167	970	0	812	235	660	305	1033	0	853	128	1013	0	828	111	719	342	877	118	1058	0	1017	0	842	139	995	0
4	721	287	805	150	1051	0	758	224	685	335	971	0	907	125	1029	0	896	119	718	286	845	133	962	0	986	0	826	151	1003	0
5	1060	0	932	0	866	93	973	0	1020	0	790	208	958	0	1025	0	1036	0	950	0	864	123	1014	0	888	124	1039	0	993	0
6	946	0	993	0	893	113	942	0	931	0	729	238	1049	0	1037	0	981	0	979	0	835	96	959	0	859	100	1056	0	1026	0
7	784	219	883	95	791	167	1071	0	979	0	986	0	757	245	758	234	985	0	998	0	840	109	560	480	996	0	790	150	721	254
8	993	0	850	102	926	83	1031	0	851	182	986	0	1015	0	983	0	893	85	782	185	995	0	990	0	930	68	864	90	760	270
9	721	269	835	158	962	0	788	226	738	295	1042	0	811	129	985	0	904	112	666	299	851	127	1083	0	988	0	823	117	1007	0
10	792	254	899	104	850	148	1003	0	1020	0	1023	0	711	233	795	207	1046	0	958	0	879	99	484	542	1069	0	884	143	772	251
11	478	513	543	504	622	417	523	486	517	487	733	269	527	493	518	492	504	537	500	473	615	372	513	508	615	357	492	514	529	540
12	1072	0	845	155	964	0	801	225	726	312	950	0	844	124	954	0	943	0	669	294	831	146	1056	0	1005	0	919	129	994	0
13	996	0	896	103	883	98	1045	0	780	209	952	0	955	0	1006	0	901	95	782	198	935	0	983	0	872	96	869	84	781	231
14	792	239	901	122	981	0	996	0	1036	0	954	0	911	86	987	0	959	0	968	0	1004	0	869	221	1000	0	981	0	719	232
15	500	481	481	500	597	404	494	510	506	540	761	259	538	473	531	489	491	478	500	462	621	386	459	515	676	366	514	483	481	490
