#chr	normal	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	0	0.0	0.0	0.0	0.324834370608	0.0	0.173702770781	0.0	0.154859633121	0.0	0.0
1	0	0.166515472231	0.0884474750469	0.094888337469	0.175542406312	0.105462898232	0.0	0.0	0.0	0.0	0.201954069299
2	0	0.0	0.0	0.0	0.329195074794	0.0	0.174298077891	0.0	0.162340296086	0.0	0.0
3	0	0.497452801918	0.348057423953	0.330171543895	0.502156685726	0.499043977055	0.504081226359	0.504844670862	0.3498461233	0.498075594592	0.489955022489
4	0	0.0	0.0	0.0	0.0	0.114640883978	0.0	0.0	0.092316855271	0.235709957584	0.0
5	0	0.0	0.0	0.0	0.0	0.11127744511	0.0	0.0	0.0906526994359	0.234281055742	0.0
6	0	0.0	0.0	0.0	0.327318045862	0.0	0.180204304275	0.0	0.160936871733	0.0	0.0
7	0	0.0	0.0	0.0	0.32348625648	0.0	0.174237153364	0.0	0.157788335186	0.0	0.0
8	0	0.0	0.0	0.0	0.315269461078	0.0	0.174091912503	0.0	0.160894079742	0.0	0.0
9	0	0.172479646196	0.0872368288506	0.0934560736442	0.165730900341	0.104828272773	0.0	0.0	0.0	0.0	0.206258045351
10	0	0.0	0.0	0.0	0.0	0.10853983207	0.0	0.0	0.0917743713055	0.233396965739	0.0
11	0	0.0	0.0	0.228545887962	0.322513193269	0.392264631043	0.401986620718	0.211494481456	0.34796520348	0.490036231884	0.290156466627
12	0	0.0	0.0	0.228665865385	0.33090762078	0.388164394388	0.401955941914	0.207224526965	0.341271422878	0.509236392374	0.294857929407
13	0	0.0	0.0	0.128810821724	0.0	0.149960222753	0.132663216561	0.0	0.0	0.272067477442	0.290830805363
14	0	0.0	0.0	0.234772206161	0.0	0.1413476874	0.2326	0.0	0.0913572794044	0.262884018813	0.291241959426
15	0	0.0	0.0	0.128074473297	0.0	0.144462119706	0.126330448622	0.0	0.0	0.270833333333	0.287371393988
16	0	0.0	0.0	0.0	0.0	0.114251592357	0.0	0.0	0.0907004589902	0.0	0.0
17	0	0.0	0.0	0.230546398961	0.330761523046	0.396976767779	0.401290963257	0.214708538176	0.354979644524	0.49859437751	0.293105183694
18	0	0.0	0.0	0.0	0.0	0.117790167258	0.0	0.0	0.0951243781095	0.0	0.0
19	0	0.0	0.0	0.0	0.331933613277	0.0	0.170658682635	0.0	0.162046270443	0.0	0.0
20	0	0.183563824495	0.0928087903463	0.0957288673075	0.16856266693	0.103558257749	0.0	0.0	0.0	0.0	0.199507631709
21	0	0.0	0.0	0.0	0.326498422713	0.0	0.175461218012	0.0	0.159833630422	0.0	0.0
22	0	0.0	0.0	0.0	0.0	0.1089344019	0.0	0.0	0.0946489639911	0.229554089182	0.0
23	0	0.0	0.0	0.0	0.326164167324	0.0	0.173925955256	0.0	0.167414497956	0.0	0.0
24	0	0.0	0.0	0.131163904971	0.0	0.142528044872	0.128322174883	0.0	0.0	0.272128530087	0.283678115411
25	0	0.0	0.0	0.0	0.32547879274	0.0	0.170616589677	0.0	0.156477732794	0.0	0.0
26	0	0.0	0.0	0.0	0.0	0.111301025538	0.0	0.0	0.0891406798356	0.0	0.0
27	0	0.0	0.0	0.0	0.0	0.112148604351	0.0	0.0	0.0940870954854	0.225829075243	0.0
28	0	0.0	0.0	0.227327327327	0.326377044246	0.390334572491	0.402835443038	0.211237980769	0.346091861402	0.497609085475	0.292374595469
29	0	0.0	0.0	0.0	0.0	0.118189937481	0.0	0.0	0.0909912624284	0.228227615745	0.0
30	0	0.0	0.0	0.0	0.0	0.116434979789	0.0	0.0	0.0999206978588	0.22959929804	0.0
31	0	0.0	0.0	0.0	0.0	0.113034623218	0.0	0.0	0.0941445471717	0.237908752692	0.0
32	0	0.0	0.0	0.0	0.320483823385	0.0	0.173244744149	0.0	0.156436827421	0.0	0.0
33	0	0.0	0.0	0.136890243902	0.0	0.141875505255	0.128156691191	0.0	0.0	0.265220851572	0.289291369755
