#chr	normal	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	0	0.0	0.301411290323	0.0	0.0	0.0	0.0	0.0	0.220954356846	0.0	0.0
1	0	0.0	0.227674190383	0.0	0.0	0.0	0.135190918473	0.0	0.0	0.0	0.296626984127
2	0	0.0	0.210374639769	0.0	0.0	0.0	0.146771037182	0.0	0.0	0.0	0.302083333333
3	0	0.0	0.239837398374	0.0	0.0	0.0	0.148957298908	0.0	0.0	0.0	0.289940828402
4	0	0.0	0.192113245703	0.0	0.0	0.0	0.15083251714	0.0	0.0	0.0	0.295145631068
5	0	0.178427419355	0.0	0.0	0.0	0.0	0.0	0.0	0.139399806389	0.0	0.0
6	0	0.0	0.286135693215	0.0	0.0	0.0	0.0	0.0	0.2125	0.0	0.0
7	0	0.0	0.228891149542	0.0	0.0	0.0	0.145052833814	0.0	0.0	0.0	0.298638132296
8	0	0.187932739862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126459143969	0.0
9	0	0.0	0.225976768743	0.0	0.0	0.0	0.128600823045	0.0	0.0	0.0	0.286282306163
10	0	0.0	0.216380182002	0.0	0.0	0.0	0.135057471264	0.0	0.0	0.0	0.318885448916
11	0	0.0	0.2125	0.0	0.0	0.0	0.152709359606	0.0	0.0	0.0	0.296988577362
12	0	0.0	0.226993865031	0.0	0.0	0.0	0.132206759443	0.0	0.0	0.0	0.301905717151
13	0	0.0	0.0	0.0	0.0	0.0	0.0925196850394	0.0	0.0	0.079717457114	0.197780020182
14	0	0.0	0.0	0.258695652174	0.174587778855	0.0	0.0	0.231501057082	0.0	0.0	0.0
15	0	0.0	0.279883381924	0.0	0.0	0.0	0.0	0.0	0.196392785571	0.0	0.0
16	0	0.0	0.234939759036	0.0	0.0	0.0	0.129702970297	0.0	0.0	0.0	0.290129611167
17	0	0.338445807771	0.215353938185	0.498550724638	0.471717171717	0.495685522531	0.517730496454	0.488824101069	0.151631477927	0.504390243902	0.511420059583
18	0	0.0	0.212273641851	0.0	0.0	0.0	0.130019120459	0.0	0.0	0.0	0.29702970297
19	0	0.0	0.0	0.270729270729	0.19075712881	0.0	0.0	0.23987854251	0.0	0.0	0.0
20	0	0.0	0.207805907173	0.0	0.0	0.0	0.143143143143	0.0	0.0	0.0	0.30971659919
21	0	0.0	0.0	0.284284284284	0.189189189189	0.0	0.0	0.260427263479	0.0	0.0	0.0
22	0	0.0	0.240816326531	0.0	0.0	0.0	0.129446640316	0.0	0.0	0.0	0.28527607362
23	0	0.0	0.227835051546	0.0	0.0	0.0	0.139826422372	0.0	0.0	0.0	0.311783107404
24	0	0.204568023833	0.0	0.0	0.0	0.0	0.0	0.256109481916	0.0	0.143002028398	0.0
25	0	0.168756027001	0.0	0.0	0.0	0.0	0.0	0.0	0.145544554455	0.0	0.0
26	0	0.0	0.223107569721	0.0	0.0	0.0	0.126937984496	0.0	0.0	0.0	0.307142857143
27	0	0.147335423197	0.0	0.0	0.0	0.0	0.0	0.0	0.143414634146	0.0	0.0
28	0	0.0	0.228891149542	0.0	0.0	0.0	0.168115942029	0.0	0.0	0.0	0.320952380952
29	0	0.0	0.23814229249	0.0	0.0	0.0	0.126595744681	0.0	0.0	0.0	0.322444678609
30	0	0.16439688716	0.0	0.0	0.0	0.0	0.0	0.0	0.128557409225	0.0	0.0
31	0	0.180376610505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128733264676	0.0
32	0	0.0	0.0	0.269230769231	0.204545454545	0.0	0.0	0.220255653884	0.0	0.0	0.0
33	0	0.0	0.0	0.247047244094	0.205741626794	0.0	0.0	0.236947791165	0.0	0.0	0.0
34	0	0.175175175175	0.0	0.0	0.0	0.0	0.0	0.0	0.152409046214	0.0	0.0
35	0	0.0	0.0	0.275126903553	0.179090029042	0.0	0.0	0.228915662651	0.0	0.0	0.0
36	0	0.0	0.0	0.255358807083	0.2	0.0	0.0	0.223247232472	0.0	0.0	0.0
37	0	0.0	0.252535496957	0.0	0.0	0.0	0.115653040877	0.0	0.0	0.0	0.307385229541
