gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14	sample15	sample15	sample16	sample16	sample17	sample17	sample18	sample18	sample19	sample19
0	90	15	100	0	102	23	69	19	86	0	106	18	71	24	97	0	103	0	76	18	99	0	86	10	84	16	89	0	92	0	80	0	90	0	107	0	91	0	47	34
1	79	12	118	0	90	17	77	14	102	0	94	17	68	24	85	0	110	0	87	19	96	0	85	16	92	8	112	0	109	0	105	0	92	0	112	0	103	0	83	35
2	92	17	112	0	100	15	79	18	85	0	86	12	68	26	93	0	88	0	90	18	104	0	79	15	104	13	96	0	110	0	90	0	116	0	109	0	122	0	75	20
3	90	0	105	9	91	0	97	0	91	0	107	0	100	0	71	14	96	13	102	0	75	25	83	0	99	0	105	0	88	0	114	0	97	0	93	0	74	15	94	0
4	99	12	95	0	77	7	67	17	99	0	72	16	76	22	97	0	99	0	86	15	98	0	90	13	86	16	98	0	101	0	105	0	101	0	103	0	95	0	71	36
5	114	0	81	10	82	11	86	0	96	0	96	0	68	22	90	13	98	8	90	0	92	18	86	19	77	17	87	11	89	0	74	29	92	25	92	0	105	0	91	0
6	102	0	76	21	97	0	111	0	107	0	95	0	99	0	88	20	97	20	105	0	86	17	87	0	112	0	106	0	94	0	109	0	100	0	104	0	92	14	102	0
7	104	0	86	14	100	0	87	0	93	0	123	0	96	0	100	7	83	17	103	0	88	25	109	0	83	0	94	0	94	0	101	0	104	0	118	0	82	10	88	0
8	89	15	118	0	92	0	99	0	117	0	97	11	84	0	95	0	91	0	89	12	87	0	77	13	78	0	102	0	66	25	108	0	89	0	113	0	82	14	113	0
9	118	0	90	17	104	0	95	0	90	0	99	0	88	0	79	17	90	17	105	0	60	19	96	0	100	0	115	0	104	0	101	0	121	0	101	0	86	18	92	0
10	102	0	83	10	83	18	118	0	95	8	94	15	74	30	86	20	73	14	97	0	67	15	105	19	68	31	76	14	112	0	53	33	49	63	77	33	95	0	108	0
11	88	14	104	0	77	12	71	13	108	0	94	6	57	20	105	0	99	0	97	14	89	0	79	15	87	15	94	0	110	0	90	0	103	0	89	0	103	0	77	28
12	102	0	83	10	69	14	89	0	88	0	89	0	76	24	76	10	94	12	107	0	82	10	87	9	89	11	87	10	109	0	71	41	75	31	113	0	108	0	112	0
13	95	21	108	0	72	10	79	12	114	0	82	18	77	30	103	0	89	0	88	16	107	0	84	15	75	17	116	0	88	0	90	0	110	0	82	0	114	0	74	27
14	112	0	87	5	114	0	96	0	102	0	86	0	104	0	70	18	62	15	90	0	106	23	105	0	115	0	113	0	105	0	109	0	108	0	107	0	102	19	116	0
15	102	0	93	0	84	0	102	0	91	0	92	0	75	17	101	17	79	8	95	0	86	22	93	0	90	11	100	0	106	0	86	19	79	23	104	0	108	0	106	0
16	90	7	83	22	77	6	86	5	72	23	75	5	115	0	69	35	74	19	98	0	59	35	76	10	104	6	71	8	64	38	114	0	105	0	84	0	76	17	62	19
17	109	0	93	11	94	12	105	0	89	18	97	11	66	27	76	23	92	14	108	0	89	22	92	14	71	27	73	15	93	0	52	33	48	47	61	24	97	0	95	0
18	51	45	58	43	73	13	93	13	86	38	58	31	84	25	58	39	46	55	70	34	46	57	64	33	71	36	44	43	60	43	66	33	38	49	65	20	63	43	90	17
19	95	9	93	0	86	17	88	12	86	0	70	22	75	29	100	0	110	0	88	14	97	0	76	14	88	14	113	0	92	0	89	0	95	0	77	0	81	0	62	26
20	107	0	91	0	114	0	78	0	106	0	100	0	89	21	67	11	71	23	108	0	91	12	125	0	90	13	94	0	90	0	98	13	73	19	106	0	114	0	93	0
21	102	0	93	5	80	17	89	0	103	0	114	0	73	21	86	18	94	13	105	0	95	18	84	13	93	20	86	18	92	0	77	34	87	34	110	0	93	0	92	0
22	96	16	107	0	83	21	70	21	119	0	101	10	49	24	86	0	101	0	79	16	102	0	107	7	71	21	120	0	100	0	95	0	95	0	85	0	104	0	69	28
23	101	17	90	0	91	12	68	21	107	0	90	15	76	23	100	0	121	0	92	20	99	0	85	13	93	18	111	0	102	0	87	0	96	0	103	0	121	0	84	33
24	110	0	90	15	105	16	126	0	80	0	118	0	85	22	91	6	107	13	103	0	76	13	99	14	87	15	88	10	109	0	62	35	74	32	121	0	112	0	103	0
25	110	0	92	12	115	0	94	0	103	0	108	0	98	0	96	15	77	15	104	0	75	13	99	0	86	0	105	0	94	0	109	0	106	0	101	0	81	13	106	0
26	90	0	88	14	102	0	106	0	99	0	122	0	103	0	98	15	92	16	95	0	80	18	99	0	83	0	93	0	95	0	105	0	86	0	90	0	79	18	109	0
27	83	0	79	15	108	0	100	0	104	0	100	0	96	0	109	8	84	8	93	0	98	17	97	0	99	0	130	0	98	0	95	0	103	0	109	0	79	11	109	0
28	102	0	88	15	116	0	98	0	88	0	100	0	82	0	74	16	91	14	96	0	59	16	119	0	94	0	95	0	91	0	107	0	94	0	104	0	80	13	83	0
29	99	13	111	0	74	9	79	13	89	0	82	18	78	19	89	0	93	0	79	12	96	0	91	17	88	18	84	0	101	0	101	0	96	0	72	0	118	0	82	29
30	83	7	83	22	95	14	84	14	67	24	74	8	96	0	75	28	62	29	109	0	79	41	105	6	81	8	82	17	70	33	94	0	89	0	93	0	65	14	63	18
31	84	0	80	10	96	12	87	0	100	0	92	0	77	15	93	8	87	11	104	0	90	18	78	16	82	12	91	12	107	0	72	37	60	24	104	0	88	0	82	0
32	89	0	68	20	99	0	83	0	111	0	103	0	115	0	83	14	99	13	92	0	78	17	94	0	108	0	100	0	93	0	111	0	100	0	95	0	78	25	102	0
33	79	5	77	31	106	10	85	10	88	27	90	11	85	0	66	23	62	31	106	0	68	36	105	10	80	11	79	16	83	28	106	0	88	0	103	0	82	18	97	18
34	69	28	54	53	58	47	87	36	46	56	66	35	91	16	49	53	60	48	75	28	40	47	54	29	57	28	51	52	54	40	53	53	41	53	47	44	58	45	91	23
35	104	0	82	12	86	18	76	0	84	0	94	0	92	24	99	12	93	14	86	0	74	13	108	12	86	16	70	17	94	0	74	42	90	27	96	0	113	0	114	0
