gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9
0	764	248	993	0	1015	0	1001	0	968	0	961	0	953	0	738	295	1001	0	1019	0
1	964	0	800	230	790	219	1016	0	870	83	935	117	980	0	1031	0	808	195	777	198
2	1009	0	956	0	1029	0	728	279	998	0	831	137	930	0	1010	0	1013	0	1009	0
3	991	0	898	93	787	232	1018	0	895	87	1008	0	992	0	945	0	842	195	778	209
4	701	269	1035	0	995	0	949	0	1048	0	992	0	986	0	700	288	1002	0	980	0
5	499	498	475	534	497	507	485	493	661	358	467	475	712	266	485	489	487	556	501	494
6	966	0	938	0	983	0	956	0	842	138	979	0	733	205	1024	0	974	0	1017	0
7	1073	0	973	0	1003	0	745	269	989	0	842	130	1013	0	1013	0	1001	0	991	0
8	1020	0	780	206	820	231	965	0	893	83	849	98	1014	0	974	0	811	216	769	181
9	737	245	937	0	1005	0	1037	0	1004	0	952	0	1073	0	730	299	984	0	984	0
10	939	0	1042	0	1117	0	738	257	1008	0	873	128	999	0	1008	0	1054	0	906	0
11	1016	0	1029	0	1018	0	1035	0	1012	0	1023	0	1053	0	946	0	973	0	985	0
12	978	0	911	97	768	204	1029	0	918	106	994	0	1033	0	931	0	813	209	813	186
13	1000	0	1037	0	977	0	730	267	1000	0	891	136	1031	0	1014	0	1001	0	1065	0
14	1027	0	1021	0	925	0	1059	0	979	0	995	0	1031	0	1028	0	993	0	1007	0
15	704	268	982	0	1006	0	1027	0	1002	0	1013	0	939	0	697	307	1026	0	1037	0
16	1006	0	941	0	994	0	1049	0	979	0	1016	0	992	0	1007	0	977	0	981	0
17	1053	0	1066	0	964	0	1049	0	1022	0	1038	0	990	0	1035	0	962	0	990	0
18	787	255	947	0	984	0	1054	0	961	0	972	0	1003	0	734	260	1055	0	968	0
19	1036	0	787	213	768	228	945	0	947	96	929	116	988	0	1065	0	784	183	822	207
20	996	0	774	236	831	193	1030	0	879	83	841	108	995	0	1034	0	776	198	825	201
21	950	0	802	206	814	196	999	0	909	97	893	119	953	0	988	0	786	194	827	168
22	955	0	1003	0	1008	0	730	253	992	0	861	147	1022	0	1002	0	1013	0	956	0
23	769	242	1025	0	979	0	976	0	1045	0	976	0	704	277	1058	0	984	0	680	332
24	1033	0	990	0	956	0	732	259	1012	0	874	132	969	0	992	0	942	0	1009	0
25	954	0	1033	0	1078	0	908	0	1032	0	1097	0	1059	0	999	0	983	0	996	0
26	1029	0	904	101	784	196	970	0	913	105	1062	0	980	0	1021	0	792	202	829	168
27	986	0	953	0	920	0	766	250	1034	0	836	128	1008	0	966	0	1022	0	1002	0
28	973	0	1020	0	1073	0	734	263	999	0	795	139	946	0	1074	0	1020	0	1059	0
29	1019	0	872	95	792	195	1023	0	824	89	1027	0	1010	0	944	0	813	195	823	236
30	528	504	487	499	475	512	495	519	637	356	536	483	736	281	473	461	482	495	480	532
31	1005	0	944	0	949	0	763	256	993	0	809	126	1000	0	967	0	980	0	979	0
32	995	0	980	0	970	0	721	291	1073	0	872	119	1014	0	1016	0	1033	0	978	0
33	1019	0	1024	0	955	0	726	259	1012	0	839	132	1035	0	1050	0	965	0	1012	0
34	972	0	717	211	749	204	1002	0	890	96	884	111	1006	0	1011	0	798	211	840	213
