gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14	sample15	sample15	sample16	sample16	sample17	sample17	sample18	sample18	sample19	sample19
0	6771	3141	6376	3690	4985	5060	6366	3293	6645	3327	6406	3455	5095	5037	7645	2411	8214	1862	4931	4918	7098	2980	4970	5059	7542	2407	4990	5043	5042	5104	7360	2563	7573	2423	6489	3422	5061	4989	6359	3533
1	6890	3284	6433	3724	4927	5001	7406	2445	6827	3301	6420	3553	6988	3198	7557	2373	9982	0	5089	5104	7044	2903	4919	5031	7453	2434	6248	3746	5017	5159	7521	2465	7596	2483	6648	3431	4941	4964	6302	3623
2	5002	5011	6409	3637	5004	4987	5028	5024	6856	3147	4999	5032	4957	4905	7703	2336	8150	1924	4944	4929	7162	2873	5075	4914	7575	2393	5106	5013	5007	4936	7499	2483	6302	3728	4983	4916	5135	5080	5046	4931
3	10194	0	9858	0	10097	0	10126	0	8640	1473	8969	1081	9945	0	10092	0	10027	0	8489	1545	8507	1696	8551	1491	10007	0	9910	0	10051	0	10081	0	9910	0	8735	1192	7571	2310	10140	0
4	6676	3218	7778	2253	6803	3104	7660	2518	6754	3138	7737	2337	10093	0	7727	2330	10168	0	8416	1540	7061	2905	6828	3201	10136	0	10057	0	8412	1659	7512	2486	8841	1331	7862	2118	7705	2316	8744	1280
5	6716	3186	6439	3547	5093	5105	7625	2445	6742	3346	6504	3574	6842	2974	7615	2377	10011	0	5066	4946	7056	2942	4969	5001	7658	2429	6205	3874	4962	4899	7531	2578	7618	2432	6521	3501	4996	4950	6390	3594
6	6700	3183	7783	2283	7024	3202	7452	2479	6743	3297	7698	2290	6874	3100	7484	2403	10085	0	6764	3232	7030	3010	6765	3290	7828	2413	8384	1923	6855	3205	7571	2542	7626	2429	6672	3516	4896	4999	7619	2427
7	6781	3220	7502	2265	6870	3259	7439	2473	6721	3283	7750	2329	10282	0	7519	2346	10095	0	8430	1472	7199	2950	6706	3207	10030	0	9981	0	8441	1611	7747	2503	8763	1259	7964	2098	7746	2260	8797	1216
8	6856	3233	7720	2269	6841	3136	7511	2450	6815	3234	7731	2255	9996	0	7591	2372	9847	0	8528	1538	6920	2883	6637	3205	9856	0	9873	0	8331	1666	7540	2492	8908	1172	8001	2139	7666	2319	8841	1235
9	5092	4849	6392	3643	5116	5029	4909	4988	6820	3229	4890	4889	5089	5064	7643	2391	8070	1905	5019	5047	7123	2932	4994	5052	7632	2432	4973	5108	4948	4906	7543	2528	6226	3710	5018	4960	5027	5078	4996	4888
10	5031	5079	6355	3549	5158	5009	4979	4896	6669	3206	5063	5042	4980	5022	7646	2442	8155	1852	4914	5097	7109	2866	5034	4923	7705	2400	5132	5145	5006	4973	7640	2461	6204	3654	5064	5072	5101	5078	4971	5009
11	6834	3175	7794	2275	6830	3236	7647	2499	6885	3224	7640	2215	7032	3085	7640	2415	9843	0	6807	3149	7048	2945	6730	3179	7484	2379	8091	1861	6673	3249	7625	2475	7614	2501	6503	3431	4995	4998	7685	2472
12	6966	3171	7722	2323	6887	3282	7587	2497	6837	3145	7680	2310	9885	0	7695	2360	9950	0	8374	1517	7151	2956	6892	3193	9963	0	10131	0	8351	1599	7584	2605	8701	1260	7842	2054	7651	2264	8752	1259
13	6861	3259	7605	2289	6908	3039	7374	2516	6714	3266	7709	2197	10098	0	7722	2292	9847	0	8354	1442	7024	2929	6723	3203	10008	0	9870	0	8317	1672	7470	2423	8790	1260	8059	2206	7747	2374	8690	1252
14	8269	1441	9018	901	8695	1237	8979	921	8556	1392	7716	2279	9993	0	7626	2265	9795	0	8454	1571	7099	2910	6817	3145	10020	0	9953	0	8334	1671	9927	0	10002	0	7791	2258	7690	2319	10057	0
15	6782	3250	7654	2337	6802	3202	7286	2433	6639	3235	7823	2343	6977	2992	7624	2392	10051	0	6681	3161	7038	2966	6772	3184	7587	2277	8003	1926	6670	3199	7507	2521	7664	2470	6548	3408	4945	4966	7360	2400
16	5031	4950	6432	3571	4900	4920	5027	4921	6702	3307	4849	5152	4920	4989	7726	2340	8255	1865	4916	5000	7207	2837	4943	5044	7478	2401	4890	4938	5008	4913	7507	2499	6185	3685	4979	5008	4966	5028	4832	5002
17	6827	3174	7664	2242	6840	3178	7363	2481	6842	3216	7697	2237	10063	0	7688	2353	10135	0	8385	1534	6932	2936	6832	3189	10043	0	9946	0	8445	1643	7562	2515	8733	1273	7877	2133	7596	2446	8831	1281
18	6767	3204	7724	2308	6863	3075	7551	2542	6797	3144	7724	2327	6988	3014	7577	2318	9890	0	6819	3276	7142	2920	6678	3205	7566	2387	8137	1819	6724	3132	7560	2468	7571	2363	6506	3451	5011	4938	7589	2437
19	6742	3241	7799	2296	6739	3154	7530	2430	6626	3239	7747	2326	10090	0	7633	2324	10039	0	8372	1507	7076	2945	6646	3210	10075	0	9949	0	8560	1523	7383	2508	8839	1239	7833	2112	7675	2402	8676	1269
20	8086	1746	10055	0	9921	0	8342	1606	9957	0	9896	0	9932	0	9969	0	10075	0	9989	0	9868	0	9866	0	10024	0	9793	0	10004	0	10042	0	8516	1371	8323	1476	9838	0	9986	0
21	6799	3074	6326	3573	5052	5005	6682	3420	6729	3216	6519	3487	5117	4952	7705	2355	8029	1916	5012	4972	7190	3036	5065	5036	7603	2462	4884	4939	5000	4988	7416	2498	7572	2381	6605	3482	4945	5056	6368	3625
22	6732	3192	7814	2250	6923	3148	7603	2553	6736	3215	7773	2251	10065	0	7569	2438	10210	0	8404	1502	6993	3005	6877	3099	10037	0	10061	0	8367	1679	7496	2482	8785	1243	7914	2088	7699	2285	8666	1300
23	8307	1531	9154	842	8783	1245	9028	956	8479	1432	7662	2288	9891	0	7738	2342	10130	0	8376	1535	6938	2936	6752	3181	10046	0	10079	0	8248	1608	10064	0	9889	0	7784	2096	7743	2368	10045	0
24	6887	3126	6301	3558	4950	5017	7498	2472	6845	3215	6326	3560	7046	3004	7608	2355	9912	0	5084	5042	6932	2898	4976	4933	7587	2380	6177	3690	4995	4953	7540	2520	7508	2409	6504	3488	5011	4868	6373	3591
