gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14	sample15	sample15	sample16	sample16	sample17	sample17	sample18	sample18	sample19	sample19
0	7212	2959	7606	2516	7984	2076	4929	5065	6490	3404	9914	0	7763	2152	8677	1363	10082	0	6977	3133	7953	2041	9959	0	9969	0	8808	1325	10056	0	8718	1298	7184	2632	8599	1457	8292	1580	6511	3416
1	7955	2083	7457	2461	7214	2845	9975	0	8292	1627	6831	3120	7217	2762	6317	3672	4965	5076	8170	1944	8690	1243	6295	3630	8038	2042	7654	2318	6974	3053	6085	3646	7732	2335	7879	2136	8512	1377	10039	0
2	7781	2142	8444	1531	7263	2840	10085	0	8477	1605	7992	2018	7335	2876	7387	2539	5020	5012	7923	2011	8660	1282	6448	3555	10044	0	8819	1249	6889	2874	7249	2807	8635	1223	9007	990	8441	1345	9951	0
3	7829	2195	8498	1442	6906	2886	10049	0	8568	1656	7954	1941	7176	2767	7437	2607	5025	4981	7924	2027	8827	1224	6376	3613	9968	0	8816	1249	6919	2840	7216	2710	8610	1312	8983	1050	8660	1424	9990	0
4	8010	2152	7439	2417	7137	2845	10001	0	8425	1646	6790	3248	7196	2701	6498	3600	5086	4946	8014	2038	8963	1292	6355	3587	7927	2053	7801	2292	6967	3027	6326	3705	7613	2422	8081	2081	8639	1409	10027	0
5	9966	0	9976	0	10124	0	9875	0	9994	0	9832	0	8947	1325	10121	0	8049	1945	9914	0	10024	0	9126	987	9952	0	9911	0	8411	1467	8835	1039	10055	0	8896	1055	8617	1385	10027	0
6	7804	2143	8385	1492	7226	2889	9778	0	8381	1622	8028	2066	7219	2774	7469	2591	5167	5051	7935	2024	8620	1189	6438	3572	9827	0	8849	1249	6976	3037	7330	2725	8668	1351	9095	1067	8336	1404	10021	0
7	7958	2200	7630	2407	7226	2926	9976	0	8494	1624	5074	5035	7241	2765	6403	3676	5012	4940	8067	2027	7000	3003	5073	4996	4913	4959	6362	3668	4936	4967	6316	3710	7586	2304	6369	3529	6782	3307	8478	1506
8	7948	2168	8503	1556	7191	2925	10023	0	8327	1552	8039	2037	7208	2831	7400	2533	4900	4906	7824	2007	8830	1224	6614	3660	9933	0	8773	1316	7079	2981	7358	2720	8872	1310	8894	1074	8668	1412	10217	0
9	7793	2217	9880	0	10188	0	10224	0	10099	0	9864	0	8734	1295	8742	1230	8089	1883	9886	0	8665	1250	7868	2012	10047	0	10062	0	6885	3076	8876	1070	9955	0	8781	1039	8579	1307	9957	0
10	7124	2840	7488	2575	7920	2179	8098	2039	6524	3317	10043	0	10052	0	8489	1352	10019	0	9943	0	9878	0	9999	0	10038	0	8800	1260	10072	0	8671	1257	7357	2639	8519	1541	8454	1634	8519	1543
11	10023	0	10117	0	9983	0	10082	0	9960	0	10051	0	8634	1304	9809	0	7979	1948	10084	0	10012	0	9125	999	10245	0	10248	0	8612	1550	9051	1055	9788	0	8859	1041	8567	1413	9979	0
12	7838	2188	7565	2460	7164	2873	10100	0	8460	1649	5041	4966	7171	2804	6415	3647	5016	5011	7912	2000	7104	2960	5106	4988	4999	5115	6374	3684	4967	5037	6293	3656	7690	2353	6482	3525	6683	3391	8303	1559
13	7219	2860	7453	2584	7918	2097	5108	5153	6645	3413	9850	0	7716	2185	8625	1368	10109	0	6957	3050	7919	2137	10095	0	10004	0	8880	1306	10045	0	8683	1238	7251	2674	8570	1486	8233	1621	6655	3385
14	7960	2156	8421	1539	7143	2808	10022	0	8364	1624	7823	2018	7173	2697	7533	2550	4807	4941	7729	1949	8732	1262	6321	3704	10017	0	8561	1276	7100	3002	7221	2753	8802	1237	8984	1047	8588	1444	9980	0
15	7226	2861	8499	1374	7854	2092	10117	0	8355	1631	9955	0	9965	0	9953	0	9881	0	9937	0	10024	0	9894	0	10084	0	8910	1253	9980	0	9909	0	8717	1334	8660	1504	8348	1672	8512	1517
16	9970	0	9989	0	9898	0	10167	0	9927	0	10093	0	8727	1273	9921	0	7955	1945	9915	0	9948	0	8876	1065	10054	0	10060	0	8544	1482	8958	1061	9861	0	8919	1046	8643	1414	10100	0
17	7005	2751	8769	1370	7845	2121	10003	0	8257	1620	9945	0	10012	0	10043	0	9877	0	10074	0	9939	0	10072	0	9928	0	8630	1248	9848	0	9923	0	8731	1349	8442	1459	8306	1673	8354	1592
18	7738	2068	7407	2516	7293	2890	10109	0	8310	1629	6761	3131	7137	2815	6382	3644	5015	5013	8172	1939	8728	1274	6310	3683	7934	2030	7754	2265	7055	3071	6314	3775	7648	2310	7796	2116	8531	1344	9932	0
19	7139	2790	7447	2576	7778	2177	4947	4959	6386	3367	10031	0	7868	2218	8659	1355	10189	0	7022	3014	8088	2060	10044	0	10088	0	8688	1201	9991	0	8752	1314	7150	2736	8662	1488	8341	1666	6554	3417
20	7111	2825	8576	1295	7638	2164	10242	0	8423	1675	9932	0	9911	0	10158	0	10027	0	10101	0	9941	0	9970	0	10060	0	8588	1263	9950	0	10112	0	8731	1313	8485	1488	8506	1649	8662	1567
21	9962	0	10066	0	9894	0	10079	0	10157	0	9932	0	8747	1319	10047	0	8057	1931	9894	0	9894	0	8924	940	10004	0	9952	0	8488	1496	8970	1065	9945	0	8850	1071	8511	1397	10045	0
22	7944	2164	7492	2420	7164	2799	10163	0	8371	1619	5075	5075	7365	2753	6388	3562	5059	5044	7798	1993	7064	2997	5101	5079	5057	4972	6282	3831	5059	5000	6238	3903	7649	2338	6515	3564	6691	3255	8460	1565
23	7227	2906	8595	1394	7959	2103	10117	0	8379	1709	9941	0	10085	0	9985	0	9941	0	10089	0	10124	0	9966	0	10124	0	8708	1271	10061	0	9791	0	8623	1299	8468	1541	8287	1567	8556	1530
24	7994	2159	7504	2418	7240	2957	9971	0	8265	1661	4946	4945	7225	2891	6380	3707	5074	5005	8004	2002	7004	3009	5077	5004	4936	5077	6336	3670	4934	4993	6238	3650	7731	2415	6477	3441	6631	3297	8451	1517
25	7944	2158	8616	1537	7142	2844	10088	0	8561	1629	8024	1998	7143	2755	7353	2553	5084	5080	7871	2025	8763	1280	6589	3663	9996	0	8914	1269	7006	3039	7236	2705	8680	1246	8854	1055	8539	1484	10004	0
26	7743	2162	7545	2485	7176	2816	9957	0	8235	1600	4894	4919	7000	2850	6477	3600	5002	4992	7902	2028	7091	2902	4992	4947	5171	4958	6131	3704	4966	5022	6081	3719	7526	2327	6558	3643	6566	3392	8373	1561
27	7874	2207	7618	2486	7064	2800	9870	0	8339	1679	6849	3142	7252	2828	6374	3746	5106	4905	8057	1960	8706	1257	6294	3586	7960	2072	7635	2200	7116	2955	6151	3676	7557	2243	7930	2053	8673	1350	10020	0
28	7192	2832	7386	2617	7878	2078	4972	4985	6731	3413	9988	0	7779	2318	8693	1336	9993	0	7002	2920	8014	2065	9945	0	9940	0	8654	1247	10099	0	8746	1279	7245	2643	8658	1453	8271	1628	6482	3509
29	7909	2251	7528	2549	7066	2874	10155	0	8105	1645	4915	4977	7164	2769	6336	3602	5010	5066	8010	2067	7032	2976	5129	5074	4910	5136	6086	3742	4987	4890	6136	3736	7742	2244	6513	3528	6770	3321	8367	1563
30	7096	2848	7303	2594	7940	2167	7941	2137	6614	3419	9795	0	10081	0	8613	1398	10085	0	10010	0	10006	0	9885	0	9941	0	8644	1239	10082	0	8783	1271	7491	2657	8664	1421	8347	1630	8453	1578
31	7812	2089	10067	0	9953	0	9960	0	10055	0	9913	0	8737	1264	8759	1243	7975	1975	10010	0	8685	1268	7800	1926	10114	0	10072	0	6881	2971	8902	1087	9994	0	8968	1045	8487	1412	10046	0
32	7044	2971	7690	2519	7868	2067	5045	4933	6549	3357	9962	0	7665	2202	8640	1407	10274	0	6932	2947	7908	2083	10270	0	10118	0	8872	1219	10030	0	8621	1288	7358	2710	8387	1449	8470	1680	6484	3465
33	7759	2082	7422	2406	7096	2948	10009	0	8312	1684	6932	3350	7201	2729	6358	3554	4972	4959	8081	2021	8726	1219	6371	3647	7983	2079	7868	2251	7025	2987	6145	3683	7603	2377	7914	2035	8575	1447	9983	0
34	7683	2206	7576	2473	7145	2833	9873	0	8232	1618	6858	3283	7146	2795	6343	3590	5075	4949	8032	2033	8867	1328	6441	3546	8020	1942	7591	2258	7054	2952	6205	3805	7713	2326	8040	2073	8378	1351	10034	0
35	7870	2148	7457	2424	7254	2862	9958	0	8387	1676	5030	4982	7251	2784	6269	3600	4949	5050	7842	2032	7136	2843	4857	5174	5023	4919	6244	3783	4956	4995	6229	3673	7700	2437	6500	3490	6495	3268	8510	1542
36	7755	2127	8556	1525	7306	2761	9851	0	8392	1566	8125	2026	7195	2705	7526	2505	4993	4926	7914	1951	8739	1218	6428	3611	10076	0	8843	1254	7087	2946	7440	2690	8602	1258	8857	1004	8534	1426	9923	0
