gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4
0	685	286	1010	0	743	195	860	119	934	0
1	793	176	1003	74	889	128	910	91	996	0
2	677	325	594	394	783	214	701	274	1042	0
3	814	201	925	70	906	120	901	106	1024	0
4	476	495	617	354	683	337	790	203	949	0
5	1009	0	1029	0	932	149	884	117	828	191
6	770	178	915	91	849	151	894	102	960	0
7	769	325	838	151	830	209	879	100	954	0
8	990	0	1020	0	827	165	896	125	763	187
9	804	201	884	87	848	129	930	78	971	0
10	671	302	821	127	820	221	871	112	983	0
11	1027	0	1025	0	1013	0	1053	0	1017	0
12	1025	0	983	0	782	163	877	115	775	202
13	654	287	864	112	825	213	911	127	948	0
14	967	0	1015	0	822	148	880	116	833	201
15	863	172	934	74	832	135	957	98	947	0
16	691	307	986	0	759	203	891	109	1037	0
17	994	0	1044	0	802	152	923	122	851	176
18	658	315	975	0	796	211	928	99	1020	0
19	739	315	582	413	790	228	694	279	1059	0
20	1020	0	985	0	858	129	894	100	860	207
21	1002	0	1040	0	1022	0	976	0	1037	0
22	816	215	922	90	806	139	881	80	1067	0
23	858	211	975	74	854	127	916	102	1011	0
24	781	175	867	75	904	126	961	114	941	0
25	982	0	1006	0	795	163	892	125	791	201
26	1012	0	927	0	1044	0	1027	0	1046	0
27	527	473	506	494	636	342	624	367	709	310
28	473	479	660	365	688	342	822	201	1019	0
29	981	0	985	0	856	171	865	105	819	199
30	757	198	946	94	880	113	838	98	957	0
31	720	319	1052	0	756	205	903	116	1022	0
32	667	328	844	139	855	214	875	90	995	0
33	812	173	919	73	899	112	884	85	1038	0
34	676	285	900	142	812	200	856	120	970	0
35	784	209	895	91	863	117	874	102	977	0
36	726	305	1034	0	799	229	890	113	1021	0
37	954	0	948	0	1005	0	993	0	1035	0
38	804	196	887	77	860	134	896	115	1037	0
39	811	183	890	82	836	123	1003	89	959	0
40	1008	0	1018	0	861	152	880	113	805	182
41	843	182	922	91	843	132	946	87	992	0
42	690	315	535	398	778	216	715	256	1012	0
43	476	490	511	500	647	360	600	383	686	275
44	805	187	981	76	861	140	860	96	996	0
45	827	165	976	102	867	120	854	119	1025	0
46	717	294	903	146	793	212	942	99	983	0
47	800	193	940	95	851	131	855	90	947	0
48	781	199	947	74	873	147	850	93	1019	0
49	547	496	617	346	625	326	806	186	1013	0
50	681	315	996	0	801	228	851	102	1041	0
51	801	186	857	87	885	136	868	111	1005	0
52	779	192	893	98	814	124	904	112	1013	0
53	1012	0	962	0	1024	0	953	0	966	0
54	1042	0	951	0	1001	0	1022	0	1009	0
55	997	0	1004	0	959	0	999	0	1070	0
56	1049	0	1023	0	856	149	851	128	770	177
57	1017	0	1046	0	839	149	871	104	824	195
58	1000	0	948	0	857	168	815	126	794	181
59	1008	0	1045	0	827	151	863	122	723	175
60	806	208	928	77	893	121	923	91	995	0
61	720	328	891	128	820	216	899	96	1082	0
62	712	314	991	0	805	217	963	0	952	0
63	841	194	933	82	867	121	863	93	1010	0
64	680	320	578	434	771	215	779	270	1034	0
65	834	190	890	68	841	129	857	97	981	0
66	790	199	938	73	850	132	908	88	1015	0
67	923	0	1019	0	919	0	967	0	996	0
68	763	192	918	98	910	126	868	111	1008	0
69	823	172	915	79	859	135	863	103	1033	0
70	828	184	895	54	861	138	891	96	1004	0
71	829	184	880	77	930	132	915	112	1038	0
72	784	164	878	84	858	123	887	107	1001	0
73	788	202	956	79	874	132	921	103	968	0
74	828	194	911	103	926	134	867	95	1074	0
75	478	517	628	409	669	323	792	208	1014	0
76	774	206	872	73	887	129	979	99	954	0
77	976	0	996	0	856	148	876	121	822	188
78	766	173	902	89	925	134	911	96	984	0
79	1053	0	1021	0	926	0	1038	0	991	0
80	761	181	926	67	848	141	896	114	1010	0
81	843	200	874	83	881	125	903	103	1025	0
82	497	521	452	503	628	336	585	402	658	314
83	1032	0	984	0	1016	0	1020	0	959	0
84	794	173	901	72	897	122	859	128	986	0
85	796	210	928	68	857	141	877	100	991	0
86	1004	0	985	0	828	161	933	104	786	176
87	445	482	516	516	630	364	653	411	709	278
88	766	189	928	79	848	135	876	85	1005	0
89	465	480	526	525	697	357	576	393	719	329
90	967	0	952	0	1022	0	974	0	986	0
91	732	314	600	422	733	223	715	327	1010	0
92	1013	0	993	0	1027	0	986	0	959	0
93	686	314	809	134	820	209	925	106	994	0
94	1013	0	1021	0	840	142	895	87	810	192
95	988	0	921	0	983	0	965	0	1004	0
96	800	182	969	84	862	115	912	115	969	0
97	816	195	943	98	913	159	904	92	992	0
98	631	300	595	398	795	218	725	252	980	0
99	823	163	885	82	811	145	882	107	972	0
