gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14	sample15	sample15	sample16	sample16	sample17	sample17	sample18	sample18	sample19	sample19
0	9919	0	9757	0	10234	0	8327	1796	7520	2406	8210	1725	8142	1949	7649	2214	9919	0	9880	0	8221	1817	9923	0	8944	1200	9971	0	9923	0	8579	1539	8685	1350	8442	1621	10169	0	7463	2483
1	5882	4083	7355	2682	8458	1495	8221	1802	9852	0	10037	0	9864	0	8724	1352	8132	1999	8573	1470	6832	3173	8746	1232	10036	0	10111	0	7259	2605	9003	1074	7608	2342	8388	1613	6238	3737	9116	1000
2	9934	0	10061	0	9970	0	9786	0	9906	0	8324	1705	9978	0	9920	0	7015	2970	8661	1496	10042	0	8230	2007	9931	0	7829	2024	10144	0	9915	0	10038	0	8239	1732	9979	0	9889	0
3	10051	0	8612	1458	8523	1347	8582	1541	9938	0	9876	0	10030	0	10083	0	9990	0	10042	0	9958	0	10021	0	8251	1799	8338	1765	9952	0	10157	0	10019	0	10062	0	8799	1156	9868	0
4	9908	0	9975	0	10009	0	9948	0	10197	0	8237	1782	10033	0	10058	0	7059	3030	8589	1436	9977	0	7922	1963	10017	0	7933	2042	10024	0	9922	0	9927	0	8325	1728	9927	0	9749	0
5	8337	1515	8430	1640	10056	0	8152	1794	10194	0	10056	0	9976	0	10108	0	10098	0	8579	1480	6920	3163	10079	0	10004	0	10002	0	7346	2614	10096	0	7638	2375	10083	0	8706	1453	9986	0
6	10149	0	10096	0	10055	0	8442	1705	7521	2460	8279	1674	8000	1866	7789	2261	10161	0	10026	0	8125	1769	10066	0	8719	1174	10213	0	10017	0	8427	1575	8638	1315	8428	1638	10009	0	7390	2558
7	10072	0	10127	0	9884	0	8342	1666	7440	2516	8470	1629	8059	1900	7729	2257	10126	0	10109	0	8341	1834	9770	0	8574	1202	9967	0	10029	0	8504	1611	8740	1311	8325	1616	10071	0	7469	2545
8	9952	0	9920	0	10036	0	8092	1641	7538	2437	8220	1624	8213	1976	7778	2172	10080	0	10012	0	8057	1851	9930	0	8799	1218	9786	0	9886	0	8391	1553	8655	1291	8286	1703	9967	0	7445	2530
9	5996	4024	7267	2593	8503	1444	8075	1783	10058	0	8270	1634	8113	1918	7107	2786	8050	1942	8487	1494	6930	3146	8640	1266	7961	1971	9919	0	4950	5031	9013	997	7690	2352	8401	1641	6270	3840	8981	1071
10	5950	3955	7343	2755	8465	1469	8375	1808	9800	0	9896	0	9978	0	8554	1369	7968	1944	8404	1473	6914	3150	8752	1314	9946	0	10065	0	7427	2682	8949	1015	7717	2258	8316	1576	6243	3716	9072	1015
11	10175	0	10196	0	10066	0	10051	0	9960	0	8362	1745	10062	0	9878	0	7114	3083	8415	1409	10098	0	8124	1982	10027	0	8136	2015	9863	0	10015	0	9963	0	8361	1759	10177	0	10056	0
12	9976	0	9892	0	10015	0	9848	0	9996	0	8337	1719	9834	0	10127	0	6971	2958	8619	1410	9974	0	7970	1947	9745	0	7917	2098	10051	0	9856	0	10077	0	8271	1783	9859	0	10024	0
13	10180	0	8586	1420	8599	1256	8562	1492	9717	0	9989	0	10006	0	10053	0	9997	0	9975	0	10065	0	10092	0	8229	1870	8296	1681	10050	0	9936	0	9983	0	9980	0	8781	1218	10165	0
14	10047	0	10112	0	10082	0	10010	0	9981	0	8304	1720	10019	0	9922	0	6999	3061	8607	1432	9887	0	7995	2021	10169	0	8103	2016	9931	0	10057	0	10104	0	8202	1758	9983	0	10164	0
15	9983	0	8660	1330	8667	1311	8585	1583	9898	0	9982	0	9989	0	9998	0	9829	0	9946	0	9994	0	9990	0	8248	1759	8367	1775	9960	0	10088	0	10162	0	9929	0	8767	1254	10125	0
16	6019	4093	7313	2691	8519	1473	8132	1762	9941	0	10051	0	9960	0	8661	1343	8073	2006	8580	1506	6870	3223	8639	1254	10044	0	10149	0	7479	2573	8955	1074	7678	2351	8256	1569	6264	3756	8833	1125
17	5980	3951	7395	2626	7337	2714	8103	1789	9875	0	8301	1572	8218	1914	7203	2789	8007	1860	7154	2736	6805	3208	7019	2981	8033	2021	10001	0	4941	5108	7484	2399	7477	2346	8254	1594	6261	3602	7607	2394
18	10053	0	9952	0	10033	0	10231	0	10001	0	8325	1656	10083	0	9940	0	7031	2994	8561	1440	10246	0	7989	2013	9988	0	7930	2043	9966	0	9963	0	10069	0	8319	1688	10207	0	10128	0
19	6026	4005	7328	2705	8568	1414	8222	1817	10153	0	8343	1623	8313	1900	7306	2744	8084	1962	8686	1478	6830	3209	8626	1263	8014	2064	10040	0	4858	4978	8802	1007	7623	2258	8494	1595	6224	3825	9045	990
20	6004	4024	7440	2716	8484	1422	8172	1841	10003	0	10019	0	9892	0	8644	1362	8091	1905	8684	1437	6804	3314	8714	1260	9955	0	10044	0	7494	2649	8910	1073	7745	2373	8287	1556	6234	3872	8842	1022
21	5945	4174	7260	2615	8706	1454	8128	1790	10022	0	9827	0	9942	0	8715	1362	8151	2004	8553	1408	6901	3214	8776	1285	9897	0	9994	0	7379	2634	9066	1048	7700	2348	8434	1606	6314	3820	9040	1070
22	9835	0	10196	0	9835	0	8329	1678	7721	2482	8197	1610	8046	1856	7768	2216	10034	0	10213	0	8196	1853	9874	0	8792	1228	10061	0	10051	0	8308	1605	8748	1327	8351	1589	10143	0	7432	2532
23	5973	4047	7371	2680	8543	1475	8282	1862	10122	0	9984	0	10073	0	8602	1323	8004	1976	8314	1519	6744	3140	8813	1277	10073	0	9971	0	7281	2574	9031	1034	7502	2362	8335	1672	6154	3697	8969	1056
24	9871	0	9990	0	9876	0	8171	1655	7558	2438	8284	1614	8085	1798	7875	2178	9986	0	10118	0	8168	1809	9907	0	8827	1241	9894	0	9852	0	8528	1527	8701	1295	8221	1714	10068	0	7460	2598
25	10053	0	9924	0	10063	0	8304	1682	7547	2458	8329	1656	8132	1851	7803	2283	10016	0	10045	0	8203	1833	10110	0	8659	1202	10034	0	10003	0	8266	1555	8730	1326	8458	1648	9799	0	7534	2569
26	5999	4057	7395	2644	8387	1438	8293	1888	9915	0	8300	1594	8022	1847	7427	2668	8000	2003	8660	1451	6890	3108	8586	1287	7985	1949	9937	0	5026	4987	8978	1002	7709	2307	8453	1671	6132	3755	8903	1102
27	5872	4099	7214	2656	8627	1469	8313	1832	10039	0	9931	0	10094	0	8651	1312	7833	1961	8393	1437	6942	3153	8712	1240	9985	0	10133	0	7370	2647	8881	1068	7690	2298	8376	1655	6184	3742	8953	1014
28	9870	0	8539	1374	8616	1358	8417	1583	10181	0	10101	0	9838	0	9995	0	10149	0	10090	0	9975	0	9894	0	8247	1791	8336	1689	9997	0	10199	0	9782	0	10146	0	8751	1165	9948	0
29	5982	3989	7246	2591	8360	1423	8321	1860	10035	0	10118	0	10174	0	8565	1377	8096	2023	8618	1494	6848	3208	8745	1209	10124	0	9855	0	7517	2665	8749	1091	7808	2231	8340	1645	6187	3770	8918	1040
30	10010	0	10100	0	9996	0	9940	0	7358	2502	9968	0	9844	0	9113	914	9900	0	10009	0	8153	1749	9977	0	8718	1231	10045	0	10153	0	10240	0	8551	1318	9881	0	9941	0	9019	964
31	9913	0	10008	0	9970	0	8344	1753	7562	2464	8449	1645	7966	1962	7877	2305	10057	0	9948	0	8158	1796	9970	0	8594	1156	10213	0	10075	0	8472	1589	8683	1306	8379	1718	10026	0	7477	2522
32	9982	0	10112	0	9955	0	8275	1625	7476	2498	8297	1680	8118	1887	7851	2182	9973	0	10056	0	8143	1786	9939	0	8744	1217	10035	0	9897	0	8587	1517	8612	1285	8434	1626	10018	0	7462	2535
33	10000	0	9892	0	10011	0	8315	1702	7529	2388	8584	1635	8109	1906	7787	2268	9839	0	10010	0	8199	1862	10114	0	8725	1235	9929	0	10093	0	8415	1567	8724	1300	8243	1693	9880	0	7596	2589
34	10004	0	10090	0	9978	0	8375	1734	7517	2455	8195	1570	7940	1977	7666	2241	10047	0	9959	0	8401	1776	9994	0	8725	1166	10103	0	10126	0	8458	1586	8649	1273	8312	1650	9938	0	7537	2591
35	8259	1575	8383	1569	9993	0	8335	1805	9951	0	9994	0	10223	0	9982	0	10083	0	8408	1527	6719	3217	10011	0	9970	0	10016	0	7509	2628	10045	0	7798	2330	9863	0	8308	1505	9995	0
36	5952	4099	7330	2675	8572	1489	8314	1853	9920	0	10105	0	10133	0	8518	1344	8126	1979	8483	1470	6839	3100	8627	1293	9983	0	10152	0	7359	2602	8854	1085	7653	2333	8408	1639	6177	3690	8861	1020
37	5772	4020	7416	2618	8676	1479	8174	1829	10127	0	8216	1682	8070	1854	7284	2821	7985	1914	8578	1561	6916	3206	8674	1265	8004	1974	10202	0	4958	4983	8952	1059	7716	2379	8250	1609	6300	3749	8800	1020
38	10013	0	8617	1364	8703	1378	8581	1489	10049	0	10089	0	9785	0	9919	0	9809	0	10027	0	10118	0	10003	0	8160	1858	8264	1782	10001	0	9948	0	9869	0	9887	0	8716	1228	10024	0
39	10050	0	10033	0	9911	0	8408	1664	7632	2421	8331	1635	8241	1892	7845	2241	10075	0	10098	0	8102	1742	9972	0	8796	1221	10004	0	9998	0	8370	1545	8447	1298	8387	1658	10027	0	7336	2443
40	9965	0	8571	1413	8698	1368	8454	1528	9950	0	10086	0	9896	0	9879	0	9900	0	10113	0	9895	0	9922	0	8144	1799	8419	1767	9885	0	9946	0	10005	0	9899	0	8705	1238	10042	0
41	6040	4065	7325	2703	8729	1500	8324	1837	10101	0	10024	0	10053	0	8532	1417	8086	1948	8460	1491	6874	3125	8609	1225	9924	0	10091	0	7464	2648	8930	1026	7766	2360	8407	1648	6229	3691	8717	1002
42	5923	3905	7406	2627	8673	1408	8177	1791	9781	0	10000	0	10060	0	8742	1354	8076	2057	8510	1502	6795	3239	8864	1274	10050	0	10022	0	7548	2569	8952	1059	7517	2271	8461	1604	6238	3729	8791	1044
43	9923	0	10200	0	10029	0	8238	1579	7556	2501	8334	1698	7863	1956	7709	2278	10042	0	10055	0	8123	1816	9943	0	8684	1221	10245	0	10019	0	8488	1569	8754	1329	8307	1683	9956	0	7474	2532
44	8388	1612	8322	1691	10006	0	8167	1746	9824	0	10013	0	9890	0	9915	0	10019	0	8516	1530	6908	3238	10040	0	9976	0	9933	0	7345	2627	10086	0	7674	2360	10030	0	8630	1524	9850	0
45	8369	1589	8465	1650	9937	0	8073	1868	9907	0	9977	0	10036	0	10034	0	10141	0	8569	1486	6777	3294	10026	0	10159	0	9959	0	7413	2585	10003	0	7650	2365	9872	0	8420	1549	9979	0
46	8423	1643	8444	1698	10039	0	8241	1747	10094	0	10106	0	9841	0	10039	0	9973	0	8549	1528	6820	3185	9896	0	10010	0	9940	0	7415	2648	10062	0	7744	2258	9926	0	8587	1494	10083	0
47	5966	4134	7342	2712	8510	1528	8291	1752	9939	0	9896	0	10113	0	8595	1363	8155	1962	8420	1414	6875	3230	8753	1246	10028	0	9975	0	7340	2597	9056	1071	7573	2287	8360	1604	6300	3770	9133	1073
48	6072	4140	7224	2636	8510	1412	8154	1848	10017	0	9997	0	10128	0	8702	1380	8059	1972	8383	1583	6793	3165	8553	1304	10044	0	10078	0	7510	2540	9086	1021	7676	2334	8168	1659	6243	3814	9044	1053
49	10123	0	10085	0	10153	0	8357	1652	7514	2514	8293	1715	8209	1862	7770	2352	10022	0	9758	0	8127	1828	9951	0	8786	1141	9927	0	10014	0	8223	1526	8657	1287	8363	1688	9831	0	7397	2526
50	9884	0	9839	0	9902	0	10028	0	10085	0	8372	1675	10020	0	9983	0	6878	3084	8636	1479	9896	0	7937	2027	10064	0	7936	2065	10008	0	10163	0	9928	0	8374	1727	10083	0	10062	0
51	9944	0	8535	1408	8636	1273	8557	1515	9962	0	10088	0	10114	0	9989	0	10022	0	9856	0	9857	0	10079	0	8241	1789	8283	1743	10134	0	9998	0	9965	0	9968	0	8858	1260	9937	0
52	9980	0	8681	1407	8658	1311	8333	1498	9957	0	9953	0	9932	0	10120	0	9884	0	9855	0	9845	0	9960	0	8212	1791	8166	1711	10028	0	10135	0	9931	0	9915	0	8815	1285	9981	0
53	9998	0	8804	1391	8616	1318	8497	1549	9893	0	9987	0	10229	0	9830	0	9944	0	10185	0	9777	0	9949	0	8137	1814	8262	1745	9948	0	10173	0	10029	0	10011	0	8756	1186	9984	0
54	5984	3986	7201	2643	8492	1479	8120	1752	9873	0	10006	0	10143	0	8768	1303	8120	1870	8599	1503	6804	3267	8713	1260	10075	0	9895	0	7436	2565	8896	1051	7713	2313	8323	1580	6233	3835	8925	1093
55	6106	3998	7518	2687	8514	1465	8204	1892	9972	0	10019	0	9869	0	8674	1315	8027	1843	8523	1491	6725	3121	8640	1253	10160	0	10091	0	7465	2597	8995	1045	7680	2365	8418	1644	6372	3849	9069	1055
56	10087	0	8697	1429	8726	1364	8578	1467	10064	0	10141	0	9987	0	9901	0	9925	0	9913	0	9917	0	9902	0	8200	1771	8269	1801	9949	0	9945	0	10083	0	9858	0	8973	1249	10031	0
57	8421	1573	8145	1661	10113	0	8305	1805	10086	0	10074	0	9906	0	9986	0	9932	0	8451	1472	6887	3112	9974	0	9915	0	9965	0	7377	2478	9964	0	7647	2339	9972	0	8518	1414	10022	0
58	9914	0	9822	0	10005	0	8349	1688	7502	2491	8293	1668	8039	2027	7724	2296	10137	0	10154	0	8232	1723	9947	0	8751	1217	10019	0	9822	0	8352	1590	8755	1396	8311	1629	9921	0	7504	2538
