#chr	normal	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19
0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.175851454672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.153373015873	0.213247820423
1	0	0.0	0.0	0.0	0.231717090763	0.0	0.0	0.112130885874	0.0	0.0	0.0	0.0	0.268380094204	0.0	0.0	0.0	0.244794825147	0.0	0.0	0.0	0.0
2	0	0.190950767391	0.0	0.261448874852	0.0	0.0	0.142002989537	0.110560237977	0.0	0.162286722887	0.155044212219	0.102118893467	0.0	0.225627583426	0.0	0.0	0.0	0.263510808647	0.0	0.0	0.121013412817
3	0	0.188954076472	0.0	0.260908637044	0.0	0.0	0.147449336129	0.243018419489	0.0	0.161735305878	0.37094343414	0.0993305768852	0.0	0.219587219686	0.275844730491	0.20672740014	0.0	0.25225586525	0.163955693045	0.0	0.28040302267
4	0	0.196336633663	0.0	0.262226640159	0.0	0.0	0.144490123333	0.105904685783	0.0	0.155248841427	0.152918717974	0.104886769964	0.0	0.220640923567	0.0	0.0	0.0	0.261210536899	0.0	0.0	0.121203155819
5	0	0.500197355437	0.0	0.257023311417	0.235360130586	0.0	0.146245059289	0.360909822866	0.0	0.163164644372	0.361738261738	0.10043712514	0.275253769587	0.216754134073	0.274562718641	0.206250636262	0.241077711873	0.253566405465	0.348035837354	0.145335162681	0.287273087987
6	0	0.0	0.0	0.0	0.2311	0.0	0.0	0.108857200241	0.0	0.0	0.0	0.0	0.273181454836	0.0	0.0	0.0	0.25592131674	0.0	0.0	0.0	0.0
7	0	0.500345337938	0.0	0.257713429855	0.227710843373	0.0	0.151156916237	0.366208569119	0.0	0.162625960291	0.35796812749	0.10566829951	0.270860332968	0.216160220994	0.26769731489	0.21399553118	0.238133386741	0.265236567763	0.354398635771	0.147143566816	0.287346134909
8	0	0.492621790984	0.0	0.264248704663	0.234660281353	0.0	0.14703205582	0.368315036761	0.0	0.158294976986	0.360024081878	0.106124077399	0.276216108453	0.206328864353	0.271849542392	0.207393421445	0.244318181818	0.256491891354	0.347401289283	0.147105315155	0.281140919517
9	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1889992974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.164681357951	0.211091234347
10	0	0.190776942356	0.0	0.266351378547	0.0	0.0	0.144116174261	0.246449289858	0.0	0.166882922447	0.361278648975	0.0991809828206	0.0	0.223306833048	0.275712454393	0.201639182384	0.0	0.263835263835	0.161828227022	0.0	0.28309188331
11	0	0.199142828665	0.0	0.265897723793	0.0	0.0	0.147070428092	0.24239381464	0.0	0.164583541646	0.362432031636	0.103549398321	0.0	0.221133659902	0.283410364834	0.201559688062	0.0	0.259576161576	0.162329741817	0.0	0.289125460153
12	0	0.502246181491	0.0	0.261871227364	0.229591836735	0.0	0.144375375978	0.359505378506	0.0	0.166105388273	0.358441033926	0.105944197331	0.274135156879	0.222211214583	0.275399235819	0.203278688525	0.250853928069	0.254780876494	0.353625240166	0.144302503832	0.301909427172
13	0	0.193879605396	0.0	0.262152602324	0.0	0.0	0.144996528811	0.100392314656	0.0	0.16137330563	0.152036199095	0.0964588528678	0.0	0.224268798705	0.0	0.0	0.0	0.258129265355	0.0	0.0	0.119166833567
