gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9
0	41	55	54	50	49	50	48	50	60	54	47	48	55	54	48	51	46	48	46	45
1	109	0	87	0	82	31	104	0	98	0	100	0	92	18	98	0	98	10	67	23
2	94	0	98	0	70	32	92	0	93	0	98	0	74	24	101	0	88	10	68	23
3	86	0	108	0	70	28	101	0	105	0	94	0	95	30	87	0	76	16	95	29
4	95	0	96	0	86	0	98	0	95	10	87	10	86	15	84	12	89	15	76	24
5	95	13	102	0	98	0	84	0	96	9	88	0	110	0	103	0	106	0	97	0
6	97	0	67	23	86	0	85	16	97	17	103	17	83	14	90	0	99	0	100	0
7	100	0	100	0	104	0	107	0	75	11	85	9	83	14	80	7	91	8	67	21
8	95	0	85	0	61	35	94	0	78	0	110	0	71	11	112	0	73	9	75	27
9	94	0	98	0	113	0	88	0	86	12	97	8	92	11	83	12	81	12	84	22
10	97	0	99	0	91	0	86	0	81	10	80	9	79	19	94	17	81	9	59	14
11	117	0	109	0	65	28	102	0	114	0	87	0	87	15	95	0	69	18	83	17
12	97	0	94	0	64	29	97	0	94	0	102	0	95	24	94	0	101	11	67	30
13	88	0	90	0	69	41	89	0	93	0	93	0	90	20	103	0	95	11	65	22
14	101	0	81	21	54	61	91	14	98	11	69	12	51	31	79	9	86	17	79	30
15	108	0	100	0	70	29	99	0	95	0	76	0	75	16	105	0	91	11	74	33
16	81	26	76	26	100	0	78	15	92	9	102	9	88	0	84	15	71	18	83	0
17	97	0	109	0	78	21	103	0	101	0	110	0	74	19	90	0	80	17	52	22
18	98	0	89	0	87	0	100	0	96	4	91	12	73	3	91	16	96	15	88	31
19	88	0	71	23	54	51	82	10	77	21	95	14	60	42	89	16	92	7	60	34
20	69	30	80	27	86	0	85	16	75	14	84	6	105	0	84	13	82	21	104	0
21	103	0	91	0	98	0	129	0	87	7	93	8	90	18	63	11	92	21	75	23
22	97	0	88	0	61	24	83	0	108	0	97	0	75	19	107	0	80	10	60	26
23	106	0	92	0	78	17	82	0	112	0	103	0	91	21	112	0	66	12	82	32
24	99	0	67	20	103	0	86	18	106	20	110	16	77	19	97	0	83	0	100	0
25	111	0	97	0	60	17	102	0	100	0	107	0	74	16	101	0	97	16	79	25
26	81	7	96	0	90	0	94	9	100	0	113	0	100	0	88	11	93	0	78	0
27	91	0	115	0	92	0	94	0	77	10	90	14	74	14	77	9	84	8	69	24
28	110	0	78	29	85	0	84	14	79	18	90	14	80	23	116	0	89	0	101	0
29	65	23	85	29	101	0	84	8	75	17	112	16	110	0	87	15	88	26	101	0
30	91	0	108	0	79	32	95	0	108	0	90	0	73	16	103	0	88	13	82	30
31	109	0	95	0	109	0	106	0	79	12	81	8	85	23	87	14	98	9	69	15
32	96	0	80	0	68	31	98	0	99	0	98	0	90	17	94	0	102	14	71	34
33	78	0	82	22	48	51	78	14	78	11	94	14	69	29	82	14	74	13	81	27
34	95	0	94	0	94	0	105	0	98	9	89	13	102	9	82	12	101	11	73	22
35	81	0	102	0	70	22	114	0	110	0	97	0	70	14	95	0	86	15	70	24
36	89	19	63	46	45	75	75	26	70	30	82	33	54	53	70	22	58	36	48	50
37	112	0	95	0	70	25	94	0	97	0	103	0	84	18	118	0	101	8	79	21
38	65	30	49	48	50	57	72	27	57	33	68	38	64	58	65	36	46	48	58	54
39	90	8	107	0	105	0	91	8	88	0	103	0	79	0	99	10	103	0	95	0
40	132	0	78	0	88	18	92	0	107	0	85	0	86	21	99	0	80	15	77	40
41	109	0	78	0	84	19	98	0	87	0	85	0	80	21	91	0	95	8	85	21
42	91	8	95	0	100	0	91	0	83	13	103	0	105	0	97	0	106	0	95	0
43	89	17	66	51	33	62	71	32	56	35	78	21	53	60	83	29	61	27	52	32
44	95	0	57	32	45	51	87	13	100	5	100	19	59	40	93	12	75	10	63	23
45	91	0	89	0	79	36	109	0	109	0	97	0	85	17	110	0	79	19	70	25
46	109	0	78	14	57	53	64	13	82	17	70	13	55	36	74	4	96	15	59	26
47	107	0	114	0	88	29	107	0	104	0	92	0	80	17	79	0	81	17	77	27
48	90	0	95	0	76	29	107	0	103	0	100	0	87	19	113	0	67	11	67	30
49	91	0	108	0	85	22	109	0	101	0	101	0	73	18	97	0	86	15	80	24
50	106	0	67	26	89	0	80	16	97	13	78	13	72	18	114	0	117	0	124	0
51	82	15	100	0	90	0	93	0	85	13	109	0	87	0	97	0	104	0	85	0
52	92	0	89	0	74	27	108	0	100	0	104	0	72	17	92	0	86	17	69	30
53	104	0	69	23	41	51	95	13	80	10	99	14	66	46	84	14	87	19	75	24
54	78	0	103	0	70	29	96	0	82	0	100	0	76	11	112	0	79	16	77	31
55	94	0	94	0	70	31	100	0	106	0	99	0	90	20	107	0	78	18	65	27
56	107	0	98	0	70	44	108	0	104	0	106	0	79	13	86	0	80	13	67	36
57	87	12	108	0	97	0	86	4	108	0	99	0	93	0	99	7	98	0	98	0
58	90	10	95	0	107	0	89	14	107	0	96	0	91	0	85	14	95	0	94	0
59	120	0	96	0	71	41	101	0	87	0	105	0	95	19	139	0	93	15	71	24
60	75	0	107	0	92	0	103	0	88	11	95	11	68	11	89	10	96	12	82	16
61	129	0	79	37	48	54	98	9	104	12	81	10	72	46	78	10	81	13	71	25
62	104	0	88	0	107	0	107	0	90	8	91	8	90	16	80	14	83	11	66	15
63	98	0	84	0	68	31	91	0	89	0	108	0	91	15	103	0	90	12	77	33
64	86	11	92	0	102	0	89	11	92	0	94	0	105	0	85	14	99	0	101	0
65	67	22	71	24	108	0	70	18	85	16	86	13	96	0	89	14	71	29	101	0
66	114	0	108	0	74	30	103	0	102	0	97	0	65	12	103	0	84	10	85	23
67	95	0	80	0	61	24	100	0	111	0	116	0	70	14	120	0	92	11	68	23
68	69	11	38	44	42	43	73	29	56	30	70	31	45	49	75	25	64	42	44	46
69	98	0	106	0	66	21	111	0	113	0	106	0	85	19	105	0	70	12	78	27
70	105	11	97	0	80	0	77	7	103	0	99	0	82	0	105	4	98	0	97	0
71	107	0	107	0	73	29	109	0	103	0	93	0	86	11	125	0	86	12	86	20
72	80	33	62	21	85	0	79	7	92	15	102	16	93	0	69	12	59	23	104	0
73	71	19	90	27	104	0	92	18	77	7	94	7	103	0	85	6	75	39	90	0
74	84	0	98	0	59	32	90	0	98	0	81	0	82	17	87	0	91	11	81	21
75	98	0	94	0	69	32	98	0	80	0	106	0	78	20	111	0	87	7	82	21
76	119	0	99	0	60	28	100	0	100	0	113	0	75	19	99	0	97	17	57	20
77	94	0	100	0	95	0	105	0	84	16	90	13	93	23	71	15	94	8	76	31
78	109	0	103	0	103	0	80	0	96	15	88	12	85	13	78	12	95	16	73	36
79	115	0	110	0	78	27	95	0	96	0	107	0	74	19	110	0	78	16	69	21
80	87	0	78	0	80	19	110	0	101	0	104	0	80	16	108	0	104	11	82	24
81	99	0	101	0	112	0	105	0	86	9	85	12	74	18	98	13	97	11	81	21
82	105	0	89	0	78	27	86	0	111	0	86	0	75	22	87	0	84	11	68	26
83	98	0	98	0	100	0	99	0	100	8	99	13	73	17	90	13	100	12	91	26
84	99	0	105	0	85	0	99	0	83	13	86	13	84	12	83	15	95	7	76	30
85	112	0	106	0	75	25	106	0	102	0	99	0	85	13	106	0	78	15	79	27
86	108	0	93	0	94	30	101	0	113	0	112	0	84	19	86	0	94	12	76	24
87	97	10	96	0	100	0	98	8	95	0	78	0	110	0	107	8	94	0	107	0
88	100	0	95	0	74	16	85	0	105	0	113	0	90	16	89	0	78	20	79	25
89	105	18	108	0	83	0	89	5	106	0	93	0	83	0	102	10	96	0	98	0
90	95	0	99	0	89	0	92	0	85	15	87	11	86	20	82	9	102	13	75	18
91	109	0	73	31	71	51	88	18	90	15	85	8	58	49	87	13	87	16	61	26
92	88	0	110	0	108	0	113	0	93	13	87	10	81	12	109	9	82	17	73	31
93	97	0	124	0	79	33	97	0	117	0	99	0	81	24	109	0	95	9	78	21
94	100	9	96	0	111	0	92	8	99	0	103	0	92	0	95	9	90	0	109	0
95	96	0	113	0	79	26	111	0	96	0	94	0	83	18	103	0	81	17	73	27
96	97	0	107	0	78	26	107	0	101	0	86	0	75	24	97	0	80	24	71	18
97	95	0	124	0	93	0	107	0	85	11	94	7	82	12	88	19	84	6	62	18
98	99	0	108	0	79	28	115	0	100	0	105	0	81	17	104	0	86	17	94	24
99	82	0	88	0	89	31	85	0	98	0	114	0	70	26	97	0	109	12	74	28
