#chr	normal	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	0	0.0	0.0	0.168905950096	0.0	0.203629032258	0.0	0.0926879505664	0.0	0.0	0.141981613892
1	0	0.0	0.0	0.154648956357	0.0	0.209486166008	0.0	0.0989119683482	0.0	0.0	0.130952380952
2	0	0.0	0.135662898253	0.0	0.0	0.0	0.0	0.103896103896	0.0	0.238095238095	0.0
3	0	0.0	0.0	0.0	0.0988900100908	0.0	0.0	0.0	0.124521072797	0.0	0.0
4	0	0.0	0.0	0.170478170478	0.0	0.260606060606	0.0	0.0932117527862	0.0	0.0	0.136743215031
5	0	0.0	0.117021276596	0.0	0.0	0.0	0.0	0.0964102564103	0.0	0.260827718961	0.0
6	0	0.0	0.12447257384	0.0	0.0	0.0	0.0	0.0851272015656	0.0	0.222792607803	0.0
7	0	0.0	0.0	0.0	0.0	0.0	0.128412537917	0.0	0.0	0.251276813075	0.0
8	0	0.0	0.129162462159	0.0	0.0	0.0	0.0	0.1	0.0	0.24684159378	0.0
9	0	0.0	0.10469667319	0.0	0.0	0.0	0.0	0.108758421559	0.0	0.239085239085	0.0
10	0	0.0	0.0	0.160824742268	0.0	0.233502538071	0.0	0.110371075167	0.0	0.0	0.112936344969
11	0	0.0	0.0	0.0	0.0	0.0	0.138779527559	0.0	0.0	0.266401590457	0.0
12	0	0.0	0.0	0.163106796117	0.0	0.231775700935	0.0	0.254455445545	0.0	0.0	0.114481409002
13	0	0.0	0.129132231405	0.0	0.0	0.0	0.0	0.0749027237354	0.0	0.264308012487	0.0
14	0	0.0	0.0	0.175152749491	0.0	0.245187436677	0.0	0.228271251194	0.0	0.0	0.127201565558
15	0	0.0	0.163285024155	0.0	0.0	0.288331726133	0.0	0.0	0.0	0.0	0.172448979592
16	0	0.0	0.122823984526	0.0	0.0	0.0	0.0	0.103206412826	0.0	0.279644268775	0.0
17	0	0.0	0.0	0.0	0.0988258317025	0.0	0.0	0.0	0.137701804368	0.0	0.0
18	0	0.0	0.0	0.0	0.108108108108	0.0	0.0	0.0	0.108870967742	0.0	0.0
19	0	0.0	0.0	0.0	0.0964360587002	0.0	0.0	0.0	0.11011011011	0.0	0.0
20	0	0.0	0.0	0.0	0.0	0.0	0.134579439252	0.0	0.0	0.218274111675	0.0
21	0	0.0	0.123940677966	0.0	0.0	0.0	0.0	0.0851272015656	0.0	0.226049515608	0.0
22	0	0.0	0.0	0.0	0.0886319845857	0.0	0.0	0.0	0.125252525253	0.0	0.0
23	0	0.0	0.116071428571	0.0	0.0	0.0	0.0	0.0932117527862	0.0	0.235004916421	0.0
24	0	0.345631067961	0.0	0.0	0.153170731707	0.0	0.217038539554	0.178109452736	0.164342629482	0.0	0.205366357069
25	0	0.0	0.0	0.156126482213	0.0	0.22977022977	0.0	0.0974842767296	0.0	0.0	0.130389064143
26	0	0.0	0.0	0.171875	0.0	0.213114754098	0.0	0.222437137331	0.0	0.0	0.119873817035
27	0	0.0	0.0	0.164544564153	0.0	0.225714285714	0.0	0.237997957099	0.0	0.0	0.117404737384
28	0	0.0	0.0	0.0	0.10593220339	0.0	0.0	0.0	0.120078740157	0.0	0.0
29	0	0.0	0.0	0.169260700389	0.0	0.207249070632	0.0	0.0946215139442	0.0	0.0	0.153263954588
30	0	0.0	0.0	0.0	0.104023552502	0.0	0.0	0.0	0.128229665072	0.0	0.0
31	0	0.316443594646	0.0	0.0	0.151106833494	0.0	0.218783351121	0.178853754941	0.175146771037	0.0	0.229273285568
32	0	0.0	0.0	0.0	0.0	0.0	0.117134559535	0.0	0.0	0.246641074856	0.0
33	0	0.0	0.0	0.171026156942	0.0	0.227557411273	0.0	0.216326530612	0.0	0.0	0.147670961348
34	0	0.300326441785	0.0	0.0	0.158697863683	0.0	0.210784313725	0.190989226249	0.169072164948	0.0	0.201737451737
35	0	0.311752988048	0.0	0.0	0.156441717791	0.0	0.258349705305	0.173134328358	0.149653121903	0.0	0.19595314164
36	0	0.0	0.130480167015	0.0	0.0	0.0	0.0	0.0965174129353	0.0	0.263779527559	0.0
37	0	0.0	0.0	0.183449651047	0.0	0.221105527638	0.0	0.106256206554	0.0	0.0	0.148688046647
38	0	0.0	0.133782483157	0.0	0.0	0.0	0.0	0.0934844192635	0.0	0.255744255744	0.0
39	0	0.0	0.0	0.175025588536	0.0	0.229423868313	0.0	0.244399185336	0.0	0.0	0.138565891473
