gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9
0	8402	1629	9926	0	9029	1167	8281	1667	9968	0	10046	0	8787	1140	9981	0	10009	0	8186	1794
1	8284	1802	9994	0	10029	0	10148	0	10065	0	10135	0	8679	1408	10095	0	8445	1564	10037	0
2	8476	1582	6455	3520	7357	2547	8209	1700	6336	3648	6738	3394	8870	1258	7324	2662	6500	3413	8218	1698
3	9976	0	8458	1475	9946	0	8391	1766	10016	0	10201	0	9935	0	9937	0	9980	0	10032	0
4	8323	1644	6415	3509	7425	2586	8272	1753	6215	3692	6747	3287	8804	1214	7434	2762	6560	3406	8219	1655
5	9932	0	8398	1458	9861	0	7986	1724	9850	0	9989	0	9818	0	9963	0	9929	0	10021	0
6	8423	1624	6506	3441	7404	2627	8245	1739	6207	3642	6667	3263	8829	1206	7487	2636	6472	3484	8242	1635
7	4951	5045	4963	4964	6118	3912	6562	3455	4885	5056	4986	4992	6110	3885	5015	4953	5114	5038	5110	5061
8	6612	3268	6560	3401	6013	3877	8278	1750	6435	3632	4976	5137	7461	2403	6019	4024	6456	3500	6367	3496
9	8273	1769	9907	0	10097	0	9958	0	9932	0	9906	0	8587	1325	10063	0	8420	1618	10044	0
10	6729	3345	6580	3520	6052	3813	8290	1726	6528	3647	5057	4887	7505	2538	5954	4087	6502	3488	6290	3484
11	8393	1744	10007	0	9814	0	10012	0	9949	0	9939	0	8656	1278	9924	0	8445	1622	10014	0
12	4934	4995	5128	4930	5991	3822	6597	3375	5046	5065	4938	5092	6108	3941	5047	4965	4986	4947	5129	4872
13	8532	1568	10046	0	8851	1196	8183	1776	10168	0	9945	0	8835	1283	10008	0	9823	0	8380	1745
14	9939	0	8469	1482	9836	0	8203	1760	10067	0	10021	0	9962	0	10254	0	10010	0	10081	0
15	6726	3290	6501	3500	6057	3814	8353	1773	6393	3629	4888	4988	7287	2561	5972	3992	6524	3400	6289	3608
16	9998	0	8459	1503	10038	0	8284	1768	10037	0	10004	0	10005	0	9960	0	10099	0	10133	0
17	6765	3190	6539	3448	6181	3902	8276	1700	6311	3793	6822	3356	7515	2480	7470	2711	6479	3444	6416	3597
18	10038	0	10017	0	8985	1145	8263	1543	10088	0	10100	0	8941	1169	10115	0	9929	0	9783	0
19	5040	5038	4990	5072	6163	3889	6488	3397	4892	4977	4955	4975	6058	3852	4997	4967	4904	5048	5002	4985
20	8599	1563	6468	3407	7460	2549	8323	1710	6323	3796	6566	3353	8700	1198	7267	2645	6722	3478	8440	1808
21	4933	4983	5031	5010	6100	3808	6573	3404	5006	4850	4993	5075	6202	3872	4874	4983	4919	4961	4950	5025
22	8300	1718	9889	0	10051	0	9866	0	9992	0	9897	0	8632	1373	10120	0	8452	1511	10104	0
23	8322	1779	9972	0	9944	0	9947	0	10070	0	10002	0	8762	1311	9818	0	8479	1489	9956	0
24	9919	0	8481	1493	10082	0	8236	1694	10018	0	9999	0	10015	0	9970	0	10094	0	10028	0
25	8132	1657	10044	0	9993	0	9956	0	9911	0	10019	0	8789	1319	10057	0	8551	1553	10049	0
26	6658	3263	6398	3453	6148	4009	8364	1701	6297	3606	4954	4976	7358	2509	6078	4064	6457	3406	6423	3630
27	6752	3344	6352	3518	6138	3788	8245	1718	6256	3779	5120	5025	7422	2548	5885	4109	6521	3452	6389	3504
28	8166	1744	10011	0	10107	0	9840	0	10057	0	9947	0	8556	1369	10087	0	8473	1574	10043	0
29	8608	1689	9997	0	10163	0	10153	0	10085	0	10290	0	8726	1400	10012	0	8589	1560	9973	0
30	8302	1643	6584	3562	7465	2577	8281	1736	6386	3597	6791	3371	8735	1200	7378	2585	6592	3541	8241	1686
31	8380	1737	9858	0	10059	0	9899	0	9914	0	9996	0	8813	1290	10023	0	8398	1521	9994	0
32	8387	1698	10114	0	9905	0	9938	0	10024	0	10249	0	8813	1350	9932	0	8461	1487	10242	0
33	6628	3316	6474	3506	6204	3910	8373	1711	6231	3652	4982	5045	7571	2500	5902	4074	6590	3493	6478	3496
34	5003	4763	5067	4972	6065	3938	6638	3427	4842	4989	5015	4935	6113	3918	4941	4990	4977	4968	4988	5040
35	8317	1663	10097	0	10084	0	9831	0	9853	0	10063	0	8754	1274	10022	0	8482	1600	9755	0
36	8321	1567	6528	3572	7388	2503	8396	1752	6311	3663	6635	3289	8719	1212	7371	2708	6583	3443	8241	1758
37	8468	1645	6426	3461	7462	2541	8296	1727	6219	3744	6702	3243	8792	1181	7386	2715	6496	3471	8416	1786
38	6744	3259	6424	3491	6139	3999	8326	1659	6390	3682	5006	4985	7571	2477	5835	4036	6515	3421	6346	3603
39	8402	1605	6474	3685	7417	2561	8321	1652	6364	3762	6681	3193	8750	1242	7427	2626	6594	3395	8308	1670
40	8400	1562	6502	3603	7422	2590	8295	1704	6183	3656	6748	3178	8775	1254	7378	2632	6690	3413	8277	1645
41	9850	0	8301	1765	9881	0	9751	0	8074	1973	8254	1686	9978	0	8543	1344	8207	1763	9958	0
42	8237	1642	10121	0	8745	1237	8222	1678	10064	0	10064	0	8655	1188	9982	0	10049	0	8240	1702
43	8157	1679	9891	0	9904	0	9875	0	10038	0	9918	0	8781	1302	10043	0	8444	1551	9925	0
44	8221	1692	10000	0	10057	0	9929	0	8734	1329	10006	0	8633	1320	9017	949	8483	1532	10053	0
45	5034	5075	4912	5068	6176	3818	6602	3489	5065	4900	4913	4995	6053	3962	4996	4944	4999	5055	4961	5036
46	8494	1611	6544	3434	7388	2596	8336	1709	6392	3741	6642	3421	8928	1240	7250	2724	6387	3395	8426	1708
47	6661	3385	6398	3414	6151	3934	8307	1741	6309	3661	4845	4992	7487	2483	6013	4188	6603	3504	6445	3523
48	8249	1591	6408	3475	7380	2622	8265	1696	6367	3747	6624	3212	8856	1260	7287	2758	6618	3390	8359	1660
49	6743	3383	6509	3505	6160	3955	8309	1710	6401	3680	4975	5039	7451	2495	5968	3894	6442	3375	6394	3520
50	10023	0	8325	1707	9931	0	9948	0	8226	1837	8134	1683	10066	0	8629	1404	8310	1764	9927	0
51	10012	0	8289	1718	9953	0	9937	0	8220	1847	8338	1723	10139	0	8671	1368	8205	1769	9832	0
52	8456	1658	6497	3431	7466	2682	8252	1689	6250	3795	6744	3213	8850	1276	7273	2694	6444	3505	8518	1696
53	8306	1776	9969	0	10005	0	9982	0	10096	0	9831	0	8622	1254	10056	0	8483	1476	10083	0
54	6694	3351	6447	3427	6140	3800	8384	1670	6355	3704	5068	5012	7581	2556	5993	4074	6545	3513	6390	3473
55	8510	1547	6620	3585	7510	2607	8203	1630	6272	3762	6542	3346	8768	1198	7302	2710	6513	3589	8277	1729
56	8323	1536	6457	3396	7407	2625	8195	1660	6334	3683	6740	3418	8646	1192	7176	2668	6690	3398	8581	1713
57	8348	1711	10143	0	10094	0	9878	0	9954	0	9967	0	8684	1279	10062	0	8486	1531	10171	0
58	6664	3258	6559	3422	6130	3878	8272	1686	6346	3602	4956	4969	7387	2413	5918	4071	6640	3517	6299	3534
59	8601	1569	6569	3588	7326	2608	8333	1671	6083	3710	6626	3321	8771	1209	7247	2658	6604	3518	8373	1697
60	6633	3254	6547	3443	6006	3800	8308	1666	6334	3658	5104	5152	7426	2416	5907	4008	6668	3547	6461	3647
61	5082	5077	5073	5038	6083	4029	6435	3434	5041	5023	5008	5029	6089	3807	4948	4986	4982	4963	5143	4980
