gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4
0	7632	2259	8025	2059	7108	2931	9699	0	8184	1686
1	10026	0	8363	1628	10026	0	8998	1167	8695	1325
2	7573	2229	7869	2094	8436	1553	9866	0	8185	1709
3	7598	2313	7882	2039	7031	3055	9890	0	8110	1657
4	7241	2651	8763	1351	9094	990	9751	0	7989	2006
5	10065	0	8439	1707	10167	0	8748	1149	8796	1294
6	7240	2730	8519	1345	8893	965	9931	0	8035	2036
7	9926	0	8490	1613	9798	0	8922	1139	8569	1277
8	7661	2297	7908	1949	7080	2973	10032	0	8209	1654
9	10105	0	8442	1596	10038	0	8963	1170	8578	1350
10	10025	0	8383	1559	10200	0	8900	1096	8818	1278
11	7546	2258	7771	2048	6970	2990	10027	0	8271	1653
12	9979	0	8260	1613	9901	0	8928	1182	8803	1291
13	7251	2676	8632	1328	9061	1015	10024	0	7936	2064
14	7626	2409	7907	2068	8503	1525	9962	0	8387	1599
15	8539	1501	8691	1338	9050	1018	10159	0	8913	1100
16	7787	2303	7980	2011	8594	1576	9883	0	8288	1718
17	7843	2297	7882	2079	8517	1528	9977	0	8152	1733
18	9985	0	10127	0	8878	1027	8912	1045	10002	0
19	10000	0	8429	1590	10021	0	8843	1144	8697	1300
20	7156	2741	8719	1374	9002	1014	10009	0	7895	1966
21	8480	1519	8780	1372	9119	1018	9867	0	8841	1109
22	7132	2726	8566	1339	9094	1014	9972	0	8111	2075
23	8628	1457	8617	1343	8990	975	10000	0	8917	1073
24	9932	0	10034	0	9072	1022	9107	1031	10124	0
25	10152	0	10048	0	9131	1065	9080	1023	10106	0
26	8463	1558	8697	1377	9062	1021	10194	0	8897	1103
27	8526	1440	8699	1284	9097	946	10095	0	8998	1065
28	9916	0	10111	0	8898	1055	9062	1049	9899	0
29	7241	2757	8706	1281	9129	967	9964	0	8051	1941
30	7712	2375	7773	2113	8393	1544	9964	0	8497	1744
31	9956	0	8561	1551	10262	0	8913	1128	8613	1252
32	10032	0	10224	0	8951	1061	8886	977	10037	0
33	7688	2167	7943	2063	8598	1494	9952	0	8229	1637
34	9922	0	10142	0	9068	1056	8910	1032	9919	0
35	8372	1440	8575	1364	8973	999	9969	0	8788	1133
36	8432	1532	8621	1382	8919	982	9900	0	8970	1089
37	8437	1503	8603	1318	9028	954	9985	0	8815	1127
38	7549	2261	7934	2000	8468	1541	9970	0	8251	1744
39	7269	2584	8609	1322	8837	1001	9980	0	8099	1999
40	9983	0	8408	1494	9857	0	8913	1062	8659	1295
41	5042	5000	6634	3360	6021	4010	7178	2877	6316	3730
42	10169	0	8413	1573	9909	0	8952	1174	8569	1313
43	9994	0	10000	0	8974	1034	8911	976	9991	0
44	7895	2277	7868	2009	7089	3032	9912	0	8324	1716
45	7714	2346	7989	1991	6999	2872	9934	0	8314	1691
46	7550	2228	7960	2040	7140	2988	9867	0	8347	1696
47	7210	2702	8688	1340	8833	959	9958	0	7798	2041
48	10047	0	10035	0	8893	1020	9116	1005	9861	0
49	7654	2243	7805	2019	8445	1471	9968	0	8334	1775
50	10014	0	9986	0	8940	1037	8995	1016	10013	0
51	8485	1425	8562	1423	8897	953	9957	0	8951	1068
52	8398	1430	8758	1319	9061	948	9989	0	8950	1148
53	7802	2330	7971	2095	7150	2895	9922	0	8438	1684
54	7766	2380	7814	2129	7053	2916	10104	0	8317	1605
55	9928	0	10028	0	10128	0	10039	0	9897	0
56	5031	5095	6605	3501	5977	3960	7040	2848	6308	3619
57	7262	2744	8681	1377	9017	1053	9914	0	7953	1955
58	7276	2700	8722	1309	8978	994	10090	0	7966	2114
59	8624	1466	8745	1308	8856	1007	9911	0	8847	1076
60	7826	2267	7878	2047	6947	2989	8664	1305	8388	1770
61	7850	2243	7995	2099	8346	1515	10221	0	8269	1633
62	10031	0	8440	1607	9898	0	8826	1185	8679	1293
63	7341	2732	8569	1358	8994	1025	10037	0	8000	2064
64	5032	5035	6571	3335	6178	3854	7150	2840	6187	3804
65	5153	4836	6520	3441	5985	4005	7237	2804	6215	3658
66	7902	2315	7931	2116	8500	1554	10026	0	8280	1688
67	4968	5056	6739	3446	5921	3986	7071	2813	6122	3567
68	7701	2297	8025	2071	7121	2991	10030	0	8236	1738
69	7770	2316	7933	2073	7046	2894	10036	0	8256	1758
70	9924	0	8346	1628	9879	0	9059	1173	8715	1290
