gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4
0	10046	0	8659	1359	9947	0	7657	2368	10083	0
1	9979	0	8614	1359	10069	0	7604	2370	10045	0
2	9960	0	9047	1013	7882	2249	9943	0	9990	0
3	7996	2104	7526	2486	7176	2903	7623	2398	10040	0
4	9949	0	8800	1410	10019	0	7748	2339	9877	0
5	10018	0	8791	1029	7989	2142	9977	0	9957	0
6	7989	2164	7566	2468	7227	2931	7591	2197	9965	0
7	10077	0	8719	1390	9862	0	7788	2276	10001	0
8	7854	2244	7544	2497	7205	2907	7739	2276	10064	0
9	9924	0	8571	1375	9942	0	7636	2439	9845	0
10	7924	2229	7675	2562	7076	2901	7659	2336	9929	0
11	10050	0	8850	1108	8674	1439	10020	0	10014	0
12	9943	0	8587	1403	10285	0	7648	2273	10034	0
13	10013	0	9030	1086	7771	2093	9924	0	10023	0
14	10010	0	10153	0	7849	2170	10080	0	10111	0
15	10085	0	10187	0	7806	2121	10002	0	9984	0
16	7252	2821	8462	1496	9891	0	7280	2608	4950	4991
17	7918	2156	7726	2451	7224	2843	7471	2329	10045	0
18	9790	0	8739	1312	9933	0	7674	2416	9873	0
19	10001	0	8968	1030	7772	2114	9900	0	9955	0
20	10125	0	8616	1353	9898	0	7609	2294	10081	0
21	9956	0	8941	1002	7933	2216	10014	0	9914	0
22	10073	0	10021	0	7989	2097	9930	0	9953	0
23	7820	2117	7574	2459	7136	2859	7692	2337	9875	0
24	10203	0	9915	0	7826	2160	10113	0	9820	0
25	7892	2214	7363	2385	7113	2921	7609	2369	10125	0
26	10068	0	10125	0	7901	2138	10116	0	9924	0
27	9904	0	9073	1065	7956	2005	10075	0	9907	0
28	10024	0	8725	1410	9962	0	7692	2370	9883	0
29	7795	2099	7548	2462	7295	2937	7653	2248	10088	0
30	7868	2209	7524	2553	7062	2963	7511	2323	9984	0
31	10070	0	8679	1355	10059	0	7606	2349	10128	0
32	10037	0	10192	0	7966	2165	9847	0	10158	0
33	10126	0	8847	1044	7799	2178	10132	0	9959	0
34	7861	2177	7727	2508	7115	2754	7613	2300	9884	0
35	9965	0	8976	1007	7929	2085	10020	0	9840	0
36	9991	0	9020	1052	8514	1413	10002	0	9744	0
37	7759	2166	7571	2451	7164	2934	7658	2440	10093	0
38	9748	0	9128	1038	7854	2176	10079	0	10051	0
39	7787	2165	7584	2402	7220	2857	7668	2258	9738	0
40	8023	2156	7537	2400	7098	2828	7733	2436	9988	0
41	9939	0	9007	1024	7919	2120	9943	0	9835	0
42	10105	0	10014	0	7956	2147	10021	0	10065	0
43	7827	2194	7371	2515	7236	2929	7779	2245	10052	0
44	9860	0	10067	0	7899	2036	10057	0	9867	0
45	10060	0	8603	1368	10013	0	7736	2279	10285	0
46	7909	2121	7502	2498	7289	2882	7625	2440	10076	0
47	7795	2128	7384	2399	7139	2881	7616	2339	9998	0
48	10082	0	8614	1377	10134	0	7701	2304	9928	0
49	7889	2151	7763	2483	7140	2883	7761	2328	9616	0
50	9998	0	8934	1008	7949	2130	9990	0	10102	0
51	9880	0	8809	1013	7963	2167	10006	0	9850	0
52	7027	2811	8533	1455	10150	0	7338	2662	4900	5000
53	7940	2145	7687	2400	7047	2816	7726	2376	10021	0
54	7690	2107	7637	2490	7137	2904	7635	2384	10135	0
55	10104	0	8714	1371	9898	0	7661	2284	10044	0
56	7923	2153	7578	2476	7270	2963	7706	2372	9993	0
57	7927	2193	7598	2372	7127	2810	7697	2394	9917	0
58	10108	0	10028	0	7966	2147	10015	0	9937	0
59	9982	0	8470	1381	10115	0	7710	2289	10083	0
60	7861	2182	7635	2392	7075	2811	7535	2340	10079	0
61	10107	0	10233	0	7781	2205	9939	0	9957	0
