gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9
0	88	18	52	35	63	30	86	14	52	58	80	13	78	25	72	36	62	42	69	31
1	79	16	67	40	63	29	97	18	33	45	82	25	72	20	86	32	63	48	60	17
2	77	19	88	12	79	22	89	11	81	27	73	21	78	28	115	0	90	10	85	12
3	105	0	107	0	113	0	96	0	75	7	84	0	104	0	95	11	75	16	103	0
4	81	21	106	14	79	20	73	11	78	18	80	16	73	25	104	0	88	14	75	9
5	93	0	104	9	86	20	99	13	74	0	90	0	112	0	109	0	81	0	109	0
6	87	0	87	0	111	0	107	0	82	17	118	0	107	0	81	20	81	8	107	0
7	116	0	87	0	98	0	82	0	85	15	107	0	99	0	83	14	92	5	115	0
8	101	0	102	0	117	0	101	0	81	14	113	0	100	0	80	20	94	9	96	0
9	79	18	97	0	70	21	67	14	112	0	60	36	74	40	85	19	97	0	71	23
10	103	16	92	11	80	17	93	10	88	13	74	13	91	20	109	0	81	7	88	9
11	88	9	76	38	69	35	97	16	51	47	82	17	71	20	88	22	65	39	78	23
12	99	0	75	15	108	0	106	0	94	0	103	0	114	0	106	0	96	0	94	0
13	108	0	93	0	98	0	94	0	83	16	100	0	114	0	94	11	92	6	116	0
14	82	0	103	0	95	0	105	0	92	12	81	0	89	0	91	11	93	10	100	0
15	87	20	73	31	73	23	98	16	51	51	87	12	76	27	75	32	74	28	70	19
16	76	16	87	21	81	32	99	16	48	47	87	18	70	24	63	27	78	24	86	31
17	100	0	99	6	81	10	96	15	105	0	103	0	113	0	94	0	100	0	97	0
18	124	0	81	8	66	9	75	12	100	0	94	0	93	0	95	0	107	0	100	0
19	100	17	67	35	60	29	90	10	50	60	77	23	83	18	78	18	61	47	76	30
20	94	0	112	0	106	0	107	0	86	13	96	0	99	0	82	5	90	11	101	0
21	94	17	75	37	70	26	93	11	42	52	92	22	67	21	83	38	57	26	68	26
22	95	0	123	0	102	0	93	0	98	14	126	0	86	0	85	13	94	7	99	0
