gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9
0	104	0	96	0	94	0	88	12	97	0	111	16	117	0	98	0	87	22	88	5
1	59	32	98	0	102	0	80	10	111	0	105	0	89	18	112	0	87	0	79	40
2	103	0	91	14	99	0	87	0	86	0	100	0	101	0	100	0	91	0	107	0
3	112	0	110	0	111	0	91	12	99	0	90	13	90	0	99	0	81	17	88	9
4	117	0	91	14	121	0	82	18	72	32	102	0	85	12	79	23	96	0	82	0
5	86	34	71	0	82	0	77	17	92	0	82	0	68	12	93	0	103	0	75	22
6	111	0	90	12	125	0	121	0	100	0	117	0	105	0	95	0	92	0	115	0
7	98	0	105	0	91	0	104	0	59	28	84	23	93	9	112	0	102	0	92	0
8	90	0	110	0	99	0	105	0	73	19	99	13	85	9	99	0	92	0	81	0
9	92	0	84	8	81	19	96	0	95	0	102	0	107	0	115	0	98	0	98	0
10	109	0	98	0	103	0	99	13	113	0	81	10	79	0	112	0	81	22	83	7
11	72	25	104	0	99	0	89	17	100	0	98	0	87	15	84	0	101	0	81	29
12	106	0	92	5	106	0	97	0	109	0	97	0	91	0	105	0	102	0	108	0
13	83	33	101	0	106	0	81	14	96	0	113	0	101	11	107	0	123	0	65	25
14	95	0	104	8	91	0	100	0	111	0	85	0	111	0	103	0	81	0	103	0
15	92	0	84	15	96	0	98	0	89	0	108	0	97	0	116	0	103	0	103	0
16	85	0	80	24	87	16	74	19	111	0	75	28	93	0	94	0	78	22	69	30
17	95	0	88	14	118	0	85	13	74	28	107	0	92	16	85	28	102	0	114	0
18	87	0	121	0	122	0	77	9	90	0	100	17	115	0	95	0	83	23	80	13
19	96	0	75	23	72	16	92	15	109	0	78	26	102	0	120	0	92	25	70	25
20	106	0	97	12	104	0	92	18	61	22	99	0	92	9	73	24	112	0	111	0
21	102	0	77	0	93	0	82	7	85	0	86	7	108	0	104	0	77	18	97	18
22	104	0	70	10	89	0	82	0	112	0	92	0	110	0	103	0	95	0	88	0
23	90	0	80	25	85	26	92	0	95	0	95	0	109	0	85	0	88	0	105	0
24	90	0	94	8	101	0	109	0	109	0	110	0	103	0	87	0	87	0	104	0
25	105	0	108	0	86	0	88	0	73	27	89	24	98	10	99	0	117	0	119	0
26	85	21	96	0	105	0	92	9	113	0	89	0	78	10	108	0	102	0	62	28
27	88	0	99	0	94	0	83	9	103	0	91	12	99	0	98	0	83	15	67	6
28	101	0	103	6	108	0	119	0	103	0	97	0	86	0	112	0	96	0	77	0
29	121	0	86	8	101	0	78	0	96	0	97	0	87	0	106	0	113	0	109	0
30	101	0	97	8	88	0	90	0	111	0	95	0	100	0	93	0	93	0	102	0
31	71	28	80	21	50	58	69	21	104	0	51	29	94	16	68	19	43	57	78	33
32	88	0	97	0	83	0	87	11	112	0	80	10	96	0	97	0	81	22	95	15
33	103	0	84	16	92	0	86	18	92	24	121	0	93	15	70	19	115	0	89	0
34	101	0	89	5	92	0	110	0	109	0	98	0	111	0	113	0	96	0	104	0
35	113	0	98	0	93	0	103	0	70	25	88	24	72	9	97	0	96	0	104	0
36	99	0	100	0	106	0	76	6	92	0	73	10	106	0	84	0	81	20	90	16
37	83	0	70	12	111	0	115	13	80	28	109	0	94	9	61	28	98	0	110	0
38	97	0	97	0	89	0	89	13	99	0	83	17	112	0	106	0	70	20	83	15
39	105	0	104	0	108	0	79	10	102	0	84	9	88	0	90	0	65	16	78	15
40	92	0	113	0	95	0	100	0	86	20	77	17	104	10	98	0	118	0	102	0
41	97	0	80	15	91	25	93	24	91	0	71	32	94	0	102	0	82	13	68	31
42	125	0	90	9	105	0	91	0	100	0	108	0	99	0	84	0	70	0	97	0
43	70	28	110	0	109	0	79	18	88	0	111	0	109	18	97	0	97	0	83	22
44	87	0	104	0	95	0	90	9	104	0	90	14	103	0	90	0	85	26	98	7
45	98	0	97	8	92	0	98	0	86	0	95	0	84	0	105	0	93	0	87	0
46	79	0	104	0	97	0	102	0	82	25	63	23	89	11	100	0	106	0	100	0
47	78	31	97	0	113	0	92	11	116	0	114	0	85	14	126	0	117	0	60	19
48	96	0	76	26	108	0	86	22	76	23	95	0	99	17	75	43	103	0	104	0
49	90	0	105	0	115	0	84	9	106	0	91	14	89	0	105	0	87	12	84	10
50	109	0	103	0	112	0	81	10	86	0	93	14	107	0	107	0	83	15	81	14
51	109	0	88	17	100	0	95	0	103	0	90	0	78	0	94	0	88	0	91	0
52	95	0	90	0	105	0	111	11	103	0	77	11	96	0	109	0	79	12	89	16
53	106	0	107	0	79	0	89	8	127	0	97	24	113	0	104	0	75	17	83	9
54	98	0	95	0	94	0	98	0	73	20	90	18	76	11	99	0	99	0	93	0
55	81	12	75	35	38	40	68	23	105	0	64	28	92	5	70	26	47	62	83	30
56	84	22	88	0	98	0	71	20	119	0	100	0	71	8	104	0	107	0	75	25
57	79	39	110	0	96	0	95	24	105	0	99	0	77	14	93	0	86	0	69	22
58	109	0	105	0	107	0	98	0	67	21	81	24	78	9	93	0	107	0	81	0
59	123	0	96	0	106	0	87	7	101	0	81	11	82	0	89	0	81	12	89	10
60	104	0	67	17	70	23	106	0	92	0	86	0	112	0	91	0	118	0	88	0
61	91	0	103	11	102	0	96	0	112	0	109	0	108	0	88	0	110	0	104	0
62	109	0	110	0	104	0	87	0	86	24	98	14	87	10	95	0	89	0	96	0
63	128	0	109	8	95	0	96	0	99	0	98	0	107	0	120	0	83	0	110	0
64	79	31	116	0	107	0	76	13	93	0	99	0	86	11	119	0	99	0	79	28
65	110	0	101	0	120	0	88	11	95	0	68	12	97	0	92	0	98	26	98	13
66	72	34	116	0	112	0	70	14	109	0	112	0	79	13	94	0	90	0	82	18
67	95	0	89	6	74	0	110	0	88	0	107	0	109	0	133	0	105	0	103	0
68	100	0	66	18	67	22	73	24	97	0	71	23	82	0	91	0	84	18	61	25
69	105	0	91	12	91	0	97	0	107	0	87	0	94	0	97	0	88	0	105	0
70	100	0	104	0	90	0	93	5	92	0	86	9	106	0	105	0	60	17	104	7
71	74	30	94	0	101	0	76	11	91	0	108	0	109	16	115	0	102	0	84	19
72	90	0	98	0	85	0	93	11	117	0	97	9	97	0	101	0	97	21	101	15
73	107	0	114	12	105	0	101	0	104	0	92	0	97	0	102	0	94	0	109	0
74	83	0	92	0	105	0	91	6	102	0	88	10	110	0	89	0	80	28	75	18
75	92	0	100	12	102	0	94	0	92	0	91	0	72	0	96	0	92	0	95	0
76	112	0	95	8	100	0	122	0	91	0	86	0	104	0	104	0	91	0	89	0
77	99	0	75	25	74	22	66	19	101	0	75	24	98	0	105	0	91	15	92	20
78	70	26	97	0	87	0	87	19	99	0	97	0	74	16	106	0	87	0	83	28
79	98	0	92	22	84	26	103	0	99	0	106	0	112	0	95	0	98	0	93	0
80	103	0	94	0	112	0	92	0	76	17	79	25	104	13	88	0	99	0	109	0
81	102	0	104	0	103	0	100	0	60	26	84	21	90	13	108	0	91	0	100	0
82	100	0	112	0	105	0	88	10	111	0	89	11	87	0	93	0	102	23	96	15
83	101	0	99	0	91	0	92	7	90	0	97	8	93	0	115	0	91	19	78	16
84	109	0	90	0	97	0	99	12	94	0	87	12	110	0	98	0	82	20	82	13
85	94	0	88	0	99	0	109	0	78	23	82	27	95	9	89	0	109	0	86	0
86	113	0	102	0	112	0	72	4	86	0	87	22	106	0	92	0	91	13	86	12
87	99	0	101	0	87	0	107	0	88	30	78	23	90	11	86	0	100	0	97	0
88	97	0	97	7	82	0	98	0	93	0	77	0	109	0	132	0	115	0	95	0
89	108	0	107	0	103	0	107	8	86	0	83	10	97	0	103	0	82	26	96	13
90	90	21	92	0	122	0	83	12	99	0	106	0	88	17	110	0	95	0	82	21
91	69	27	88	0	112	0	72	12	112	0	106	0	83	15	81	0	97	0	77	16
92	88	24	93	22	51	47	92	22	94	0	65	37	76	15	73	17	49	52	85	35
93	102	0	86	10	102	0	91	0	96	0	94	0	103	0	102	0	91	0	100	0
94	91	0	103	0	102	0	115	0	81	30	73	24	101	10	110	0	107	0	105	0
95	107	0	87	8	105	0	108	0	86	0	102	0	90	0	114	0	115	0	96	0
96	77	31	90	21	50	52	92	17	79	23	52	63	77	24	76	22	54	44	91	28
97	84	27	90	0	81	0	79	9	97	0	100	0	86	12	94	0	89	0	74	23
98	81	25	95	0	93	0	86	21	106	0	100	0	76	16	81	0	109	0	88	18
99	86	0	99	0	118	0	100	0	63	24	83	20	98	15	85	0	102	0	91	0
