gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	98	0	98	0	82	28	101	0	84	24	69	34	85	0	93	13	103	0	71	14	91	12	130	0	96	0	107	0	83	21
1	85	16	74	23	51	53	70	31	79	26	89	24	81	9	63	39	75	18	57	19	80	46	69	37	65	36	94	0	63	51
2	75	18	91	19	97	0	91	19	91	0	115	0	101	0	68	9	93	0	109	18	94	12	113	0	100	16	87	0	80	20
3	50	59	54	49	33	47	67	36	46	55	50	45	77	16	41	70	77	21	52	59	64	39	55	49	44	51	65	33	57	56
4	103	0	108	0	96	0	94	12	104	0	99	0	79	14	115	0	90	16	95	0	82	12	100	0	93	0	90	0	105	0
5	83	0	98	12	104	0	96	9	94	0	109	0	107	9	105	0	96	7	100	0	100	0	103	0	92	0	76	18	89	0
6	88	0	105	0	108	0	91	15	120	0	96	0	91	16	93	0	96	15	94	0	76	9	87	0	101	0	114	0	108	0
7	114	0	103	0	111	0	107	20	106	0	122	0	86	23	93	0	86	15	131	0	107	14	91	0	116	0	94	0	97	0
8	107	0	104	0	68	29	91	0	71	28	76	33	97	0	94	17	89	0	79	15	79	15	108	0	101	0	98	0	90	18
9	59	50	59	43	40	47	67	25	48	45	52	59	84	31	46	58	70	32	41	50	68	37	45	35	40	58	65	33	48	44
10	70	17	90	18	88	31	63	24	78	37	84	25	86	12	76	27	78	22	63	21	61	49	96	0	88	29	93	0	61	30
11	112	0	111	0	98	0	84	9	83	0	92	0	74	17	103	0	77	16	97	0	86	13	102	0	113	0	93	0	120	0
12	79	17	94	19	86	29	72	18	68	23	78	27	100	18	55	36	86	11	85	26	69	39	99	0	73	22	99	0	66	38
13	103	0	101	0	74	19	113	0	69	24	84	22	109	0	75	17	98	0	79	16	97	14	93	0	92	0	97	0	92	14
14	110	0	87	0	56	32	108	0	82	25	79	17	103	0	73	13	102	0	93	11	81	8	91	0	98	0	118	0	83	27
15	74	0	100	13	117	0	77	9	107	0	119	0	89	8	108	0	86	9	97	0	106	0	88	0	95	0	84	21	84	0
16	68	22	85	20	57	43	68	25	60	22	78	27	82	13	67	34	89	16	63	29	60	45	66	40	83	30	100	0	62	48
17	103	0	96	0	83	24	105	0	64	27	88	21	95	0	91	13	99	0	76	19	73	12	104	0	85	0	91	0	84	19
18	96	0	83	9	93	0	79	9	112	0	97	0	93	7	89	0	95	8	102	0	97	0	101	0	108	0	88	14	105	0
19	88	0	130	0	60	25	106	0	70	27	78	21	107	0	86	16	91	0	70	10	100	9	102	0	96	0	103	0	76	16
20	90	18	97	15	67	33	62	35	70	26	71	19	99	21	70	32	88	16	92	29	79	31	88	0	86	20	90	0	55	32
21	56	46	51	42	48	39	62	37	55	48	55	49	70	33	55	50	63	23	42	42	65	35	42	61	59	52	52	32	50	48
22	84	0	78	8	97	0	93	10	112	0	107	0	89	11	94	0	101	14	100	0	89	0	116	0	110	0	85	23	117	0
23	85	11	75	21	85	31	72	28	74	36	60	19	94	10	57	40	84	11	73	27	72	34	86	0	87	16	108	0	51	35
24	91	0	84	5	103	0	97	17	101	0	90	0	86	9	118	0	100	9	92	0	92	0	109	0	120	0	82	27	104	0
25	59	53	54	45	42	53	66	29	53	62	45	44	72	26	46	58	93	26	40	50	60	40	52	57	37	54	76	37	45	42
26	95	0	94	11	94	0	94	9	112	0	109	0	92	10	97	0	89	9	98	0	87	0	94	0	104	0	84	16	90	0
27	79	15	71	16	49	44	72	37	79	35	85	18	106	26	67	34	87	15	68	29	73	33	76	48	80	17	111	0	48	44
28	49	38	56	39	39	52	66	42	74	31	55	40	73	33	81	33	59	39	66	32	46	50	44	55	36	50	108	0	40	50
29	90	0	95	0	65	22	96	0	83	26	75	21	112	0	82	15	93	0	84	9	90	6	117	0	92	0	111	0	72	18
30	56	51	58	47	43	48	63	32	58	55	45	50	71	20	58	46	62	18	36	50	56	40	55	58	56	35	52	26	50	45
31	36	54	76	51	44	45	70	22	48	48	46	37	66	32	43	43	78	26	50	42	72	26	54	35	57	49	79	32	49	52
32	98	0	86	0	120	0	90	13	85	0	104	0	83	13	107	0	91	8	91	0	78	9	98	0	91	0	110	0	106	0
33	97	16	94	21	71	29	66	34	70	15	85	25	96	16	64	27	97	14	77	25	63	34	119	0	73	11	92	0	61	34
34	99	0	99	0	65	21	118	0	72	34	67	23	88	0	87	13	101	0	77	15	73	11	96	0	100	0	106	0	69	17
35	46	58	46	48	46	60	76	40	51	45	50	65	84	36	53	59	81	27	62	52	58	48	48	54	50	46	71	30	58	63
36	102	26	73	19	72	25	69	17	74	27	81	16	79	12	76	39	86	20	82	31	46	39	97	0	62	20	94	0	79	43
37	106	0	92	6	103	0	75	6	111	0	113	0	80	5	120	0	91	10	104	0	107	0	109	0	94	0	75	21	85	0
38	103	0	103	0	73	19	96	0	73	24	74	34	98	0	75	17	122	0	79	14	77	13	88	0	108	0	103	0	85	19
39	97	0	77	0	93	0	95	8	103	0	89	0	88	17	68	0	70	20	79	0	81	9	94	0	106	0	88	0	86	0
40	95	0	103	9	95	0	87	6	116	0	111	0	97	15	114	0	81	15	107	0	95	0	81	0	100	0	84	21	105	0
41	94	0	84	7	89	0	90	5	100	0	96	0	92	6	105	0	97	16	103	0	103	0	83	0	117	0	86	21	91	0
42	38	61	63	35	47	62	82	28	55	43	47	50	75	24	47	54	62	18	51	47	67	42	45	55	39	55	71	33	50	45
43	87	13	73	9	59	47	81	36	70	26	78	26	74	18	61	36	82	15	79	14	69	37	79	38	75	26	97	0	54	36
44	90	0	99	0	118	0	94	14	89	0	109	0	102	15	99	0	82	18	97	0	76	15	92	0	107	0	100	0	93	0
45	49	50	61	42	55	37	67	26	63	39	46	39	70	32	44	46	81	32	44	51	56	33	54	61	47	50	65	38	51	42
46	106	0	96	0	65	26	92	0	75	24	74	23	114	0	88	15	100	0	76	17	92	16	98	0	106	0	102	0	66	12
47	70	33	68	28	46	47	91	32	69	24	44	47	98	14	78	31	85	23	57	41	40	50	80	34	49	57	111	0	48	53
48	89	21	102	15	52	55	72	30	78	21	68	24	98	13	79	45	79	17	59	30	58	39	63	25	62	26	90	0	51	54
49	84	8	75	11	66	22	78	30	65	23	63	21	91	10	73	37	74	12	59	20	54	38	99	0	75	15	96	0	57	44
50	89	9	69	17	38	49	70	21	85	23	87	19	75	12	53	30	92	10	64	25	55	44	83	28	64	23	104	0	40	51
51	80	24	71	32	59	39	67	38	72	22	43	62	75	14	74	46	75	22	66	44	57	34	60	34	54	48	103	0	51	61
52	99	0	120	0	69	25	90	0	76	28	77	25	89	0	90	12	103	0	98	8	82	11	96	0	104	0	86	0	86	15
53	101	18	70	13	106	0	77	14	107	0	109	0	85	0	92	16	105	0	93	18	84	12	113	0	84	19	101	0	83	22
54	87	0	78	6	83	0	103	7	96	0	97	0	95	17	96	0	99	4	93	0	93	0	90	0	110	0	69	14	107	0
55	87	0	91	0	74	20	96	0	64	33	79	22	100	0	81	10	103	0	92	18	77	12	99	0	111	0	89	0	94	12
56	93	14	85	20	83	26	70	26	83	14	57	24	84	11	73	31	82	21	64	26	77	28	98	0	81	17	95	0	67	36
57	56	40	62	37	51	61	70	33	65	51	56	57	60	13	45	51	86	31	42	54	57	42	39	54	48	52	76	24	52	43
58	40	53	46	48	51	53	90	34	49	59	61	57	64	26	52	47	71	30	52	54	62	49	40	50	48	43	71	32	65	39
59	80	19	73	14	89	26	79	24	80	14	80	19	82	17	70	35	91	10	81	29	66	34	111	0	89	16	93	0	66	38
60	105	0	87	9	98	0	86	6	105	0	95	0	96	7	101	0	87	11	115	0	119	0	111	0	114	0	71	18	94	0
61	109	0	95	0	84	22	116	0	83	21	72	21	105	0	68	19	103	0	84	8	83	16	95	0	98	0	85	0	88	16
62	107	0	101	0	76	28	111	0	83	21	82	16	94	0	89	9	81	0	84	11	94	13	112	0	74	0	99	0	83	13
63	121	0	81	0	100	0	77	12	102	0	79	0	77	15	103	0	79	17	98	0	92	8	93	0	101	0	100	0	96	0
64	93	13	84	19	79	19	75	33	62	17	61	32	85	16	65	26	79	16	67	27	68	29	115	0	97	10	107	0	81	34
65	51	49	57	40	49	47	58	30	44	60	45	41	85	27	46	54	82	25	45	62	64	36	48	46	44	62	75	30	46	55
66	91	0	106	0	92	0	96	18	95	0	101	0	68	18	91	0	90	13	99	0	93	11	87	0	93	0	107	0	90	0
67	114	0	93	0	84	23	93	0	84	30	73	22	90	0	87	11	96	0	74	13	87	12	108	0	106	0	104	0	95	17
68	91	0	89	0	74	21	93	0	80	29	72	21	99	0	86	13	89	0	88	16	98	11	86	0	101	0	97	0	91	19
69	101	0	98	3	97	0	100	9	111	0	104	0	89	8	94	0	78	10	96	0	100	0	111	0	97	0	84	12	101	0
70	107	0	83	11	114	0	115	8	84	0	104	0	74	17	98	0	92	9	110	0	105	0	98	0	82	0	87	21	98	0
71	101	0	89	0	68	18	100	0	78	23	77	28	116	0	77	16	100	0	90	8	68	10	90	0	87	0	99	0	81	20
72	78	17	73	15	52	27	76	29	67	32	83	18	76	17	56	27	92	14	84	19	52	44	85	0	77	13	107	0	68	38
73	85	0	93	0	72	32	100	0	83	22	80	21	89	0	75	13	103	0	94	6	99	7	106	0	101	0	107	0	93	14
74	106	0	106	0	89	19	89	0	80	17	64	20	95	0	95	11	95	0	78	11	88	15	96	0	93	0	107	0	69	16
75	39	40	54	46	46	53	98	34	37	56	57	59	76	25	53	48	72	24	53	47	45	51	47	50	60	44	59	33	42	54
76	108	0	90	8	105	0	87	6	103	0	92	0	85	5	108	0	83	8	105	0	94	0	93	0	88	0	67	22	111	0
77	104	0	84	0	75	22	104	0	73	27	95	23	102	0	98	18	94	0	94	11	86	8	102	0	96	0	111	0	85	18
78	87	0	91	0	79	0	81	11	112	0	91	0	82	20	92	0	106	13	101	0	66	9	97	0	112	0	99	0	106	0
79	101	0	90	7	102	0	82	11	105	0	111	0	74	12	97	0	102	11	93	0	111	0	96	0	100	0	75	15	87	0
80	91	15	83	12	67	38	66	35	83	23	66	27	79	16	77	37	82	22	78	19	58	34	96	0	86	20	113	0	66	34
81	105	0	91	8	97	0	85	9	93	0	99	0	77	9	93	0	87	5	88	0	97	0	104	0	102	0	71	28	123	0
82	86	18	77	10	88	21	71	34	65	30	74	18	82	14	72	39	94	14	98	27	60	39	100	0	72	15	89	0	60	34
83	82	6	94	11	85	0	85	0	99	0	100	0	92	0	102	0	109	0	97	0	89	0	105	0	111	0	110	0	107	0
84	85	24	92	14	69	24	80	22	79	28	65	19	81	19	61	28	78	19	76	37	79	39	94	0	86	13	102	0	73	35
85	84	0	104	0	79	23	107	0	66	25	73	27	85	0	85	11	120	0	84	10	93	12	84	0	103	0	108	0	78	18
86	80	17	104	12	49	58	70	31	82	26	71	26	103	17	67	35	90	15	84	21	65	25	62	29	80	29	103	0	38	48
87	94	0	101	0	61	23	124	0	66	20	77	25	106	0	67	12	93	0	80	12	77	13	109	0	85	0	114	0	86	18
88	80	30	65	30	46	41	72	21	81	28	45	61	87	24	84	28	69	34	66	47	43	52	54	29	56	62	110	0	49	47
89	114	0	100	0	86	0	86	15	90	0	105	0	71	19	81	0	86	12	100	0	97	9	110	0	108	0	107	0	108	0
90	83	0	123	0	113	0	87	11	93	0	85	0	70	20	117	0	102	7	114	0	92	9	116	0	99	0	104	0	110	0
91	75	21	77	24	44	48	71	25	68	31	78	18	87	9	68	44	91	15	74	19	65	38	68	37	70	39	96	0	37	48
92	58	51	55	42	56	49	78	21	48	58	59	58	76	21	59	58	78	24	42	54	59	47	50	42	65	49	71	34	68	46
93	62	66	55	44	53	51	62	28	53	49	46	63	72	26	35	44	87	29	49	56	47	42	35	58	61	54	57	28	56	60
94	115	0	101	0	69	30	89	0	77	30	83	27	112	0	64	12	92	0	85	7	84	15	88	0	93	0	77	0	71	13
95	65	16	88	9	79	24	67	27	74	33	69	26	78	13	67	34	92	10	73	27	63	40	89	0	77	16	94	0	53	32
96	92	0	112	0	60	32	111	0	60	36	69	26	97	0	80	14	96	0	79	16	90	11	91	0	92	0	95	0	87	13
97	110	0	97	14	110	0	81	8	123	0	97	0	99	14	113	0	94	13	108	0	90	0	102	0	96	0	80	11	97	0
98	100	0	86	12	87	0	93	14	95	0	103	0	90	12	109	0	87	13	98	0	98	0	91	0	127	0	87	18	106	0
99	50	43	55	38	60	44	78	34	44	47	64	39	58	19	45	63	88	31	45	46	63	45	39	47	47	51	75	36	59	50
