gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	91	14	92	0	83	11	101	0	83	12	116	0	68	18	114	0	102	0	111	0	103	0	86	8	114	0	86	0	86	10
1	88	17	94	0	78	14	87	0	90	14	100	0	92	25	87	0	120	0	106	0	93	0	90	13	99	0	108	0	77	11
2	104	0	100	0	89	0	113	0	79	13	97	0	103	0	81	26	89	0	89	10	85	18	100	0	83	28	124	0	105	0
3	96	0	95	13	125	0	84	24	108	0	111	0	67	22	111	0	110	0	77	0	96	0	89	0	97	0	91	17	77	12
4	107	19	114	0	82	14	84	0	93	14	82	0	71	30	112	0	101	0	100	0	97	0	84	13	112	0	106	0	84	16
5	66	38	78	12	58	55	113	0	64	45	74	19	62	14	76	27	75	31	72	30	75	53	64	27	74	16	93	16	77	9
6	80	9	118	0	89	9	85	0	84	16	104	0	73	15	107	0	99	0	104	0	104	0	73	12	98	0	74	0	88	5
7	58	30	84	18	58	41	86	0	68	28	91	14	80	23	66	20	85	26	65	40	60	43	78	27	80	20	65	25	85	12
8	75	16	103	0	102	14	95	0	93	15	102	0	52	23	112	0	90	0	119	0	112	0	106	10	106	0	101	0	93	16
9	82	9	112	0	76	11	113	0	77	13	113	0	70	26	131	0	86	0	98	0	104	0	104	15	104	0	97	0	82	13
10	105	0	87	7	98	0	70	17	85	0	105	0	71	21	97	0	86	0	116	0	103	0	108	0	78	0	95	18	88	12
11	99	0	92	0	92	0	84	39	106	0	75	9	94	0	105	0	84	14	73	15	86	25	109	7	91	28	95	0	112	0
12	68	33	83	17	54	26	93	0	53	43	86	17	85	28	80	30	76	27	67	21	67	24	67	28	76	22	88	19	100	14
13	79	13	92	0	70	8	130	0	79	7	110	0	75	30	87	0	103	0	113	0	100	0	87	12	116	0	99	0	104	6
14	88	22	102	0	93	14	89	0	79	12	108	0	75	29	99	0	102	0	109	0	86	0	74	14	82	0	115	0	77	17
15	105	0	102	13	98	0	44	50	99	0	67	26	88	27	78	0	88	10	89	20	88	19	91	11	75	30	84	21	76	28
16	98	0	92	7	84	0	77	33	106	0	104	0	72	26	97	0	104	0	102	0	96	0	95	0	75	0	86	11	90	14
17	94	0	77	7	111	0	75	17	90	0	105	0	76	30	91	0	107	0	103	0	97	0	104	0	94	0	69	19	106	15
18	108	0	87	15	96	0	47	52	97	0	74	28	75	22	112	0	92	16	80	19	87	19	86	15	71	32	76	20	83	34
19	95	11	99	0	93	9	113	0	79	7	80	0	73	18	92	0	108	0	103	0	95	0	73	16	93	0	91	0	77	13
20	101	11	89	0	78	11	101	0	83	10	94	0	74	22	113	0	110	0	105	0	97	0	109	11	111	0	110	0	98	9
21	85	12	91	0	94	8	105	0	89	5	98	0	72	31	95	0	105	0	91	0	104	0	98	7	92	0	104	0	74	14
22	98	0	94	27	93	0	50	43	110	15	72	34	73	25	97	0	116	9	91	14	91	11	82	25	90	28	72	22	78	22
23	95	0	72	19	114	0	52	45	87	13	66	34	83	21	96	0	66	8	96	9	78	21	89	23	58	22	78	28	84	25
24	96	0	89	12	85	0	62	27	100	0	98	0	56	25	87	0	86	0	105	0	96	0	110	0	102	0	83	23	100	14
25	95	0	91	9	93	0	74	27	106	0	97	0	82	20	103	0	108	0	91	0	115	0	100	0	111	0	75	14	97	13
26	83	0	88	15	88	0	44	65	98	0	68	26	75	31	96	0	72	16	82	14	63	18	80	13	68	19	91	20	87	26
27	114	0	78	11	98	0	83	28	83	0	101	0	75	29	110	0	102	0	95	0	79	0	104	0	94	0	84	13	89	17
28	107	0	102	0	113	0	78	0	100	6	95	0	112	0	75	21	102	0	75	15	92	12	84	0	70	13	94	0	88	0
29	101	16	101	0	86	16	110	0	79	13	94	0	70	26	90	0	98	0	108	0	99	0	81	14	92	0	100	0	77	11
30	91	26	98	0	83	9	109	0	98	21	97	0	85	18	94	22	95	16	96	14	83	13	83	13	70	23	95	0	91	11
31	100	11	97	0	96	10	95	0	77	8	106	0	63	27	108	0	99	0	108	0	98	0	115	17	108	0	89	0	93	15
32	101	0	98	0	115	0	113	0	96	7	95	0	96	0	81	16	116	0	83	14	97	16	104	0	68	28	109	0	100	0
33	77	34	94	21	70	40	101	0	52	33	78	16	79	29	72	21	65	32	52	28	69	36	64	32	83	16	89	31	89	10
34	83	17	105	0	90	11	105	0	76	8	84	0	80	27	87	0	84	0	106	0	103	0	82	14	109	0	104	0	77	11
35	107	0	93	0	116	0	89	0	91	10	119	0	103	0	74	27	108	0	69	13	87	13	106	0	95	18	85	0	90	0
36	62	31	82	19	70	42	108	0	53	50	92	14	94	31	84	15	74	36	85	24	63	28	72	27	83	16	71	16	83	18
37	109	0	70	15	99	0	75	30	86	0	112	0	64	36	105	0	100	0	117	0	90	0	105	0	107	0	78	17	107	19
38	98	0	75	13	92	0	55	43	108	0	74	38	77	17	107	0	85	16	97	14	80	15	69	12	82	29	73	27	62	28
39	104	0	87	11	100	0	62	22	105	0	126	0	88	28	96	0	102	0	103	0	101	0	99	0	93	0	84	22	76	14
40	99	0	97	8	116	0	72	16	125	0	91	0	72	19	96	0	101	0	97	0	104	0	95	0	95	0	85	12	82	17
41	111	0	100	0	109	0	73	24	108	0	76	6	94	0	108	0	91	6	84	15	94	11	75	17	66	33	98	0	125	0
42	80	20	93	0	84	10	98	0	93	15	91	0	87	26	105	0	95	0	100	0	103	0	107	14	95	0	87	0	111	10
43	92	12	94	0	89	13	92	0	95	12	94	0	73	25	89	0	124	0	92	0	102	0	101	16	109	0	85	0	97	10
44	115	0	73	18	91	0	63	22	104	0	106	0	67	22	95	0	100	0	101	0	102	0	97	0	91	0	85	15	86	15
45	89	16	104	0	83	12	97	0	86	19	89	0	78	26	108	0	102	0	113	0	93	0	84	11	111	0	96	0	80	9
46	89	0	85	14	107	0	79	25	114	0	88	0	67	26	108	0	84	0	112	0	90	0	94	0	103	0	73	19	93	5
47	61	40	95	19	64	59	91	0	68	40	79	19	81	20	75	25	70	30	57	28	70	30	72	21	84	21	82	18	84	9
48	90	0	84	12	103	0	79	29	110	0	91	0	94	23	100	0	97	0	85	0	91	0	87	0	108	0	102	20	66	6
49	89	0	101	16	100	0	81	29	95	0	91	0	73	30	115	0	104	0	88	0	102	0	105	0	98	0	88	9	93	11
50	82	16	100	0	74	18	116	0	82	24	80	0	81	30	74	24	70	12	88	17	101	8	96	12	87	24	107	0	82	12
51	85	18	120	0	96	11	90	0	102	13	93	0	72	20	90	0	102	0	100	0	88	0	107	14	94	0	107	0	75	16
52	109	0	106	0	90	0	87	0	111	7	88	0	99	0	88	19	106	0	97	15	98	12	97	0	74	26	104	0	85	0
53	69	14	101	0	75	23	81	0	92	14	97	0	84	28	96	0	103	0	105	0	84	0	81	9	95	0	91	0	77	8
54	92	23	94	0	109	8	104	0	87	9	99	0	73	21	103	0	106	0	102	0	92	0	80	14	88	0	94	0	76	9
55	104	0	70	12	100	0	76	23	104	0	99	0	88	22	90	0	106	0	81	0	109	0	107	0	80	0	76	18	69	14
56	115	0	85	11	83	0	69	20	84	0	102	0	61	28	105	0	103	0	95	0	93	0	96	0	89	0	86	23	87	12
57	101	0	82	8	118	0	82	23	95	0	86	0	73	26	92	0	83	0	99	0	98	0	97	0	109	0	83	18	82	9
58	95	0	102	0	103	0	110	0	82	7	114	0	97	0	70	28	109	0	94	10	83	13	109	0	77	20	99	0	110	0
