gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	109	0	71	26	94	14	105	0	85	0	106	0	92	0	97	13	118	0	77	16	111	0	92	0	80	15	92	0	98	0
1	66	23	47	51	69	22	70	35	64	29	60	22	65	34	63	35	64	22	46	39	74	23	65	37	76	24	73	16	69	40
2	118	0	83	21	69	9	107	0	96	0	99	0	113	0	75	12	86	0	87	18	116	0	109	0	84	13	95	0	115	0
3	122	0	85	23	92	10	95	0	110	0	107	0	92	0	96	13	93	0	92	16	101	0	112	0	81	11	98	0	97	0
4	111	0	73	20	88	10	73	35	73	22	63	23	57	28	87	20	76	28	59	22	69	27	72	24	99	10	85	14	96	11
5	87	21	97	0	83	0	84	14	106	7	69	34	77	15	85	0	81	19	91	0	104	0	75	15	80	0	64	35	106	0
6	98	0	71	28	75	5	116	0	106	0	98	0	94	0	88	15	94	0	76	21	97	0	107	0	100	21	96	0	77	0
7	56	34	48	52	71	22	60	36	58	39	100	24	76	36	68	38	67	24	54	47	78	30	67	28	84	37	88	25	59	37
8	92	24	92	0	108	0	70	13	91	11	81	26	83	20	101	0	89	18	94	0	97	0	105	10	115	0	83	27	104	0
9	102	0	70	32	85	6	68	29	75	27	80	19	62	29	83	30	76	15	72	34	78	27	86	24	85	15	99	18	76	10
10	84	19	100	0	101	0	77	8	89	13	58	31	91	19	98	0	83	11	127	0	96	0	87	18	109	0	53	45	111	0
11	99	0	70	28	84	11	95	0	105	0	104	0	106	0	106	7	97	0	90	23	101	0	93	0	74	19	104	0	91	0
12	77	13	106	0	107	0	76	10	90	9	58	22	83	21	114	0	93	9	98	0	96	0	79	19	99	0	58	28	92	0
13	109	0	116	0	87	13	89	0	107	0	101	0	104	0	95	0	103	0	99	0	104	0	108	0	97	22	96	0	78	16
14	93	16	122	0	128	0	69	12	69	13	68	38	73	12	107	0	88	11	109	0	109	0	80	11	91	0	60	32	126	0
15	72	26	48	43	72	19	71	27	72	36	67	19	63	30	53	43	76	27	45	56	74	25	57	41	74	22	85	15	64	33
