gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	61	21	62	40	71	34	80	0	68	23	88	11	97	0	106	0	84	13	96	0	85	12	87	19	90	15	112	0	103	0
1	80	32	79	31	79	30	104	0	79	16	79	14	88	0	113	0	105	13	97	0	77	20	78	21	82	15	103	0	88	0
2	69	34	71	38	78	32	97	0	66	24	98	12	98	0	89	0	80	20	88	0	76	19	83	25	84	13	109	0	88	0
3	73	22	85	0	85	0	102	0	120	0	88	17	100	0	78	22	93	16	66	25	93	24	63	28	60	36	89	12	78	40
4	117	0	108	0	86	0	117	0	89	0	102	0	98	0	104	0	86	13	94	18	94	0	101	0	74	21	97	0	88	10
5	78	0	100	0	96	0	102	0	93	0	101	0	76	16	110	0	83	21	91	0	81	0	107	0	109	0	80	0	84	16
6	91	0	102	0	111	0	85	0	112	0	92	0	119	0	95	0	112	0	100	0	81	24	96	0	105	0	106	0	77	17
7	102	0	79	13	111	0	99	0	73	19	80	13	99	0	111	0	88	13	106	0	101	13	76	24	76	16	112	0	104	0
8	89	0	91	0	84	24	81	7	74	0	110	0	118	0	76	20	103	0	88	7	86	16	96	0	112	0	78	11	89	0
9	101	0	88	0	85	26	66	4	91	0	108	0	100	0	76	26	114	0	82	7	85	17	95	0	85	0	90	10	105	0
10	89	0	90	0	97	0	78	0	109	0	100	0	118	0	81	0	101	0	96	0	96	19	107	0	98	0	90	0	99	18
11	99	0	109	0	71	15	79	10	99	0	102	0	90	0	78	20	95	0	75	16	92	14	90	0	85	0	81	6	117	0
12	119	0	116	0	65	27	94	11	100	0	96	0	97	0	87	14	89	0	91	10	88	13	103	0	94	0	79	11	108	0
13	74	30	62	29	74	25	95	0	79	20	90	16	109	0	102	0	88	13	96	0	84	14	91	26	85	13	102	0	108	0
14	112	0	85	0	110	0	109	0	75	0	98	0	86	27	104	0	90	13	76	0	115	0	107	0	100	0	94	0	75	21
15	80	27	68	38	76	24	114	0	83	21	76	17	113	0	100	0	86	12	105	0	82	20	84	30	84	22	86	0	103	0
16	65	24	82	32	75	29	109	0	78	13	90	15	88	0	108	0	65	21	96	0	81	15	70	23	87	14	93	0	121	0
17	70	31	77	42	79	32	105	0	82	25	80	12	116	0	89	0	97	11	91	0	76	23	57	23	79	20	109	0	118	0
18	106	0	88	0	92	0	110	0	93	0	94	0	76	21	103	0	82	17	99	0	98	0	83	0	84	0	97	0	80	22
19	75	19	88	31	49	30	93	0	67	23	98	18	111	0	92	0	92	19	106	0	77	14	80	16	102	15	109	0	108	0
20	72	24	67	26	73	32	94	0	83	24	80	14	107	0	107	0	96	12	103	0	90	15	88	26	85	15	98	0	77	0
21	98	0	108	0	97	0	85	0	107	0	89	0	56	22	89	0	90	26	102	0	98	0	100	0	116	0	86	0	97	15
22	109	0	89	0	77	17	88	17	96	0	105	0	100	0	63	22	99	0	85	13	85	20	110	0	101	0	100	3	104	0
23	112	0	86	0	84	19	81	12	84	0	92	0	114	0	74	14	97	0	87	13	95	17	92	0	95	0	92	9	95	0
24	100	0	104	0	94	0	108	0	96	0	102	0	81	0	92	0	95	0	107	0	77	20	102	0	104	0	105	0	93	20
25	65	31	60	32	70	34	95	0	82	23	83	17	81	0	97	0	98	20	91	0	96	14	83	20	83	11	96	0	91	0
26	105	0	89	0	68	15	73	14	113	0	97	0	97	0	84	18	104	0	77	12	64	12	104	0	92	0	90	10	107	0
27	92	0	87	0	111	0	77	0	95	0	93	0	89	0	97	0	96	16	96	11	92	0	103	0	107	24	114	0	89	11
28	105	0	96	0	80	27	101	16	97	0	80	0	118	0	75	28	94	0	85	4	77	10	94	0	86	0	84	9	98	0
29	103	0	108	0	86	26	73	10	108	0	108	0	109	0	82	26	100	0	84	10	79	13	99	0	110	0	96	10	103	0
30	60	45	49	40	57	55	48	55	49	53	53	42	49	52	55	54	48	54	58	56	45	49	49	40	50	65	51	49	47	58
31	65	25	81	27	60	36	91	0	84	22	90	14	87	0	115	0	71	16	106	0	89	21	84	34	84	9	102	0	88	0
32	72	27	65	31	65	24	111	0	89	30	85	9	113	0	107	0	89	15	102	0	85	15	83	21	89	20	112	0	86	0
33	93	0	106	0	87	22	102	9	113	0	111	0	83	0	74	18	97	0	107	13	81	13	110	0	90	0	92	9	97	0
34	110	0	110	0	115	0	85	0	91	0	116	0	110	0	117	0	87	12	81	15	107	0	93	0	79	12	107	0	90	13
35	105	0	91	0	99	0	104	0	116	0	120	0	78	23	101	0	84	24	88	0	77	0	83	0	84	0	93	0	79	20
36	97	0	103	0	79	23	86	11	112	0	102	0	117	0	82	28	104	0	81	15	93	14	102	0	89	0	105	10	100	0
37	74	31	71	33	78	22	97	0	82	22	81	16	89	0	101	0	79	14	80	0	91	14	83	25	98	16	102	0	100	0
