gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	785	226	1025	0	987	0	501	529	856	154	885	93	853	118	748	279	482	496	720	317	603	355	921	148	758	244	484	502	859	145
1	813	184	496	500	483	458	487	507	890	113	630	392	577	377	666	357	495	532	708	324	495	482	519	475	471	497	506	533	643	388
2	1000	0	984	0	963	0	963	0	893	147	937	117	869	109	1003	0	1032	0	941	0	1043	0	981	0	969	0	991	0	862	171
3	775	184	484	512	500	502	516	500	866	130	605	408	658	384	643	368	517	507	738	264	491	502	475	529	521	494	477	530	672	337
4	824	180	676	315	700	320	505	496	873	139	735	260	719	273	718	260	493	481	762	281	526	532	851	134	743	231	484	505	830	151
5	803	178	489	510	481	475	503	516	852	147	619	402	616	366	652	311	523	517	725	350	507	497	502	512	496	480	524	497	665	354
6	703	345	1034	0	942	0	979	0	773	204	965	0	1025	0	907	138	1028	0	762	221	1015	0	976	0	1028	0	1023	0	987	0
7	798	185	460	518	489	551	502	471	907	129	613	415	558	370	690	360	515	510	715	287	468	528	434	494	494	524	485	527	656	325
8	740	175	503	483	510	474	483	522	913	140	607	413	638	370	678	333	474	478	650	305	488	468	441	501	534	515	498	493	691	353
9	810	190	708	294	692	290	479	482	869	119	775	239	736	272	747	274	507	505	688	309	489	487	815	146	762	256	528	486	849	136
10	807	194	694	324	730	297	504	459	913	128	737	250	751	262	716	242	484	517	676	312	477	466	852	157	752	223	511	480	778	163
11	795	193	995	0	986	0	508	479	826	148	890	100	837	100	726	259	521	514	700	315	634	348	791	143	732	220	492	531	836	162
12	973	0	982	0	980	0	736	289	955	0	1048	0	1012	0	827	124	860	157	901	0	878	115	938	0	966	0	725	268	991	0
13	982	0	984	0	984	0	772	252	1038	0	955	0	948	0	899	123	815	146	1044	0	956	111	994	0	985	0	764	269	1034	0
14	750	188	457	493	504	506	505	468	883	152	733	254	594	400	669	355	485	508	741	271	486	494	662	297	646	368	513	474	772	138
15	786	199	960	0	972	0	718	262	974	0	1005	0	1025	0	882	112	680	317	812	147	812	241	853	155	1068	0	479	505	1002	0
16	999	0	974	0	990	0	990	0	838	149	918	95	863	126	1024	0	970	0	1017	0	1007	0	957	0	952	0	998	0	889	136
17	768	190	483	449	502	514	476	494	851	116	630	417	587	400	653	352	507	528	710	296	471	555	523	509	478	518	497	510	627	323
18	798	223	486	483	494	564	511	478	860	122	614	391	606	381	637	386	506	527	697	323	558	533	553	461	539	531	519	514	644	297
19	795	210	512	497	532	513	534	524	816	135	618	403	622	379	655	313	508	477	771	304	496	513	505	457	506	501	488	481	644	369
20	807	205	506	523	510	482	522	506	849	141	766	245	591	365	688	317	502	436	761	292	484	539	714	313	644	352	439	494	858	158
21	939	0	1020	0	1031	0	979	0	863	163	947	105	853	104	1006	0	972	0	961	0	981	0	1000	0	969	0	992	0	892	149
22	946	0	1059	0	973	0	734	279	1070	0	987	0	978	0	880	115	781	169	1086	0	841	101	1024	0	1002	0	758	289	998	0
23	806	199	942	0	1022	0	721	251	966	0	966	0	975	0	883	116	687	296	860	132	821	223	816	153	1055	0	525	483	1051	0
24	986	0	1007	0	976	0	733	258	1037	0	1023	0	1019	0	840	115	819	155	1017	0	953	112	1001	0	1004	0	668	266	984	0
25	983	0	1034	0	966	0	1024	0	830	178	889	114	905	124	1020	0	977	0	1017	0	1069	0	1024	0	1032	0	1000	0	843	155
26	844	186	491	506	502	533	494	516	879	106	778	237	572	400	665	361	529	507	716	278	476	551	717	290	691	375	507	523	864	145
27	777	229	472	487	553	487	488	498	853	144	585	388	628	361	682	333	482	477	793	306	495	536	500	517	523	506	497	492	635	330
28	1010	0	1038	0	989	0	716	230	1040	0	1012	0	1005	0	873	113	854	177	1030	0	880	111	969	0	1015	0	770	235	1000	0
29	984	0	1036	0	1021	0	759	234	971	0	993	0	934	0	905	122	837	158	987	0	883	137	964	0	1033	0	772	273	1000	0
30	1055	0	970	0	961	0	744	213	995	0	1008	0	937	0	876	102	769	152	1012	0	889	119	1112	0	1013	0	746	255	955	0
31	817	215	496	494	514	488	524	493	874	129	589	382	602	399	662	330	531	506	723	290	485	472	517	533	495	514	502	502	663	356
32	989	0	1082	0	1026	0	974	0	854	135	878	88	909	101	997	0	1004	0	985	0	1043	0	1052	0	1019	0	1003	0	872	148
33	821	214	535	526	502	503	505	498	861	139	588	384	581	354	662	335	511	483	667	252	494	505	451	512	551	507	498	490	631	317
34	980	0	967	0	1015	0	804	244	973	0	984	0	1020	0	921	111	842	147	979	0	890	124	1075	0	986	0	737	267	961	0
