gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	798	195	677	282	644	386	500	479	491	481	498	527	657	350	836	190	513	529	735	254	592	337	565	375	610	389	631	393	609	381
1	489	476	489	454	653	330	501	483	491	499	535	481	460	463	495	491	735	271	731	221	678	371	465	501	633	284	515	512	446	529
2	989	0	761	260	834	201	752	259	846	160	757	220	889	150	816	190	736	252	1003	0	944	0	720	274	812	169	881	119	730	280
3	970	0	989	0	858	156	992	0	1007	0	1042	0	988	0	972	0	746	257	752	258	871	140	1020	0	759	189	965	0	987	0
4	992	0	1002	0	814	176	1002	0	975	0	994	0	961	0	1007	0	807	280	746	252	844	176	908	0	822	195	1029	0	995	0
5	488	485	482	499	679	330	510	509	511	503	496	510	519	482	526	498	716	288	774	273	686	322	523	489	650	330	476	474	457	509
6	784	213	727	291	779	195	519	488	677	363	740	195	851	158	835	205	746	233	1043	0	794	211	668	396	817	185	752	247	725	294
7	805	218	713	255	626	370	477	478	529	539	542	455	639	380	846	206	533	510	792	246	681	313	606	420	665	322	615	361	616	396
8	814	244	1012	0	1035	0	997	0	836	153	1030	0	1036	0	1065	0	1043	0	953	0	1030	0	1022	0	970	0	852	127	1042	0
9	843	195	761	269	643	378	484	491	484	493	478	514	633	381	784	197	510	476	761	242	689	365	585	397	608	371	596	388	577	407
10	647	363	743	304	656	321	487	490	516	518	462	510	607	370	630	358	501	493	805	242	479	498	530	553	650	351	611	390	608	401
11	1038	0	993	0	858	169	1058	0	1061	0	937	0	1000	0	938	0	738	261	751	271	873	152	1021	0	832	189	991	0	1004	0
12	1014	0	985	0	828	171	1009	0	957	0	987	0	1012	0	1072	0	802	243	758	287	806	159	1020	0	799	170	990	0	1006	0
13	971	0	751	280	752	190	737	258	975	0	736	209	834	170	1023	0	1003	0	1023	0	995	0	801	160	973	0	1029	0	821	164
14	771	222	1031	0	992	0	1009	0	831	157	1051	0	960	0	977	0	1011	0	952	0	1050	0	997	0	1014	0	867	127	1043	0
15	823	215	690	263	634	378	498	501	488	478	473	537	641	358	751	191	510	503	774	252	624	362	608	375	653	362	605	415	575	385
16	996	0	996	0	806	171	985	0	970	0	1014	0	947	0	1047	0	756	252	766	236	850	168	1013	0	860	206	1035	0	1005	0
17	491	490	520	467	669	331	508	489	502	471	482	533	458	560	496	530	722	230	771	241	672	326	510	499	631	303	527	521	474	547
18	752	227	737	311	653	366	479	529	514	530	492	505	617	374	764	191	533	535	790	242	698	323	560	407	651	363	646	363	594	399
19	995	0	1022	0	795	153	1019	0	977	0	971	0	1023	0	885	0	770	219	761	267	868	161	976	0	818	153	989	0	961	0
20	941	0	1023	0	842	152	1015	0	1001	0	992	0	990	0	971	0	755	245	747	247	830	140	1033	0	821	184	943	0	1019	0
21	1034	0	984	0	886	137	1029	0	995	0	958	0	991	0	1002	0	804	263	750	221	832	161	1003	0	818	191	960	0	1039	0
22	764	199	702	269	608	368	516	506	497	475	518	535	622	351	840	200	458	512	721	240	615	355	641	370	649	383	597	388	612	421
23	992	0	994	0	777	157	973	0	1025	0	1016	0	1027	0	992	0	750	231	781	233	823	153	968	0	814	184	1019	0	962	0
24	991	0	714	294	810	198	740	264	819	165	802	209	841	144	833	185	746	252	1005	0	1062	0	733	268	835	180	880	135	692	265
25	989	0	997	0	843	176	984	0	1043	0	968	0	955	0	1003	0	769	238	757	258	869	175	1036	0	830	185	965	0	1007	0
26	797	222	705	263	625	348	466	498	515	539	494	504	608	376	804	179	517	527	798	259	633	367	610	442	604	356	641	399	596	408
27	1024	0	760	221	980	0	987	0	967	0	970	0	905	142	1023	0	984	0	757	271	1075	0	977	0	1025	0	848	114	1030	0
28	954	0	1038	0	816	164	1004	0	978	0	998	0	1060	0	919	0	730	237	712	252	898	161	996	0	762	147	1013	0	944	0
29	952	0	683	278	769	204	833	238	987	0	794	202	804	171	1008	0	1005	0	999	0	1003	0	847	163	949	0	1016	0	867	140
