gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	813	107	974	0	1049	0	1036	0	1010	0	985	0	757	241	872	127	983	0	981	0	883	125	815	155	717	231	989	0	999	0
1	1048	0	1040	0	992	0	949	0	1031	0	1003	0	976	0	950	0	769	245	667	248	926	103	1025	0	1019	0	1032	0	980	0
2	1032	0	1058	0	1007	0	986	0	881	130	948	0	1016	0	1011	0	1054	0	1013	0	1002	0	929	98	984	0	946	0	1018	0
3	843	118	837	180	1041	0	1003	0	1040	0	795	266	776	234	985	0	961	0	1002	0	906	115	888	156	993	0	1047	0	1034	0
4	1034	0	952	0	1009	0	1069	0	878	133	934	0	953	0	998	0	1093	0	1043	0	1000	0	881	110	1031	0	991	0	1048	0
5	876	119	932	0	994	0	996	0	976	0	993	0	732	249	858	168	1022	0	966	0	898	130	859	157	781	268	988	0	1013	0
6	996	0	984	0	993	0	999	0	1028	0	997	0	979	0	1010	0	742	277	695	265	953	126	991	0	941	0	977	0	951	0
7	780	267	818	181	1004	0	856	135	874	138	1002	0	669	268	838	137	1041	0	987	0	899	140	782	253	467	491	1030	0	746	262
8	838	108	855	167	928	0	1003	0	1002	0	772	281	764	245	1045	0	957	0	966	0	899	112	873	142	992	0	1000	0	980	0
9	857	123	986	0	1006	0	977	0	977	0	963	0	762	257	791	157	972	0	1000	0	858	144	814	162	771	263	1027	0	1003	0
10	655	376	852	204	819	170	719	238	684	304	999	0	726	260	776	217	491	484	737	263	743	252	650	383	520	492	675	257	474	480
11	1055	0	1083	0	966	0	1015	0	877	124	934	0	1035	0	995	0	959	0	985	0	1054	0	891	68	981	0	996	0	988	0
12	876	121	938	0	979	0	981	0	1009	0	1010	0	777	275	848	156	1004	0	1032	0	873	131	846	160	724	242	1045	0	990	0
13	1012	0	967	0	1027	0	988	0	885	148	1053	0	1014	0	951	0	1000	0	1025	0	963	0	959	107	944	0	1023	0	972	0
14	1058	0	982	0	842	193	896	156	976	0	997	0	1046	0	856	103	1026	0	791	235	860	134	1010	0	988	0	763	250	1022	0
15	850	119	779	158	1004	0	1015	0	981	0	732	274	803	233	1026	0	1072	0	1060	0	877	139	842	121	1027	0	981	0	947	0
16	996	0	1043	0	1007	0	961	0	881	133	983	0	994	0	1009	0	1023	0	988	0	1019	0	885	88	1073	0	1003	0	1039	0
17	851	112	1016	0	964	0	1047	0	1047	0	1019	0	747	257	802	153	1032	0	996	0	866	129	841	153	722	248	1027	0	994	0
18	899	126	689	357	854	175	912	139	801	181	473	497	814	214	855	119	1033	0	993	0	855	138	858	154	1051	0	961	0	960	0
19	969	0	1035	0	764	180	848	141	996	0	1013	0	1040	0	886	118	977	0	814	233	898	131	1046	0	1022	0	719	242	989	0
20	867	136	1004	0	996	0	1013	0	1036	0	1013	0	731	267	839	148	995	0	969	0	828	139	859	140	767	233	996	0	969	0
21	885	118	709	332	840	165	849	101	814	183	523	474	783	222	868	112	968	0	975	0	887	110	869	147	1058	0	979	0	1021	0
22	996	0	1007	0	831	179	844	146	982	0	992	0	969	0	1010	0	1002	0	988	0	854	118	976	0	1027	0	1049	0	956	0
23	1010	0	1096	0	992	0	1007	0	839	133	1018	0	1050	0	999	0	975	0	1049	0	1024	0	939	83	1038	0	1007	0	953	0
24	977	0	1002	0	920	0	1036	0	850	142	964	0	1033	0	1008	0	952	0	1029	0	990	0	949	74	1000	0	953	0	1006	0
25	742	267	815	190	1023	0	859	127	859	124	942	0	765	291	825	175	983	0	1043	0	859	140	756	258	511	496	1020	0	731	259
26	913	105	697	322	803	167	932	107	777	201	512	459	729	241	847	123	979	0	990	0	846	120	910	158	987	0	1047	0	1040	0
27	861	116	944	0	933	0	1002	0	1011	0	1023	0	713	236	877	160	1055	0	948	0	871	128	818	161	737	250	921	0	984	0
28	889	120	700	318	803	166	884	119	793	194	485	531	775	226	902	116	992	0	1052	0	875	119	863	151	986	0	1069	0	1039	0
29	844	115	823	163	965	0	1007	0	980	0	691	244	786	233	976	0	976	0	999	0	850	133	858	118	952	0	975	0	980	0
30	998	0	942	0	939	0	958	0	830	150	973	0	1043	0	994	0	1044	0	936	0	1057	0	904	83	1023	0	972	0	1006	0
31	963	0	993	0	943	0	973	0	854	139	965	0	1015	0	1070	0	1048	0	1010	0	1018	0	921	104	978	0	963	0	1071	0
32	940	0	1004	0	957	0	1020	0	975	0	992	0	1033	0	1008	0	716	241	733	284	927	128	1043	0	999	0	995	0	996	0
33	862	128	810	152	975	0	977	0	1006	0	744	272	798	247	1020	0	973	0	1042	0	915	138	828	130	1043	0	986	0	1004	0
34	965	0	983	0	993	0	990	0	902	144	989	0	952	0	1023	0	1017	0	996	0	984	0	918	81	997	0	1030	0	956	0
35	1009	0	1032	0	962	0	993	0	908	153	980	0	946	0	995	0	1004	0	951	0	1034	0	873	97	971	0	960	0	1054	0
36	853	110	1032	0	966	0	1053	0	1020	0	1029	0	765	256	872	149	999	0	1046	0	883	138	878	149	795	213	987	0	988	0
37	747	258	835	197	972	0	868	156	836	111	985	0	718	212	861	137	1011	0	1036	0	888	130	743	228	516	509	1006	0	720	259
38	994	0	1010	0	861	178	880	122	1001	0	997	0	1001	0	977	0	991	0	991	0	864	132	1010	0	1012	0	1024	0	1024	0
39	1035	0	1090	0	989	0	1016	0	856	131	979	0	977	0	1028	0	1014	0	977	0	1036	0	864	93	1040	0	994	0	1033	0
40	828	103	702	315	762	181	915	123	812	188	466	533	747	203	861	126	998	0	957	0	835	127	877	143	1023	0	961	0	1008	0
41	850	122	697	324	908	172	859	118	881	166	481	522	738	259	866	143	1006	0	974	0	805	135	891	151	972	0	1001	0	998	0
42	992	0	983	0	965	0	991	0	1053	0	995	0	962	0	959	0	739	269	753	297	903	102	997	0	1004	0	1061	0	981	0
43	889	140	993	0	1003	0	953	0	1005	0	965	0	688	237	871	155	1032	0	989	0	856	124	877	150	778	277	930	0	1008	0
44	867	121	889	150	1024	0	972	0	1004	0	698	293	752	235	1010	0	1006	0	943	0	909	115	862	152	1014	0	970	0	988	0
45	1030	0	1042	0	1003	0	1024	0	874	137	1009	0	1030	0	953	0	1041	0	971	0	1001	0	919	84	1006	0	958	0	1044	0
