#chr	normal	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	0	0.0	0.0	0.0	0.0851063829787	0.0697674418605	0.0	0.0	0.0	0.0	0.142857142857
1	0	0.0	0.148514851485	0.0	0.0	0.0	0.0	0.357894736842	0.0	0.0	0.0
2	0	0.0	0.130434782609	0.0	0.0	0.0	0.0	0.327102803738	0.0	0.0	0.0
3	0	0.0	0.22	0.0	0.0	0.0	0.0	0.36036036036	0.0	0.0	0.0
4	0	0.0	0.0	0.0	0.131868131868	0.0963855421687	0.0	0.0	0.0	0.0	0.166666666667
5	0	0.0	0.19587628866	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0
6	0	0.0	0.192307692308	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0
7	0	0.0	0.203539823009	0.0	0.0	0.152941176471	0.0	0.0	0.0	0.0	0.231578947368
8	0	0.0	0.0	0.0	0.191919191919	0.138888888889	0.0	0.0	0.0	0.0	0.115384615385
9	0	0.0	0.193548387097	0.0	0.0	0.0	0.0	0.257731958763	0.0	0.0	0.0
10	0	0.0	0.0	0.0	0.142857142857	0.11	0.0	0.0	0.0	0.0	0.0943396226415
11	0	0.0	0.0	0.0	0.153846153846	0.11	0.0	0.0	0.0	0.0	0.147727272727
12	0	0.0736842105263	0.15652173913	0.0	0.24	0.0645161290323	0.142857142857	0.0	0.0	0.0	0.0
13	0	0.0	0.0	0.0	0.193548387097	0.043956043956	0.0	0.0	0.0	0.0	0.216494845361
14	0	0.439252336449	0.289256198347	0.254545454545	0.51724137931	0.235849056604	0.466101694915	0.333333333333	0.269662921348	0.329787234043	0.305555555556
15	0	0.19387755102	0.0	0.0	0.0	0.0	0.142857142857	0.0	0.0	0.0	0.0
16	0	0.0	0.144444444444	0.0	0.0	0.119565217391	0.0	0.0	0.0	0.0	0.203539823009
17	0	0.106796116505	0.0	0.0	0.0	0.0	0.0	0.154639175258	0.0	0.0	0.0
18	0	0.0	0.0	0.0	0.188888888889	0.108108108108	0.0	0.0	0.0	0.0	0.112244897959
19	0	0.0	0.0	0.0	0.173913043478	0.117021276596	0.0	0.0	0.0	0.0	0.122448979592
20	0	0.0	0.0	0.0	0.161016949153	0.105769230769	0.0	0.0	0.0	0.0	0.170212765957
21	0	0.0	0.0	0.0	0.153846153846	0.107843137255	0.0	0.0	0.0	0.0	0.154761904762
22	0	0.0	0.0	0.0	0.166666666667	0.119266055046	0.0	0.0	0.0	0.0	0.1875
23	0	0.0	0.0	0.0	0.194690265487	0.0693069306931	0.0	0.0	0.0	0.0	0.136842105263
24	0	0.0	0.0	0.0	0.185567010309	0.108695652174	0.0	0.0	0.0	0.0	0.173913043478
25	0	0.0	0.0	0.0	0.191919191919	0.126315789474	0.0	0.0	0.0	0.0	0.14606741573
26	0	0.0	0.141304347826	0.0	0.0	0.0	0.0	0.328947368421	0.0	0.0	0.0
27	0	0.0	0.0	0.0	0.17	0.159574468085	0.0	0.0	0.0	0.0	0.13
28	0	0.0	0.162393162393	0.0	0.0	0.104651162791	0.0	0.0	0.0	0.0	0.168224299065
29	0	0.224137931034	0.147058823529	0.0	0.173469387755	0.106796116505	0.150537634409	0.0	0.0	0.0	0.0
