gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	114	0	88	0	101	6	86	17	111	0	116	0	110	0	71	27	89	23	77	22	73	31	100	0	100	0	91	15	75	12
1	90	0	58	30	88	19	40	45	95	12	89	0	90	16	73	32	58	23	71	18	76	26	111	0	42	50	52	40	96	17
2	102	0	82	8	79	0	91	12	105	0	83	0	114	0	104	0	94	8	83	0	84	0	89	0	78	24	85	16	97	0
3	105	0	93	0	75	8	75	19	84	0	92	0	106	0	77	32	77	15	70	33	69	33	84	0	111	0	70	10	75	18
4	101	0	48	47	93	18	56	51	92	12	105	0	87	11	78	25	75	26	76	26	69	39	118	0	53	47	69	40	91	18
5	66	33	76	0	105	11	112	0	80	23	75	26	48	35	105	0	72	24	88	0	93	0	77	23	134	0	110	0	93	22
6	97	0	102	0	77	18	76	24	104	0	119	0	111	0	59	30	82	14	74	25	76	21	99	0	105	0	92	12	79	19
7	102	0	89	12	120	0	86	21	120	0	97	0	114	0	87	0	88	6	81	0	101	0	105	0	66	16	89	11	99	0
8	103	0	77	8	106	0	89	9	108	0	106	0	129	0	88	0	80	10	101	0	103	0	86	0	63	28	90	5	101	0
9	97	0	80	11	94	0	106	0	98	0	102	0	88	13	103	0	103	0	99	0	107	0	121	0	69	30	93	0	89	0
10	94	0	62	50	90	18	43	66	83	15	120	0	85	14	55	28	83	31	66	22	85	25	90	0	39	50	58	37	106	12
11	114	0	55	32	86	12	46	53	96	25	109	0	86	9	67	26	71	22	67	28	63	21	105	0	58	44	51	40	57	15
12	91	0	113	0	79	13	83	14	104	0	117	0	124	0	81	29	97	17	73	18	62	23	110	0	102	0	82	13	80	11
13	64	16	100	17	95	9	96	0	84	0	70	26	106	0	67	32	106	0	70	24	111	0	105	0	107	0	100	10	105	0
14	92	0	114	0	86	13	86	12	105	0	96	0	97	0	75	25	95	20	86	20	76	23	98	0	94	0	81	14	77	11
15	94	0	111	0	92	14	83	8	81	0	125	0	99	0	69	34	76	11	81	28	81	20	98	0	112	0	86	13	86	19
16	108	0	100	0	95	18	77	18	100	0	104	0	122	0	79	37	97	7	63	26	63	22	79	0	96	0	83	16	88	20
17	101	0	109	0	86	18	85	15	102	0	99	0	119	0	71	32	79	23	76	31	80	20	103	0	100	0	99	8	85	17
18	83	48	99	0	111	0	95	0	85	19	111	0	70	20	97	0	94	15	111	0	98	0	72	0	99	0	105	0	82	16
19	105	0	121	0	100	11	92	35	118	0	106	0	94	0	88	28	72	17	66	18	68	28	100	0	106	0	88	13	90	17
20	101	0	107	0	88	13	64	17	90	0	110	0	92	0	80	23	77	18	66	30	78	29	114	0	113	0	70	19	70	16
21	117	0	78	39	87	17	42	48	88	17	120	0	91	11	75	32	80	23	76	30	72	36	103	0	40	39	56	40	86	19
22	112	0	56	35	92	9	56	35	93	0	121	0	77	15	80	24	87	25	92	26	68	18	106	0	55	48	85	19	89	17
23	104	0	99	0	73	16	101	19	96	0	91	0	102	0	60	34	80	12	60	22	60	29	104	0	98	0	93	17	92	16
24	111	0	63	33	80	11	44	47	74	18	104	0	83	13	68	22	79	21	76	23	71	22	80	0	54	54	75	30	72	17
25	92	0	93	0	73	13	72	17	107	0	89	0	109	0	61	37	80	17	80	30	69	29	99	0	109	0	88	11	82	15
26	81	26	84	9	77	17	95	0	89	0	75	19	79	0	73	29	97	0	90	23	99	0	107	0	109	0	83	11	103	0
27	90	0	116	0	94	19	88	14	114	0	84	0	100	0	59	24	98	20	79	24	71	26	107	0	101	0	83	18	89	12
28	95	0	86	0	101	16	98	19	88	0	109	0	101	0	63	21	108	0	71	32	92	24	105	0	118	0	92	12	100	15
29	76	17	86	14	79	10	95	0	95	0	72	35	118	0	92	20	114	0	88	16	105	0	110	0	87	0	86	16	82	0
30	106	0	95	10	90	0	101	0	101	0	92	0	98	11	100	0	94	0	96	0	100	0	96	0	90	27	110	0	105	0
31	106	0	96	0	83	18	80	21	101	0	120	0	98	0	70	41	78	16	73	25	73	24	99	0	99	0	76	20	92	15
32	83	0	70	31	97	15	72	31	98	0	102	0	88	14	73	24	64	24	58	27	72	22	95	0	56	55	87	23	71	12
33	95	0	105	0	87	10	87	24	102	0	99	0	98	0	56	35	81	16	75	29	60	12	106	0	96	0	82	19	83	19
34	91	0	108	0	89	20	91	9	75	0	95	0	104	0	74	34	81	19	80	29	84	36	102	0	97	0	79	14	88	14
35	66	45	105	0	88	15	91	0	75	18	63	26	56	36	92	0	69	12	91	0	94	0	78	19	77	0	102	0	74	21
36	73	16	87	17	98	12	98	0	95	0	61	28	98	0	85	22	101	0	75	21	103	0	102	0	112	0	76	8	64	0
37	95	0	95	0	101	6	79	20	111	0	118	0	112	0	81	20	98	19	66	23	64	21	96	0	112	0	76	12	76	23
38	107	0	69	25	92	12	61	38	107	0	100	0	77	11	62	20	86	22	69	31	72	27	97	0	44	57	81	15	85	15
39	96	27	96	0	110	0	94	0	91	20	100	0	67	23	106	0	71	18	94	0	99	0	105	0	98	0	88	0	69	21
40	108	0	84	0	79	16	71	21	90	0	109	0	81	0	80	24	97	12	83	30	83	31	81	0	92	0	112	13	80	21
41	101	0	80	7	114	0	81	0	109	0	91	0	92	10	103	0	105	0	104	0	114	0	100	0	78	20	96	0	85	0
42	90	0	101	0	79	15	72	15	112	0	100	0	104	0	62	25	84	14	83	29	73	25	116	0	76	0	83	10	77	17
43	79	23	104	0	98	0	87	0	78	29	80	0	84	19	108	0	70	11	115	0	90	0	92	0	112	0	91	0	91	23
44	107	0	98	0	87	8	64	16	125	0	124	0	75	0	95	28	87	21	77	32	59	22	88	0	129	0	83	10	88	9
45	103	0	99	0	86	11	68	17	104	0	104	0	117	0	67	35	80	18	64	30	85	30	98	0	103	0	79	14	83	16
46	88	0	83	10	102	0	114	0	95	0	124	0	92	9	111	0	104	0	98	0	101	0	118	0	68	25	122	0	96	0
47	97	0	74	25	83	14	52	31	66	10	113	0	92	14	73	25	66	28	87	36	76	31	102	0	41	55	64	52	82	15
48	125	0	79	7	105	0	87	16	99	0	90	0	105	0	97	0	84	6	85	0	100	0	105	0	63	13	77	10	108	0
49	100	0	88	0	85	12	72	17	111	0	95	0	106	0	72	33	110	0	87	27	72	35	79	0	98	0	82	18	90	10
50	92	0	74	9	106	0	92	0	92	0	104	0	73	6	87	0	90	0	116	0	113	0	117	0	59	28	87	0	93	0
51	65	23	82	8	95	9	100	0	95	0	82	15	103	0	86	23	89	0	79	31	90	0	91	0	103	0	79	10	103	0
52	114	0	93	15	83	0	92	13	111	0	93	0	100	0	96	0	80	4	94	0	96	0	95	0	71	26	92	11	104	0
53	62	35	90	0	90	12	110	0	84	19	65	27	56	40	94	0	82	17	106	0	99	0	67	30	103	0	105	0	69	25
54	101	0	103	0	96	13	100	8	110	0	118	0	102	0	60	25	100	14	57	27	73	28	114	0	102	0	88	18	92	13
55	87	0	94	0	71	10	72	13	111	0	105	0	87	0	68	34	104	0	60	24	73	23	103	0	98	0	84	14	75	13
56	88	25	89	15	84	10	102	0	91	0	64	23	83	0	79	27	108	0	66	14	105	0	105	0	93	0	100	16	91	0
57	113	0	86	6	90	0	97	21	96	0	96	0	108	0	94	0	95	10	105	0	110	0	110	0	75	23	81	4	101	0
58	108	0	74	40	83	17	49	52	89	13	101	0	81	12	74	23	67	24	85	25	80	25	102	0	56	56	50	33	81	7
59	103	0	95	0	74	15	69	23	78	0	88	0	99	0	72	30	85	14	93	31	62	25	103	0	111	0	86	15	81	21
60	55	63	54	38	52	57	51	45	59	42	40	61	55	30	43	48	48	48	56	45	48	41	47	45	80	27	45	52	38	43
61	112	0	115	0	81	12	70	21	101	0	94	0	106	0	79	29	91	14	76	35	77	29	106	0	116	0	81	17	78	17
62	96	0	102	0	78	15	73	12	89	0	97	0	109	0	77	15	82	15	64	17	90	22	108	0	94	0	90	15	91	12
63	88	0	100	0	89	19	66	25	94	0	125	0	103	0	68	27	82	18	63	31	80	30	101	0	102	0	88	16	80	7
64	75	14	78	17	82	12	93	0	101	0	65	20	83	0	83	30	89	0	61	26	96	0	111	0	96	0	82	17	88	0
65	86	0	103	0	84	15	86	25	82	0	100	0	103	0	77	28	84	15	66	27	80	24	102	0	95	0	97	9	94	21
66	82	22	85	17	84	12	104	0	94	0	66	23	97	0	75	25	109	0	66	27	72	0	102	0	90	0	91	10	98	0
67	92	0	92	15	115	0	99	0	95	0	108	0	75	14	96	0	87	0	100	0	106	0	95	0	54	32	119	0	93	0
68	77	23	88	10	89	14	86	0	86	0	69	27	109	0	76	24	109	0	75	29	84	0	104	0	100	0	85	17	113	0
69	95	0	98	10	100	0	81	15	115	0	82	0	97	0	102	0	98	5	123	0	103	0	107	0	80	28	98	9	93	0
70	99	0	114	0	93	9	67	20	120	0	114	0	108	0	64	22	83	14	77	27	75	24	108	0	89	0	99	14	91	20
71	94	0	94	14	105	0	110	0	113	0	103	0	82	12	103	0	107	0	118	0	97	0	77	0	86	20	101	0	82	0
72	80	0	107	0	82	12	105	14	103	0	100	0	94	0	88	22	77	19	70	28	61	22	103	0	110	0	89	14	73	10
73	86	0	100	0	89	15	68	24	107	0	104	0	97	0	81	25	69	21	67	21	80	21	105	0	88	0	75	8	88	8
74	107	0	79	16	106	0	88	0	103	0	109	0	83	12	88	0	82	0	99	0	103	0	94	0	63	25	96	0	86	0
75	113	0	107	12	111	0	98	0	102	0	132	0	102	9	95	0	99	0	97	0	109	0	106	0	79	35	90	0	93	0
76	103	0	99	0	98	14	91	19	85	0	109	0	94	0	68	24	110	0	80	28	59	19	102	0	95	0	92	14	89	14
77	103	0	105	0	82	17	68	25	96	0	87	0	85	0	83	22	90	12	59	18	63	27	92	0	108	0	88	7	84	24
78	94	0	104	0	95	17	74	13	119	0	104	0	95	0	85	29	93	13	79	21	72	20	94	0	97	0	90	15	102	17
79	103	0	108	0	100	9	82	21	90	0	109	0	104	0	74	22	80	19	62	31	81	30	116	0	106	0	97	7	96	18
80	104	0	118	0	95	18	82	22	100	0	119	0	96	0	80	31	83	11	69	40	79	16	126	0	101	0	91	9	79	13
81	93	14	90	12	84	13	97	0	119	0	66	22	100	0	78	24	101	0	71	13	108	0	95	0	123	0	84	8	93	0
82	99	0	83	0	83	16	68	19	102	0	102	0	111	0	82	22	78	14	79	27	70	23	106	0	112	0	85	13	73	16
83	108	0	109	0	89	13	68	21	101	0	108	0	95	0	83	17	86	19	70	29	80	29	95	0	106	0	88	13	74	17
84	106	0	96	0	90	15	75	24	106	0	92	0	84	0	83	12	90	14	76	28	84	19	93	0	92	0	80	15	89	11
85	89	0	75	8	110	0	86	0	102	0	102	0	77	17	98	0	97	0	104	0	101	0	100	0	71	28	104	0	90	0
86	102	0	65	25	93	8	56	34	113	0	113	0	84	23	62	19	68	23	70	23	85	16	99	0	44	49	69	20	72	14
87	80	17	89	15	91	14	104	0	99	0	82	27	104	0	69	25	82	0	97	22	100	0	101	0	93	0	96	8	96	0
88	115	0	86	13	96	0	112	0	103	0	97	0	87	15	92	0	104	0	92	0	101	0	100	0	78	18	110	0	101	0
89	62	19	94	0	85	0	112	0	81	19	93	0	73	18	117	0	88	11	90	0	103	0	92	0	87	0	120	0	69	16
90	51	50	51	27	50	50	49	76	51	41	46	46	53	27	47	42	53	61	50	45	54	64	48	52	82	26	52	63	52	52
91	94	0	91	10	105	0	89	0	86	0	83	0	79	14	90	0	106	0	113	0	98	0	98	0	81	24	106	0	85	0
92	99	0	78	13	93	0	92	0	84	0	89	0	85	14	101	0	116	0	106	0	107	0	105	0	78	29	93	0	104	0
93	97	0	98	0	85	13	80	16	97	0	89	0	95	0	77	23	75	15	68	24	62	34	112	0	106	0	92	21	88	12
94	86	0	88	8	103	0	74	7	119	0	99	0	90	0	106	0	81	9	97	0	104	0	117	0	76	18	88	11	108	0
95	97	0	94	0	72	13	84	6	92	0	89	0	94	0	66	36	85	7	67	29	74	27	90	0	99	0	97	15	76	16
