gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4	sample5	sample5	sample6	sample6	sample7	sample7	sample8	sample8	sample9	sample9	sample10	sample10	sample11	sample11	sample12	sample12	sample13	sample13	sample14	sample14
0	69	13	84	33	71	16	100	0	99	0	61	42	100	0	84	20	109	15	98	0	82	19	86	23	96	0	68	26	64	28
1	96	17	84	25	75	26	99	0	101	0	63	33	103	0	83	24	97	6	99	0	70	13	80	20	103	0	71	35	75	37
2	84	20	77	29	82	24	71	17	88	14	70	43	78	23	78	29	86	21	96	0	72	15	80	22	78	19	69	29	46	61
3	80	18	81	0	130	0	102	0	103	0	97	0	94	0	89	0	100	0	101	0	85	12	89	19	77	25	80	14	107	0
4	66	30	54	52	67	27	52	34	62	38	43	59	53	52	70	32	54	44	105	0	50	44	51	49	54	39	53	50	49	50
5	95	14	78	23	115	0	109	0	100	0	99	15	112	0	88	0	87	0	106	0	90	0	105	0	94	0	108	0	97	0
6	77	22	70	13	84	23	93	19	90	19	68	44	76	27	69	27	72	28	105	0	77	18	92	26	90	17	75	47	49	47
7	64	42	61	49	70	33	64	23	76	18	57	48	50	47	53	32	68	47	93	0	68	21	44	63	44	38	47	49	48	46
8	74	25	84	22	59	26	85	18	86	23	62	31	79	20	79	24	76	23	114	0	85	27	69	21	96	16	77	39	58	52
9	63	38	47	50	66	26	72	32	86	18	52	72	55	49	78	39	53	43	94	0	75	32	49	49	59	40	54	61	43	51
10	94	0	89	0	79	16	104	0	107	0	99	15	80	0	79	11	86	0	109	0	94	23	84	18	104	0	85	21	75	27
11	65	44	51	62	74	22	54	44	66	32	45	46	61	53	53	28	46	60	93	0	51	42	46	45	44	52	56	58	59	41
12	71	15	78	24	79	22	89	15	73	25	56	39	74	22	81	24	66	33	88	0	91	20	81	16	88	22	62	27	42	51
13	61	32	53	54	84	32	61	34	96	12	59	52	52	46	70	32	60	31	102	0	68	36	50	42	57	39	49	51	54	54
14	61	35	46	49	62	24	63	43	60	33	52	61	61	46	50	45	44	52	106	0	68	41	55	54	55	62	59	57	43	44
15	81	20	88	32	87	0	90	0	95	0	105	16	88	0	100	0	94	0	116	0	113	0	105	0	78	0	105	0	111	0
16	43	56	39	60	58	47	45	45	48	54	44	42	53	50	49	49	61	35	50	51	51	49	50	44	42	52	37	57	44	56
17	55	25	49	39	79	34	63	35	63	36	50	47	51	58	77	32	43	51	103	0	77	45	50	50	54	52	38	53	60	45
18	85	13	85	26	72	30	96	16	89	25	80	45	62	27	73	37	79	28	82	0	82	19	94	18	72	21	45	32	40	52
19	92	19	71	23	79	18	98	18	59	23	80	37	88	21	70	35	71	25	92	0	94	19	82	15	91	14	66	31	58	46
20	83	15	72	18	78	19	83	13	86	21	68	48	75	21	78	25	72	22	120	0	88	16	71	31	89	23	61	37	47	52
21	93	17	66	21	95	24	80	11	75	20	62	42	63	27	74	17	77	25	94	0	67	18	87	16	80	12	78	31	50	46
22	49	30	58	49	60	20	64	32	71	25	54	52	45	44	52	26	69	38	97	0	76	24	59	45	44	48	58	50	44	62
23	81	14	86	22	86	29	88	14	77	25	57	37	56	15	62	24	78	19	102	0	75	17	75	19	87	19	64	38	47	51
24	86	14	88	29	79	21	76	13	85	23	73	47	73	20	58	19	78	22	110	0	79	19	59	19	86	15	56	34	55	48
25	72	32	45	40	75	31	54	43	76	31	48	49	52	43	56	37	42	58	110	0	43	42	57	53	59	49	52	54	46	49
26	72	18	84	25	84	30	106	11	91	14	58	47	80	23	69	24	77	24	108	0	93	17	74	28	80	10	75	30	39	49
27	119	0	99	0	84	21	102	0	97	0	75	13	97	0	86	15	85	0	99	0	83	13	80	17	90	0	68	22	60	40
28	112	0	74	25	108	0	88	14	86	0	81	4	111	0	96	15	82	7	97	0	77	0	111	0	105	0	93	0	105	0
29	92	21	60	28	71	20	84	15	75	26	63	32	73	35	96	24	73	13	93	0	78	15	54	25	83	18	73	39	56	44
30	64	22	75	35	90	31	73	10	77	17	71	44	74	23	87	22	80	24	98	0	70	25	92	21	87	20	55	27	46	38
31	98	0	105	0	86	20	93	0	122	0	94	18	96	0	89	21	93	0	97	0	83	14	78	18	86	0	75	19	65	22
32	71	11	66	14	97	0	109	0	99	0	84	9	104	0	105	0	95	0	105	0	99	0	108	0	98	0	99	0	108	0
33	94	16	79	28	78	21	78	11	97	17	69	46	80	18	86	21	73	16	107	0	98	16	97	17	90	13	81	30	52	57
34	87	9	79	25	77	28	100	0	111	0	65	42	100	0	76	22	78	7	108	0	67	18	80	20	98	0	68	22	80	27
35	76	13	76	27	97	22	83	8	84	21	58	49	86	26	86	32	70	14	94	0	107	15	96	16	103	16	66	30	51	63
36	47	56	47	57	45	49	43	52	44	48	55	39	46	49	62	59	51	37	42	51	55	45	35	68	50	41	49	41	59	47
37	88	22	99	0	98	0	94	0	95	0	103	0	103	0	114	0	105	0	106	0	92	12	89	13	74	17	79	18	102	0
38	48	46	43	39	53	49	49	50	62	57	46	55	65	49	37	43	63	61	36	46	46	47	56	50	44	53	45	45	50	39
39	65	44	52	44	66	30	63	42	64	31	58	56	53	60	54	41	51	56	89	0	73	34	58	38	53	60	52	54	49	49
40	99	0	68	12	87	0	91	14	112	0	84	13	89	0	90	19	87	14	103	0	93	0	90	0	91	0	91	0	109	0
41	76	23	75	21	78	32	88	20	85	18	59	27	84	22	73	19	71	23	108	0	92	14	77	16	79	14	65	30	52	64
42	79	19	90	34	87	0	101	0	107	0	93	8	112	0	89	0	89	0	103	0	109	0	92	0	103	0	94	0	97	0
43	56	43	40	49	71	18	72	28	87	28	42	47	47	37	57	32	66	46	93	0	80	39	45	56	52	56	48	47	59	37
44	70	33	49	35	80	22	56	30	68	31	49	51	47	55	63	41	62	55	107	0	60	35	54	47	46	55	46	56	49	47
45	66	36	47	46	69	19	64	42	50	31	50	62	51	41	69	44	50	52	99	0	54	33	40	52	58	43	38	44	40	45
46	92	20	102	0	85	0	99	0	91	0	82	0	87	0	114	0	100	0	105	0	80	11	92	17	73	17	85	17	102	0
47	81	12	88	24	76	28	86	9	80	16	52	39	85	25	74	23	71	16	99	0	79	16	73	16	77	19	71	30	55	56
48	60	43	44	46	73	25	60	31	79	27	55	43	51	60	81	43	50	48	96	0	62	31	47	48	43	51	43	38	48	49
49	101	20	86	0	117	0	84	0	101	0	104	0	112	0	86	0	77	0	107	0	73	12	74	14	82	16	84	17	109	0
50	72	33	58	41	75	29	81	30	74	28	54	51	43	46	66	42	50	37	102	0	47	29	32	37	60	39	54	49	61	42
