gene_id	sample0	sample0	sample1	sample1	sample2	sample2	sample3	sample3	sample4	sample4
0	78	22	85	17	99	14	101	0	109	0
1	91	17	91	19	107	0	109	0	98	0
2	92	0	79	19	86	0	93	6	102	0
3	84	16	92	14	98	0	84	0	97	0
4	107	0	104	6	104	0	71	13	100	0
5	101	0	122	0	88	15	93	0	98	0
6	71	24	81	15	100	0	123	0	68	27
7	94	0	82	0	83	21	75	0	112	0
8	73	20	82	16	80	0	110	0	92	0
9	88	23	90	26	85	17	82	9	89	0
10	104	0	94	15	108	0	86	16	113	0
11	106	0	94	0	83	15	98	0	81	0
12	91	0	82	7	101	0	101	0	84	0
13	80	26	105	14	87	6	101	0	41	57
14	75	18	82	9	82	0	88	0	103	0
15	98	0	94	0	121	0	94	21	99	0
16	91	0	83	7	101	0	91	11	99	0
17	83	0	87	3	104	0	88	18	116	0
18	83	0	102	12	97	0	86	10	89	0
19	94	0	73	14	82	0	78	17	94	0
20	102	0	85	9	82	0	72	15	108	0
21	106	0	85	13	97	0	98	12	101	0
22	119	0	96	12	99	0	92	12	89	0
23	72	16	91	15	93	0	106	0	94	0
24	68	26	77	22	72	10	107	17	105	0
25	90	14	77	11	91	22	95	11	99	0
26	85	0	76	9	94	0	91	9	95	0
27	75	16	72	12	108	0	95	0	106	0
28	108	0	103	0	61	27	106	0	87	0
29	86	22	83	18	112	0	118	0	96	0
30	98	0	105	0	93	13	100	0	84	0
31	93	0	108	0	120	0	69	18	86	0
32	86	17	72	14	125	0	101	0	96	0
33	76	24	76	23	69	13	81	16	89	0
34	85	29	103	17	102	0	92	0	72	25
35	96	0	79	7	91	0	94	16	110	0
36	95	0	81	2	96	0	94	16	100	0
37	99	0	95	6	86	0	104	5	92	0
38	88	0	93	8	102	0	87	7	97	0
39	74	17	95	11	92	0	88	0	91	0
40	66	22	57	9	102	0	104	0	115	0
41	108	0	85	14	103	0	81	14	105	0
42	101	0	86	0	72	18	73	0	99	0
43	78	22	62	23	76	14	87	9	98	0
44	113	0	85	0	88	0	78	19	114	0
45	108	0	87	10	111	0	93	0	106	0
46	87	20	78	15	111	0	91	0	88	0
47	83	13	78	23	97	16	79	11	120	0
48	100	0	92	0	80	20	103	0	103	0
49	79	24	77	16	106	0	107	0	72	29
50	101	0	93	8	103	0	94	11	88	0
51	101	0	101	4	115	0	92	14	110	0
52	93	0	84	7	95	0	86	10	86	0
53	90	20	77	33	79	14	82	16	117	0
54	107	0	93	0	72	14	79	0	102	0
55	72	23	88	12	100	0	100	0	69	18
56	81	14	69	16	78	16	99	14	81	0
57	97	12	83	25	66	17	81	16	117	0
58	92	0	100	12	100	0	107	17	104	0
59	98	0	81	12	95	0	77	9	90	0
60	90	0	95	0	85	17	106	0	92	0
61	85	23	91	18	84	0	105	0	100	0
62	81	22	74	21	104	0	93	0	117	0
63	106	0	87	10	99	0	93	0	90	0
64	112	0	99	0	83	13	102	0	97	0
65	114	0	102	0	84	18	112	0	93	0
66	113	0	112	0	103	0	66	18	106	0
67	90	0	93	0	74	24	98	0	89	0
68	114	0	93	10	103	0	88	0	97	0
69	65	22	74	28	68	24	96	13	89	0
70	96	0	109	0	75	15	89	0	110	0
71	77	19	78	11	83	22	81	9	98	0
72	61	37	89	19	94	0	108	0	72	19
73	102	0	94	4	102	0	97	16	91	0
74	91	0	83	15	101	0	107	0	88	0
75	106	0	112	0	105	19	102	0	110	0
76	111	0	96	0	92	0	75	14	102	0
77	107	0	79	10	106	0	91	9	105	0
78	84	21	76	12	100	0	81	0	74	0
79	71	19	76	16	86	0	82	0	97	0
80	107	0	90	0	90	20	123	0	85	0
81	81	22	67	28	89	21	102	12	97	0
82	96	0	71	11	101	0	63	6	99	0
83	80	39	70	24	103	0	106	0	79	26
84	101	0	91	0	105	0	72	26	107	0
85	77	30	70	13	94	0	117	0	88	0
86	99	0	80	14	111	0	106	0	104	0
87	91	22	92	9	101	0	108	0	104	0
88	95	0	98	0	77	19	95	0	105	0
89	68	23	69	29	82	19	96	16	87	0
90	89	0	111	0	104	0	64	12	104	0
91	83	23	87	13	103	0	98	0	110	0
92	105	0	100	0	83	17	88	0	110	0
93	80	20	99	18	105	0	113	0	78	23
94	77	37	81	27	79	18	83	10	83	0
95	102	0	102	12	88	0	117	0	95	0
96	102	0	81	8	119	0	77	6	108	0
97	88	0	111	0	83	15	112	0	95	0
98	108	0	99	12	89	0	94	18	104	0
99	106	0	94	3	96	0	71	12	96	0
